53 19
53 510
53 1457
53 1592
53 1739
53 2316
53 5218
53 6214
53 7136
53 7636
53 7818
53 8471
53 8769
53 10335
53 12217
53 14381
50 1532
50 2267
50 2373
50 2588
50 3117
50 3220
50 3462
50 5828
50 6902
50 7155
50 7276
50 8490
50 8880
50 8921
50 9213
50 12900
50 13823
50 15206
50 16144
50 16639
50 16858
50 17160
50 17692
50 17772
50 17952
50 19141
50 19767
50 20234
50 20831
50 23092
50 23753
50 23892
50 24299
50 24329
50 24478
50 25017
50 25372
50 25463
50 26430
50 26576
50 28242
50 28731
65 167
65 881
65 1601
65 2128
65 3118
65 3454
65 3831
65 5641
65 6041
65 6540
65 7430
65 8865
65 9900
65 10655
65 11545
65 12158
65 12275
65 12697
65 13136
65 13941
65 14634
65 15134
65 15157
65 15298
65 15900
65 16349
65 16480
65 16932
65 17665
65 18253
65 18346
65 18448
65 18540
65 18990
65 19167
65 19367
65 19486
65 20424
65 20626
65 20916
65 20942
65 21000
65 21195
65 21756
65 22120
65 22325
65 22492
65 22754
65 23122
65 23370
65 23422
65 23671
65 24165
65 25877
65 26151
65 26215
65 26721
65 27855
65 29515
65 29652
65 30091
65 30509
65 31028
65 31157
65 35775
65 36282
65 36540
65 36642
65 36726
65 38338
65 38604
65 39400
65 41233
65 43853
65 43987
65 44091
65 44953
65 45486
65 45557
65 46699
65 48692
65 49393
65 50242
65 50381
57 2129
57 2251
57 3246
57 3413
57 4365
57 4700
57 5767
57 6069
57 8116
57 9074
57 9434
57 10948
57 12026
57 13815
57 14182
57 15679
57 16131
57 16497
57 16737
57 17063
57 17890
57 18088
57 18206
57 20698
57 22213
57 23468
57 23669
57 24065
57 24554
57 28547
57 28762
57 29453
57 30142
57 30947
57 31369
57 31410
57 31547
57 31827
57 32040
57 32883
57 34848
57 37283
57 37455
57 38063
57 38424
57 38482
57 38771
57 38861
57 39436
57 39640
57 40029
57 40221
57 41054
57 41931
57 42842
57 43993
57 44400
57 44592
57 44663
57 45467
57 45512
57 46526
57 47562
57 48279
57 49306
57 50256
57 50283
57 50425
57 51888
57 52018
57 52042
52 2566
52 4037
52 4924
52 5406
52 5703
52 5741
52 6096
52 7194
52 8158
52 8616
52 8823
52 9705
52 9864
52 10150
52 10331
52 10925
52 12911
52 12995
52 13130
52 13285
52 14350
52 14581
52 14896
52 15061
52 15509
52 17111
52 19013
52 19325
52 20333
52 22210
52 25317
52 25589
52 25717
52 30172
52 30770
52 31535
52 31633
52 32373
52 32780
52 33457
52 33544
52 33866
52 34218
52 36863
52 37810
52 38268
52 39274
52 40872
52 42663
52 44868
52 45040
52 45358
52 46811
52 49227
52 50997
52 53965
52 53981
52 55133
52 55317
52 55663
52 58549
52 59637
52 59638
52 61060
52 61353
52 61807
52 62133
52 62520
52 62547
52 63392
52 64031
52 66352
58 2521
58 2653
58 3286
58 3644
58 7889
58 9034
58 9609
58 10450
58 11605
58 11843
58 12029
58 12067
58 12571
58 14319
58 14475
58 14651
58 15884
58 16250
58 17058
58 17721
58 17751
58 18603
58 20269
58 20573
58 20704
58 22808
58 22847
58 23702
58 23719
58 23768
58 24076
58 24380
58 24658
58 25683
58 26142
58 26426
58 26914
58 27758
58 28113
58 28200
58 28419
58 29586
58 30452
58 30540
58 31269
58 31655
58 32943
58 33233
58 34408
58 34688
58 35790
58 36140
58 36774
58 39053
58 39157
58 40481
58 41180
58 41563
58 42393
58 42800
58 42876
58 42969
58 43622
58 43929
58 44390
58 44584
58 44929
58 44988
58 45286
58 46222
58 48815
58 50279
58 50676
58 50991
58 51276
58 51369
58 52924
58 53231
58 53459
58 54226
