 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> July 29, 2025 
 ==================================================================

 Disk File Name = SRIM Outputs\17O_CF4_60mbar.txt

 Ion = Oxygen [8] , Mass = 17 amu

 Target Density =  2.2000E-04 g/cm3 = 7.5272E+18 atoms/cm3
 Target is a GAS 
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      C      6    020.00    013.65   
      F      9    080.00    086.35   
 ====================================
 Bragg Correction = -2.62%
 Stopping Units =  MeV / mm       
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  37.50 keV   1.580E-02  1.462E-02  979.63 um   342.84 um   258.27 um  
  40.00 keV   1.597E-02  1.423E-02    1.05 mm   361.05 um   273.24 um  
  45.00 keV   1.658E-02  1.352E-02    1.19 mm   396.86 um   303.18 um  
  50.00 keV   1.735E-02  1.289E-02    1.33 mm   431.37 um   333.02 um  
  55.00 keV   1.816E-02  1.232E-02    1.47 mm   464.41 um   362.67 um  
  60.00 keV   1.895E-02  1.181E-02    1.60 mm   496.02 um   392.00 um  
  65.00 keV   1.969E-02  1.134E-02    1.74 mm   526.32 um   420.91 um  
  70.00 keV   2.037E-02  1.092E-02    1.88 mm   555.45 um   449.37 um  
  80.00 keV   2.156E-02  1.018E-02    2.16 mm   610.98 um   504.94 um  
  90.00 keV   2.255E-02  9.545E-03    2.43 mm   663.08 um   558.62 um  
 100.00 keV   2.337E-02  8.997E-03    2.70 mm   712.37 um   610.58 um  
 110.00 keV   2.407E-02  8.518E-03    2.98 mm   759.31 um   661.00 um  
 120.00 keV   2.467E-02  8.094E-03    3.25 mm   804.20 um   710.04 um  
 130.00 keV   2.521E-02  7.717E-03    3.53 mm   847.30 um   757.84 um  
 140.00 keV   2.570E-02  7.378E-03    3.80 mm   888.77 um   804.51 um  
 150.00 keV   2.616E-02  7.072E-03    4.07 mm   928.76 um   850.13 um  
 160.00 keV   2.659E-02  6.794E-03    4.35 mm   967.37 um   894.77 um  
 170.00 keV   2.702E-02  6.539E-03    4.62 mm     1.00 mm   938.50 um  
 180.00 keV   2.744E-02  6.306E-03    4.89 mm     1.04 mm   981.33 um  
 200.00 keV   2.829E-02  5.893E-03    5.43 mm     1.11 mm     1.06 mm  
 225.00 keV   2.938E-02  5.456E-03    6.10 mm     1.19 mm     1.16 mm  
 250.00 keV   3.055E-02  5.086E-03    6.76 mm     1.27 mm     1.26 mm  
 275.00 keV   3.179E-02  4.770E-03    7.41 mm     1.33 mm     1.35 mm  
 300.00 keV   3.312E-02  4.495E-03    8.04 mm     1.40 mm     1.43 mm  
 325.00 keV   3.453E-02  4.253E-03    8.66 mm     1.46 mm     1.51 mm  
 350.00 keV   3.602E-02  4.039E-03    9.26 mm     1.51 mm     1.59 mm  
 375.00 keV   3.757E-02  3.849E-03    9.84 mm     1.56 mm     1.66 mm  
 400.00 keV   3.917E-02  3.677E-03   10.41 mm     1.60 mm     1.73 mm  
 450.00 keV   4.252E-02  3.380E-03   11.48 mm     1.68 mm     1.85 mm  
 500.00 keV   4.599E-02  3.133E-03   12.49 mm     1.75 mm     1.96 mm  
 550.00 keV   4.956E-02  2.923E-03   13.44 mm     1.81 mm     2.06 mm  
 600.00 keV   5.318E-02  2.742E-03   14.33 mm     1.86 mm     2.14 mm  
 650.00 keV   5.682E-02  2.584E-03   15.17 mm     1.90 mm     2.22 mm  
 700.00 keV   6.047E-02  2.445E-03   15.96 mm     1.94 mm     2.29 mm  
 800.00 keV   6.771E-02  2.212E-03   17.42 mm     2.00 mm     2.41 mm  
 900.00 keV   7.481E-02  2.023E-03   18.75 mm     2.06 mm     2.51 mm  
   1.00 MeV   8.170E-02  1.866E-03   19.97 mm     2.10 mm     2.59 mm  
   1.10 MeV   8.833E-02  1.734E-03   21.11 mm     2.13 mm     2.66 mm  
   1.20 MeV   9.469E-02  1.621E-03   22.16 mm     2.16 mm     2.72 mm  
   1.30 MeV   1.008E-01  1.524E-03   23.15 mm     2.19 mm     2.78 mm  
   1.40 MeV   1.066E-01  1.438E-03   24.09 mm     2.21 mm     2.83 mm  
   1.50 MeV   1.121E-01  1.362E-03   24.98 mm     2.23 mm     2.87 mm  
   1.60 MeV   1.173E-01  1.294E-03   25.83 mm     2.25 mm     2.91 mm  
   1.70 MeV   1.222E-01  1.234E-03   26.65 mm     2.26 mm     2.94 mm  
   1.80 MeV   1.269E-01  1.179E-03   27.44 mm     2.27 mm     2.97 mm  
   2.00 MeV   1.354E-01  1.084E-03   28.94 mm     2.30 mm     3.03 mm  
   2.25 MeV   1.448E-01  9.865E-04   30.69 mm     2.34 mm     3.09 mm  
   2.50 MeV   1.528E-01  9.063E-04   32.35 mm     2.36 mm     3.14 mm  
   2.75 MeV   1.597E-01  8.390E-04   33.93 mm     2.39 mm     3.18 mm  
   3.00 MeV   1.655E-01  7.817E-04   35.45 mm     2.41 mm     3.22 mm  
   3.25 MeV   1.704E-01  7.323E-04   36.93 mm     2.43 mm     3.25 mm  
   3.50 MeV   1.746E-01  6.893E-04   38.37 mm     2.45 mm     3.28 mm  
   3.75 MeV   1.781E-01  6.513E-04   39.77 mm     2.46 mm     3.31 mm  
   4.00 MeV   1.811E-01  6.177E-04   41.15 mm     2.48 mm     3.34 mm  
   4.50 MeV   1.856E-01  5.604E-04   43.86 mm     2.52 mm     3.39 mm  
   5.00 MeV   1.886E-01  5.136E-04   46.52 mm     2.56 mm     3.43 mm  
   5.50 MeV   1.906E-01  4.744E-04   49.15 mm     2.60 mm     3.47 mm  
   6.00 MeV   1.917E-01  4.412E-04   51.75 mm     2.63 mm     3.50 mm  
   6.50 MeV   1.923E-01  4.126E-04   54.34 mm     2.67 mm     3.54 mm  
   7.00 MeV   1.924E-01  3.878E-04   56.93 mm     2.70 mm     3.57 mm  
   8.00 MeV   1.917E-01  3.466E-04   62.12 mm     2.82 mm     3.63 mm  
   9.00 MeV   1.902E-01  3.138E-04   67.34 mm     2.93 mm     3.68 mm  
  10.00 MeV   1.883E-01  2.870E-04   72.61 mm     3.03 mm     3.73 mm  
  11.00 MeV   1.861E-01  2.646E-04   77.94 mm     3.14 mm     3.78 mm  
  12.00 MeV   1.838E-01  2.457E-04   83.34 mm     3.24 mm     3.83 mm  
  13.00 MeV   1.814E-01  2.295E-04   88.80 mm     3.34 mm     3.88 mm  
  14.00 MeV   1.790E-01  2.154E-04   94.34 mm     3.44 mm     3.92 mm  
  15.00 MeV   1.766E-01  2.030E-04   99.95 mm     3.55 mm     3.97 mm  
  16.00 MeV   1.741E-01  1.921E-04  105.65 mm     3.65 mm     4.01 mm  
  17.00 MeV   1.718E-01  1.824E-04  111.42 mm     3.75 mm     4.06 mm  
  18.00 MeV   1.694E-01  1.736E-04  117.27 mm     3.85 mm     4.10 mm  
  20.00 MeV   1.648E-01  1.585E-04  129.23 mm     4.22 mm     4.19 mm  
  22.50 MeV   1.592E-01  1.432E-04  144.64 mm     4.77 mm     4.30 mm  
  25.00 MeV   1.539E-01  1.307E-04  160.60 mm     5.30 mm     4.41 mm  
  27.50 MeV   1.489E-01  1.203E-04  177.10 mm     5.81 mm     4.53 mm  
  30.00 MeV   1.440E-01  1.115E-04  194.15 mm     6.31 mm     4.64 mm  
  32.50 MeV   1.395E-01  1.040E-04  211.78 mm     6.80 mm     4.76 mm  
  35.00 MeV   1.355E-01  9.751E-05  229.95 mm     7.29 mm     4.89 mm  
  37.50 MeV   1.318E-01  9.181E-05  248.64 mm     7.78 mm     5.02 mm  
  40.00 MeV   1.276E-01  8.677E-05  267.91 mm     8.26 mm     5.15 mm  
  45.00 MeV   1.203E-01  7.826E-05  308.25 mm    10.07 mm     5.42 mm  
  50.00 MeV   1.139E-01  7.134E-05  350.93 mm    11.78 mm     5.72 mm  
  55.00 MeV   1.081E-01  6.561E-05  395.95 mm    13.42 mm     6.03 mm  
  60.00 MeV   1.029E-01  6.077E-05  443.33 mm    15.03 mm     6.36 mm  
  65.00 MeV   9.805E-02  5.662E-05  493.09 mm    16.63 mm     6.71 mm  
  70.00 MeV   9.366E-02  5.304E-05  545.24 mm    18.23 mm     7.08 mm  
  80.00 MeV   8.598E-02  4.713E-05  656.65 mm    24.16 mm     7.87 mm  
  90.00 MeV   7.950E-02  4.246E-05  777.58 mm    29.66 mm     8.74 mm  
 100.00 MeV   7.400E-02  3.866E-05  907.92 mm    34.99 mm     9.69 mm  
 110.00 MeV   6.928E-02  3.552E-05    1.05 m     40.24 mm    10.71 mm  
 120.00 MeV   6.519E-02  3.288E-05    1.20 m     45.48 mm    11.79 mm  
 130.00 MeV   6.161E-02  3.061E-05    1.35 m     50.73 mm    12.95 mm  
 140.00 MeV   5.846E-02  2.865E-05    1.52 m     56.01 mm    14.18 mm  
 150.00 MeV   5.566E-02  2.694E-05    1.70 m     61.33 mm    15.46 mm  
 160.00 MeV   5.315E-02  2.543E-05    1.88 m     66.69 mm    16.82 mm  
 170.00 MeV   5.089E-02  2.409E-05    2.07 m     72.11 mm    18.23 mm  
 180.00 MeV   4.883E-02  2.289E-05    2.27 m     77.58 mm    19.70 mm  
 200.00 MeV   4.522E-02  2.083E-05    2.70 m     98.37 mm    22.82 mm  
 225.00 MeV   4.143E-02  1.874E-05    3.28 m    128.08 mm    27.03 mm  
 250.00 MeV   3.825E-02  1.705E-05    3.90 m    156.09 mm    31.59 mm  
 275.00 MeV   3.551E-02  1.564E-05    4.58 m    183.44 mm    36.50 mm  
 300.00 MeV   3.313E-02  1.447E-05    5.31 m    210.66 mm    41.74 mm  
 325.00 MeV   3.104E-02  1.346E-05    6.09 m    238.03 mm    47.32 mm  
 350.00 MeV   2.920E-02  1.259E-05    6.92 m    265.70 mm    53.25 mm  
 375.00 MeV   2.757E-02  1.183E-05    7.80 m    293.77 mm    59.51 mm  
 400.00 MeV   2.613E-02  1.116E-05    8.73 m    322.27 mm    66.12 mm  
 450.00 MeV   2.376E-02  1.003E-05   10.74 m    430.08 mm    80.32 mm  
 500.00 MeV   2.197E-02  9.119E-06   12.93 m    530.51 mm    95.76 mm  
 550.00 MeV   2.041E-02  8.364E-06   15.29 m    627.54 mm   112.34 mm  
 600.00 MeV   1.903E-02  7.730E-06   17.83 m    723.63 mm   130.08 mm  
 650.00 MeV   1.785E-02  7.188E-06   20.54 m    819.86 mm   148.97 mm  
 700.00 MeV   1.682E-02  6.720E-06   23.42 m    916.67 mm   168.98 mm  
 800.00 MeV   1.512E-02  5.952E-06   29.70 m      1.28 m    212.29 mm  
 900.00 MeV   1.377E-02  5.347E-06   36.63 m      1.61 m    259.85 mm  
   1.00 GeV   1.267E-02  4.857E-06   44.20 m      1.94 m    311.50 mm  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  1.0000E-01                 eV / Angstrom 
  1.0000E+00                keV / micron   
  1.0000E+00                MeV / mm       
  4.5456E+01                keV / (ug/cm2) 
  4.5456E+01                MeV / (mg/cm2) 
  4.5456E+04                keV / (mg/cm2) 
  1.3285E+03                 eV / (1E15 atoms/cm2)
  1.3561E+01                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
