============================== SRIM-2013.00 ==============================
==============================================================================
====== SRIM Outputs\RANGE_3D.txt : File of Final Ion Positions =====

Ion = He (02)   Ion Mass= 004.0030
Energy  = 5000000.E-03 keV
Ion Angle to Surface = 00.0 degrees
==================== TARGET =======================
  Layer # 1 - ACTAR Gas
  Layer # 1 - Bottom Depth=250000.E+04 A
  Layer # 1 - Density =0000.0001 g/cm3
  Layer # 1 -  73 % of  H
  Layer # 1 -  19 % of  H
  Layer # 1 -  8 % of  C
==============================================================================
                                            
Ion       Depth  X   Lateral Y   Lateral Z  
Number    (Angstrom) (Angstrom)  (Angstrom) 
-------  ----------- ----------- -----------
0000001   1.4499E+09 -6.0295E+06  2.4711E+06
0000002   1.4645E+09 -4.2928E+06 -7.4666E+06
0000003   1.4577E+09 -2.4372E+06  9.8503E+06
0000004   1.4634E+09  1.2885E+07  2.2297E+06
0000005   1.4547E+09  1.0505E+07 -2.3051E+06
0000006   1.4542E+09 -2.5124E+07 -1.5235E+07
0000007   1.4393E+09 -1.8082E+07 -6.1614E+06
0000008   1.4620E+09 -4.0032E+06  5.1646E+06
0000009   1.4426E+09 -1.0673E+06 -1.0954E+06
0000010   1.4539E+09  5.5100E+06 -4.0947E+06
0000011   1.4560E+09 -3.4770E+06 -4.4676E+05
0000012   1.4520E+09  1.0911E+07  6.1946E+06
0000013   1.4491E+09  4.4461E+06 -2.6870E+06
0000014   1.4429E+09  1.0710E+07  2.6563E+06
0000015   1.4765E+09  2.2017E+07  4.0870E+06
0000016   1.4410E+09 -1.7401E+07 -1.3800E+07
0000017   1.4575E+09  1.2425E+07 -8.2007E+06
0000018   1.4516E+09 -1.3211E+07  1.5492E+07
0000019   1.4584E+09 -1.1443E+07  2.9651E+06
0000020   1.4554E+09  1.7911E+07 -9.8698E+06
0000021   1.4586E+09  9.3686E+06 -2.6530E+07
0000022   1.4564E+09 -5.7817E+06  9.9594E+06
0000023   1.4499E+09 -1.4182E+07 -1.7099E+07
0000024   1.4604E+09 -7.5947E+06  1.1159E+07
0000025   1.4580E+09  8.0468E+06  2.7993E+06
0000026   1.4573E+09 -6.7300E+06  7.7224E+06
0000027   1.4662E+09 -7.3436E+06 -7.5306E+06
0000028   1.4634E+09  6.3928E+06  2.5720E+07
0000029   1.4607E+09 -1.2598E+07  2.5667E+06
0000030   1.4577E+09 -8.3249E+06  6.9835E+06
0000031   1.4445E+09 -1.5910E+07 -2.0848E+07
0000032   1.4620E+09 -1.2543E+07  1.6265E+07
0000033   1.4631E+09 -1.2859E+07 -8.3884E+06
0000034   1.4611E+09 -8.0162E+05  6.3462E+06
0000035   1.4645E+09  1.7429E+07 -9.0913E+06
0000036   1.4541E+09  9.8684E+06 -8.4029E+06
0000037   1.4473E+09 -1.1721E+07  1.1372E+07
0000038   1.4562E+09  8.8557E+06  2.2212E+07
0000039   1.4565E+09 -7.1356E+06 -5.9993E+06
0000040   1.4628E+09 -1.1943E+07  1.7920E+07
0000041   1.4560E+09 -1.2387E+07 -1.1625E+06
0000042   1.4444E+09  5.9016E+06  9.9791E+06
0000043   1.4622E+09  9.3900E+06 -1.8415E+07
0000044   1.4631E+09  3.7884E+05 -5.2792E+06
0000045   1.4522E+09 -4.0810E+06  1.2249E+07
0000046   1.4718E+09  7.3979E+06  1.1276E+06
0000047   1.4758E+09 -1.6435E+07 -2.6770E+07
0000048   1.4532E+09 -1.0388E+07 -6.7223E+06
0000049   1.4469E+09 -5.6361E+06  5.5854E+06
0000050   1.4676E+09 -3.9338E+06 -1.0507E+07
0000051   1.4627E+09  4.4506E+07 -6.7264E+06
0000052   1.4545E+09  1.7029E+07  9.2034E+06
0000053   1.4578E+09 -7.4323E+05  5.1026E+05
0000054   1.4412E+09  1.8852E+07  8.7714E+05
0000055   1.4793E+09  7.6590E+06 -6.9913E+05
0000056   1.4542E+09  1.1436E+07 -6.0136E+06
0000057   1.4723E+09 -9.5402E+06 -4.5018E+06
0000058   1.4572E+09  1.4574E+07  4.0002E+06
0000059   1.4408E+09  2.0315E+06  4.6409E+05
0000060   1.4513E+09  1.7783E+07 -1.7225E+07
0000061   1.4524E+09  6.7304E+06  2.8651E+06
0000062   1.4630E+09  5.7484E+06  1.1584E+07
0000063   1.4580E+09  3.4945E+06 -5.4191E+06
0000064   1.4723E+09 -7.6139E+05 -4.6553E+06
0000065   1.4562E+09  2.1058E+07  1.5953E+05
0000066   1.4519E+09  3.3613E+06 -1.2488E+06
0000067   1.4402E+09  5.0721E+07  2.4943E+07
0000068   1.4640E+09 -6.6988E+05 -3.8837E+04
0000069   1.4749E+09 -2.7770E+06  9.0309E+06
0000070   1.4588E+09 -1.1156E+07  6.9149E+06
0000071   1.4665E+09  2.4618E+06  5.3722E+06
0000072   1.4555E+09  7.4940E+06 -8.0547E+05
0000073   1.4653E+09  1.1958E+07  9.3729E+06
0000074   1.4579E+09 -5.7320E+05  3.9488E+05
0000075   1.4505E+09 -1.5342E+07 -1.3188E+06
0000076   1.4550E+09 -3.5682E+05  6.2746E+06
0000077   1.4754E+09 -6.0510E+04 -5.2245E+05
0000078   1.4638E+09 -1.3674E+07  7.8032E+06
0000079   1.4607E+09  7.5238E+06  3.7482E+06
0000080   1.4683E+09 -5.7068E+06 -2.6970E+06
0000081   1.4600E+09 -1.7235E+07 -1.3003E+07
0000082   1.4607E+09 -2.6827E+07  4.3139E+06
0000083   1.4477E+09  6.0863E+06 -4.4403E+06
0000084   1.4635E+09  2.9398E+06  5.2932E+06
0000085   1.4653E+09 -3.2263E+06 -5.9748E+06
0000086   1.4635E+09 -4.7569E+06  2.4775E+05
0000087   1.4695E+09 -1.4077E+07 -7.7075E+05
0000088   1.4718E+09  4.5624E+06 -2.7186E+07
0000089   1.4667E+09  6.5534E+05 -9.6867E+06
0000090   1.4574E+09 -2.8711E+06  1.5172E+07
0000091   1.4676E+09 -3.8016E+06 -1.0064E+07
0000092   1.4606E+09  8.5137E+06  2.0075E+07
0000093   1.4543E+09 -1.9114E+07  7.0920E+06
0000094   1.4486E+09  6.4751E+06  1.1354E+06
0000095   1.4376E+09 -1.7099E+06 -1.3964E+06
0000096   1.4533E+09  1.9626E+07  2.7489E+07
0000097   1.4529E+09  2.1265E+06 -4.0722E+06
0000098   1.4550E+09 -1.3130E+06  1.1755E+07
0000099   1.4521E+09  2.8894E+05 -1.7117E+06
0000100   1.4462E+09 -2.0219E+06 -1.6654E+07
0000101   1.4556E+09 -3.2063E+05 -1.2177E+07
0000102   1.4655E+09  6.8754E+06 -2.9492E+06
0000103   1.4607E+09 -7.3664E+06 -6.5961E+06
0000104   1.4678E+09  9.0925E+06  5.3732E+06
0000105   1.4389E+09 -7.5948E+06 -2.0767E+07
0000106   1.4466E+09  1.3221E+07  1.1321E+07
