============================== SRIM-2013.00 ==============================
==============================================================================
====== SRIM Outputs\RANGE_3D.txt : File of Final Ion Positions =====

Ion =  H (01)   Ion Mass= 001.0080
Energy  = 8000000.E-04 keV
Ion Angle to Surface = 00.0 degrees
==================== TARGET =======================
  Layer # 1 - ACTAR Gas
  Layer # 1 - Bottom Depth=100000.E+04 A
  Layer # 1 - Density =0000.0001 g/cm3
  Layer # 1 -  73 % of  H
  Layer # 1 -  19 % of  H
  Layer # 1 -  8 % of  C
==============================================================================
                                            
Ion       Depth  X   Lateral Y   Lateral Z  
Number    (Angstrom) (Angstrom)  (Angstrom) 
-------  ----------- ----------- -----------
0000001   6.5306E+08 -1.7268E+07 -8.7372E+06
0000002   6.5392E+08  2.8783E+06 -1.7214E+07
0000003   6.6082E+08 -6.9065E+06  3.7486E+06
0000004   6.5436E+08 -2.0511E+07  2.2708E+07
0000005   6.7209E+08 -7.1756E+06 -1.6725E+07
0000006   6.6050E+08 -3.8279E+06 -5.1647E+06
0000007   6.6717E+08  4.6327E+06 -1.5707E+07
0000008   6.6036E+08  8.0179E+06 -6.9475E+04
0000009   6.6227E+08 -7.8543E+06 -1.7772E+07
0000010   6.5905E+08 -4.6114E+06  8.5334E+06
0000011   6.6801E+08  3.5942E+06 -2.4526E+06
0000012   6.4991E+08  1.1527E+07 -4.8728E+06
0000013   6.5159E+08 -5.5176E+06  1.0658E+06
0000014   6.4597E+08  6.8340E+06  1.0645E+07
0000015   6.4956E+08  1.0878E+07 -6.6978E+06
0000016   6.6293E+08 -4.0282E+05  1.6568E+06
0000017   6.5178E+08 -3.0731E+06 -5.5387E+06
0000018   6.6244E+08 -1.5157E+07  2.6192E+05
0000019   6.6527E+08 -1.0335E+04  2.7925E+05
0000020   6.5576E+08  4.2182E+06 -7.2179E+05
0000021   6.6054E+08 -7.5912E+05 -2.9540E+06
0000022   6.6419E+08 -8.5650E+06 -2.9249E+05
0000023   6.4115E+08 -6.2094E+06  3.6251E+06
0000024   6.5324E+08  7.2558E+06 -6.4591E+06
0000025   6.5374E+08  1.1365E+07 -1.8928E+07
0000026   6.5438E+08 -4.6382E+06 -2.5834E+06
0000027   6.5741E+08 -9.2295E+06 -9.7472E+06
0000028   6.6087E+08 -9.1614E+06 -1.5222E+07
0000029   6.6036E+08  4.2916E+06 -1.7238E+05
0000030   6.5875E+08 -5.3109E+06 -1.1266E+07
0000031   6.6132E+08  5.6453E+06  1.2928E+06
0000032   6.6593E+08 -8.1321E+06 -6.4128E+06
0000033   6.5301E+08 -1.0768E+07  1.3348E+07
0000034   6.7476E+08  2.6473E+06  3.7283E+06
0000035   6.6969E+08 -1.4382E+07  9.3181E+06
0000036   6.4717E+08 -6.8500E+06 -6.0466E+04
0000037   6.4350E+08 -7.3641E+05 -7.7506E+05
0000038   6.7048E+08  8.3421E+06 -4.0478E+06
0000039   6.6393E+08 -2.1076E+07 -2.0942E+07
0000040   6.5882E+08 -5.9389E+05 -6.9987E+05
0000041   6.5625E+08 -1.1997E+06  5.5485E+06
0000042   6.6384E+08  5.3455E+06 -7.5020E+06
0000043   6.5769E+08  1.0300E+06  3.8552E+06
0000044   6.6911E+08  6.9649E+06  5.7858E+06
0000045   6.6062E+08  1.5944E+07  2.0571E+07
0000046   6.5735E+08 -7.2308E+06 -6.1544E+07
0000047   6.4424E+08 -4.6052E+06 -5.9862E+05
0000048   6.6109E+08  2.2821E+07  1.0445E+06
0000049   6.5511E+08  4.6119E+06 -1.2083E+06
0000050   6.4644E+08  6.3224E+06  5.9880E+06
0000051   6.5238E+08  1.2867E+06 -5.5597E+06
0000052   6.7288E+08 -4.8839E+06 -5.9614E+05
0000053   6.6855E+08 -1.5984E+07 -6.4555E+05
0000054   6.5678E+08  3.4802E+06 -2.5176E+06
0000055   6.5092E+08  9.2319E+06  8.3560E+06
0000056   6.5562E+08  2.2598E+06  1.2823E+07
0000057   6.5268E+08 -9.9499E+06  3.0449E+07
0000058   6.6116E+08 -1.3299E+05 -2.4373E+06
0000059   6.5483E+08 -2.5538E+06  5.0296E+05
0000060   6.4882E+08 -8.9653E+05  7.5235E+06
0000061   6.7030E+08 -9.6717E+06 -6.1606E+06
0000062   6.5307E+08  2.1940E+06  3.5662E+06
0000063   6.5337E+08  5.0945E+06  8.8564E+06
0000064   6.6253E+08 -6.6618E+06  5.6966E+06
0000065   6.5468E+08 -1.0012E+07  1.2187E+07
0000066   6.6565E+08  2.3034E+06 -2.5966E+06
0000067   6.6840E+08 -4.5674E+05 -1.3343E+07
0000068   6.6165E+08 -6.9420E+06 -3.7787E+06
0000069   6.4724E+08  2.7918E+06 -4.3762E+06
0000070   6.5160E+08 -6.3732E+06  7.5860E+06
0000071   6.4915E+08 -1.2761E+06  8.3054E+06
0000072   6.7374E+08  4.8088E+06 -3.5445E+06
0000073   6.4400E+08 -2.5010E+05 -2.5401E+06
0000074   6.5160E+08  7.0545E+06 -1.0736E+07
0000075   6.6838E+08 -1.1594E+07 -6.9383E+06
0000076   6.6355E+08  5.6131E+06  2.7920E+06
0000077   6.6357E+08  1.0219E+06 -5.9123E+06
0000078   6.5405E+08  4.0294E+05  2.1055E+06
0000079   6.6406E+08  6.8224E+06 -4.7390E+06
0000080   6.5110E+08  3.0328E+06  1.4371E+06
0000081   6.6773E+08  1.3472E+07 -2.1645E+07
0000082   6.6366E+08  1.9971E+06  7.8809E+06
0000083   6.7055E+08  1.2152E+07  4.4740E+06
0000084   6.6050E+08  5.3016E+06  6.0517E+06
0000085   6.5698E+08 -8.3533E+06  8.2169E+06
0000086   6.4721E+08  3.0107E+07 -7.4405E+06
0000087   6.6289E+08 -1.2720E+07  2.3086E+06
0000088   6.6319E+08 -1.0185E+07 -1.5518E+07
0000089   6.5343E+08 -4.2223E+07 -5.4582E+07
0000090   6.6132E+08 -4.3222E+06 -2.0931E+06
0000091   6.5459E+08  1.0641E+07 -1.7903E+06
0000092   6.5712E+08 -2.5120E+06  2.6041E+06
0000093   6.6091E+08 -3.5970E+05 -7.9129E+06
0000094   6.6068E+08 -2.5357E+06  3.8369E+06
0000095   6.6883E+08 -6.5852E+06  3.4540E+06
0000096   6.0188E+08  8.2895E+07 -4.8136E+07
0000097   6.7132E+08 -3.2216E+06 -4.0968E+06
0000098   6.5572E+08  5.3627E+06  3.6221E+06
0000099   6.6498E+08 -1.5552E+06  2.1609E+07
0000100   6.4278E+08  1.1509E+07 -1.6984E+07
0000101   6.5940E+08  4.8200E+06  4.3335E+06
0000102   6.7638E+08 -1.9243E+07 -8.4246E+06
0000103   6.5524E+08  5.8141E+06  4.3611E+06
0000104   6.5697E+08  1.1961E+06 -6.1263E+05
0000105   6.6709E+08 -2.5624E+05 -6.5094E+06
