============================== SRIM-2013.00 ==============================
==============================================================================
====== SRIM Outputs\RANGE_3D.txt : File of Final Ion Positions =====

Ion = He (02)   Ion Mass= 004.0030
Energy  = 1000000.E-03 keV
Ion Angle to Surface = 00.0 degrees
==================== TARGET =======================
  Layer # 1 - ACTAR Gas
  Layer # 1 - Bottom Depth=100000.E+04 A
  Layer # 1 - Density =0000.0001 g/cm3
  Layer # 1 -  73 % of  H
  Layer # 1 -  19 % of  H
  Layer # 1 -  8 % of  C
==============================================================================
                                            
Ion       Depth  X   Lateral Y   Lateral Z  
Number    (Angstrom) (Angstrom)  (Angstrom) 
-------  ----------- ----------- -----------
0000001   1.8178E+08 -1.8947E+06 -6.1166E+06
0000002   1.8306E+08  2.6377E+06 -3.9201E+06
0000003   1.8290E+08 -4.0244E+06 -3.9094E+05
0000004   1.8035E+08  3.7506E+06 -3.2131E+06
0000005   1.8772E+08  1.8626E+05 -2.9705E+06
0000006   1.8185E+08  7.0098E+06 -7.1632E+05
0000007   1.8097E+08 -8.6499E+06 -1.6836E+06
0000008   1.8371E+08  5.9159E+06 -1.9701E+06
0000009   1.7880E+08 -2.9247E+06  7.3531E+06
0000010   1.8629E+08  6.0873E+06 -3.5603E+06
0000011   1.7762E+08 -3.0197E+06 -6.0673E+06
0000012   1.8190E+08 -8.4244E+05 -7.3679E+06
0000013   1.8134E+08 -9.8617E+05  7.0063E+06
0000014   1.8225E+08 -4.9945E+05 -1.2021E+06
0000015   1.8431E+08  1.9533E+06  6.1544E+06
0000016   1.8473E+08 -1.6033E+06  2.2253E+06
0000017   1.8407E+08  1.7651E+06 -5.8552E+05
0000018   1.7855E+08  5.0645E+06 -5.1991E+06
0000019   1.8047E+08  1.8198E+06  1.0115E+07
0000020   1.7962E+08 -6.4453E+06  2.3673E+06
0000021   1.7647E+08 -8.0286E+06  6.3413E+06
0000022   1.8383E+08  2.2780E+06  7.3375E+06
0000023   1.7792E+08  7.6052E+06 -1.3735E+07
0000024   1.8369E+08  7.3899E+06 -4.4994E+06
0000025   1.8414E+08 -1.3625E+06 -1.1243E+07
0000026   1.7815E+08 -5.5687E+06 -3.0340E+06
0000027   1.8113E+08  1.2459E+07  1.1390E+06
0000028   1.8353E+08  7.2036E+05 -6.6839E+06
0000029   1.8437E+08  4.3663E+06 -5.7388E+06
0000030   1.8313E+08  8.8428E+06  3.9973E+06
0000031   1.8482E+08  4.9157E+06  1.3410E+07
0000032   1.8153E+08 -5.2763E+06 -5.3031E+06
0000033   1.8525E+08  9.2160E+06 -1.5005E+06
0000034   1.8430E+08 -3.4267E+06  1.5541E+06
0000035   1.8141E+08  4.2379E+05  4.5773E+06
0000036   1.8664E+08  2.6231E+06 -6.4674E+06
0000037   1.8177E+08 -1.3077E+07  5.7649E+06
0000038   1.8728E+08  2.2912E+06 -7.0705E+06
0000039   1.8585E+08 -1.5879E+06 -8.9243E+06
0000040   1.8830E+08  2.8543E+06  4.6324E+06
0000041   1.7371E+08  1.5177E+07 -6.6152E+06
0000042   1.8242E+08  9.7259E+06  4.1223E+06
0000043   1.8135E+08  3.7297E+06 -3.3428E+06
0000044   1.8172E+08 -8.2926E+05 -4.7356E+06
0000045   1.8617E+08 -4.0613E+06 -2.7024E+06
0000046   1.8479E+08 -4.0912E+06  9.7596E+06
0000047   1.8105E+08  8.2144E+05  2.5010E+06
0000048   1.7764E+08 -6.2455E+06  3.9818E+06
0000049   1.8294E+08 -4.9121E+06 -2.5735E+06
0000050   1.8083E+08 -1.1021E+07 -1.7962E+06
0000051   1.8218E+08  5.3831E+05 -1.4167E+06
0000052   1.8008E+08 -2.2227E+06 -3.5267E+06
0000053   1.8813E+08 -8.3286E+05  9.8559E+05
0000054   1.8698E+08 -4.7080E+06 -1.1619E+06
0000055   1.8429E+08 -4.0718E+06 -1.5992E+06
0000056   1.7454E+08  7.8130E+06  2.3598E+06
0000057   1.8378E+08 -5.6601E+06 -7.4142E+06
0000058   1.8638E+08  3.3225E+06  5.3509E+06
0000059   1.8350E+08  1.8401E+06  1.0189E+06
0000060   1.8927E+08  3.4685E+06 -5.1318E+06
0000061   1.8069E+08  1.1347E+05  3.8488E+06
0000062   1.8484E+08  9.2556E+06 -7.5708E+06
0000063   1.7911E+08 -1.5060E+06 -5.4923E+06
0000064   1.8358E+08  2.2865E+06  2.5716E+06
0000065   1.8453E+08  6.1533E+06  3.3576E+06
0000066   1.8565E+08 -4.4625E+06 -2.8941E+06
0000067   1.8113E+08  9.2232E+06 -3.6744E+05
0000068   1.8470E+08 -3.8624E+06 -9.3662E+06
0000069   1.8335E+08  5.6051E+06  1.2168E+06
0000070   1.8429E+08 -2.5849E+06 -9.1109E+05
0000071   1.7948E+08  7.3584E+06 -1.7951E+05
0000072   1.7918E+08  8.9635E+06 -5.3458E+06
0000073   1.8011E+08  2.3188E+06 -2.0013E+06
0000074   1.8913E+08  3.2763E+06  5.8277E+06
0000075   1.8496E+08  6.2229E+06  7.2510E+05
0000076   1.8083E+08  5.4803E+06 -1.3369E+06
0000077   1.8470E+08  5.9633E+06  2.1892E+06
0000078   1.8232E+08 -3.6293E+06 -1.3530E+06
0000079   1.7666E+08 -7.7510E+06 -9.7873E+05
0000080   1.8238E+08  4.4936E+05 -1.2583E+06
0000081   1.8011E+08  8.2575E+06  3.7028E+06
0000082   1.8712E+08  8.7820E+06 -8.6436E+04
0000083   1.8303E+08  2.2324E+06  4.8440E+06
0000084   1.8296E+08 -2.8736E+06 -4.5970E+06
0000085   1.8229E+08  3.7658E+06  3.7989E+06
0000086   1.8129E+08  1.5489E+05  6.2220E+06
0000087   1.8570E+08  1.0805E+06  2.5035E+06
0000088   1.7519E+08 -6.7606E+05  3.3575E+06
0000089   1.7365E+08 -2.2505E+07  6.7267E+06
0000090   1.8514E+08 -1.5475E+06  3.8685E+06
0000091   1.8183E+08  1.5757E+07  1.4645E+07
0000092   1.8444E+08  8.6335E+06  1.6776E+06
0000093   1.7747E+08  1.3811E+07  5.7346E+06
0000094   1.8916E+08 -1.8476E+06  4.7479E+05
0000095   1.8663E+08  1.4445E+06  1.7089E+06
0000096   1.8652E+08 -2.7438E+06 -2.7696E+06
0000097   1.8549E+08  3.9422E+06  6.0543E+06
0000098   1.8535E+08 -1.3983E+06  2.8404E+05
0000099   1.8225E+08  3.1421E+06  4.5116E+06
0000100   1.8422E+08 -2.8481E+06 -2.6369E+06
0000101   1.8840E+08 -5.7395E+06 -3.8121E+06
0000102   1.7973E+08 -2.3315E+05 -4.8594E+06
0000103   1.8994E+08  5.1232E+06 -7.5077E+06
0000104   1.8412E+08 -1.0771E+06  1.1227E+06
0000105   1.7849E+08 -4.4465E+06 -7.3289E+06
0000106   1.8019E+08  4.1797E+06 -8.4150E+05
