 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> August 19, 2025 
 ==================================================================

 Disk File Name = SRIM Outputs\4He_H2-iC4H10_95-5_760mbar.txt

 Ion = Helium [2] , Mass = 4.003 amu

 Target Density =  1.5030E-04 g/cm3 = 4.8816E+19 atoms/cm3
 Target is a GAS 
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      H      1    019.23    010.45   
      C      6    007.69    049.82   
      H      1    073.08    039.73   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / mm       
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  35.00 keV   2.298E-02  1.288E-03    1.91 mm   215.65 um   254.13 um  
  37.50 keV   2.384E-02  1.224E-03    2.01 mm   220.07 um   261.73 um  
  40.00 keV   2.466E-02  1.167E-03    2.11 mm   224.12 um   268.80 um  
  45.00 keV   2.624E-02  1.068E-03    2.29 mm   231.99 um   281.62 um  
  50.00 keV   2.773E-02  9.859E-04    2.47 mm   238.76 um   292.97 um  
  55.00 keV   2.914E-02  9.168E-04    2.63 mm   244.67 um   303.12 um  
  60.00 keV   3.050E-02  8.576E-04    2.79 mm   249.89 um   312.27 um  
  65.00 keV   3.180E-02  8.063E-04    2.95 mm   254.54 um   320.59 um  
  70.00 keV   3.307E-02  7.612E-04    3.10 mm   258.71 um   328.19 um  
  80.00 keV   3.550E-02  6.859E-04    3.38 mm   267.39 um   341.62 um  
  90.00 keV   3.782E-02  6.252E-04    3.64 mm   274.65 um   353.16 um  
 100.00 keV   4.003E-02  5.752E-04    3.89 mm   280.85 um   363.22 um  
 110.00 keV   4.215E-02  5.332E-04    4.13 mm   286.23 um   372.10 um  
 120.00 keV   4.418E-02  4.974E-04    4.36 mm   290.95 um   380.02 um  
 130.00 keV   4.613E-02  4.665E-04    4.58 mm   295.15 um   387.14 um  
 140.00 keV   4.799E-02  4.395E-04    4.79 mm   298.91 um   393.59 um  
 150.00 keV   4.977E-02  4.156E-04    4.99 mm   302.31 um   399.47 um  
 160.00 keV   5.149E-02  3.945E-04    5.18 mm   305.40 um   404.87 um  
 170.00 keV   5.313E-02  3.755E-04    5.37 mm   308.24 um   409.86 um  
 180.00 keV   5.470E-02  3.584E-04    5.56 mm   310.86 um   414.47 um  
 200.00 keV   5.764E-02  3.288E-04    5.91 mm   317.50 um   422.79 um  
 225.00 keV   6.098E-02  2.985E-04    6.33 mm   325.74 um   431.81 um  
 250.00 keV   6.394E-02  2.737E-04    6.72 mm   332.89 um   439.66 um  
 275.00 keV   6.657E-02  2.529E-04    7.10 mm   339.23 um   446.59 um  
 300.00 keV   6.887E-02  2.353E-04    7.47 mm   344.94 um   452.80 um  
 325.00 keV   7.087E-02  2.201E-04    7.83 mm   350.17 um   458.44 um  
 350.00 keV   7.258E-02  2.069E-04    8.17 mm   355.01 um   463.61 um  
 375.00 keV   7.402E-02  1.953E-04    8.51 mm   359.54 um   468.39 um  
 400.00 keV   7.521E-02  1.850E-04    8.85 mm   363.82 um   472.85 um  
 450.00 keV   7.691E-02  1.676E-04    9.50 mm   377.51 um   481.00 um  
 500.00 keV   7.783E-02  1.533E-04   10.14 mm   390.18 um   488.38 um  
 550.00 keV   7.811E-02  1.414E-04   10.78 mm   402.19 um   495.20 um  
 600.00 keV   7.787E-02  1.314E-04   11.42 mm   413.76 um   501.60 um  
 650.00 keV   7.722E-02  1.227E-04   12.07 mm   425.08 um   507.69 um  
 700.00 keV   7.626E-02  1.152E-04   12.72 mm   436.28 um   513.57 um  
 800.00 keV   7.375E-02  1.028E-04   14.05 mm   477.60 um   524.89 um  
 900.00 keV   7.081E-02  9.291E-05   15.43 mm   518.29 um   535.92 um  
   1.00 MeV   6.774E-02  8.487E-05   16.87 mm   559.12 um   546.89 um  
   1.10 MeV   6.472E-02  7.818E-05   18.38 mm   600.55 um   557.99 um  
   1.20 MeV   6.182E-02  7.252E-05   19.96 mm   642.82 um   569.32 um  
   1.30 MeV   5.911E-02  6.767E-05   21.61 mm   686.07 um   580.98 um  
   1.40 MeV   5.658E-02  6.346E-05   23.34 mm   730.36 um   593.04 um  
   1.50 MeV   5.424E-02  5.978E-05   25.14 mm   775.73 um   605.57 um  
   1.60 MeV   5.208E-02  5.652E-05   27.02 mm   822.16 um   618.60 um  
   1.70 MeV   5.009E-02  5.361E-05   28.97 mm   869.64 um   632.18 um  
   1.80 MeV   4.825E-02  5.101E-05   31.01 mm   918.15 um   646.34 um  
   2.00 MeV   4.496E-02  4.653E-05   35.30 mm     1.10 mm   676.52 um  
   2.25 MeV   4.146E-02  4.198E-05   41.08 mm     1.38 mm   717.92 um  
   2.50 MeV   3.852E-02  3.828E-05   47.33 mm     1.64 mm   763.61 um  
   2.75 MeV   3.600E-02  3.521E-05   54.04 mm     1.90 mm   813.70 um  
   3.00 MeV   3.382E-02  3.262E-05   61.20 mm     2.16 mm   868.23 um  
   3.25 MeV   3.191E-02  3.040E-05   68.80 mm     2.42 mm   927.21 um  
   3.50 MeV   3.022E-02  2.848E-05   76.85 mm     2.68 mm   990.60 um  
   3.75 MeV   2.872E-02  2.679E-05   85.33 mm     2.94 mm     1.06 mm  
   4.00 MeV   2.736E-02  2.531E-05   94.24 mm     3.21 mm     1.13 mm  
   4.50 MeV   2.504E-02  2.281E-05  113.33 mm     4.20 mm     1.29 mm  
   5.00 MeV   2.309E-02  2.077E-05  134.11 mm     5.14 mm     1.46 mm  
   5.50 MeV   2.145E-02  1.909E-05  156.56 mm     6.05 mm     1.65 mm  
   6.00 MeV   2.003E-02  1.767E-05  180.67 mm     6.96 mm     1.85 mm  
   6.50 MeV   1.880E-02  1.645E-05  206.41 mm     7.87 mm     2.07 mm  
   7.00 MeV   1.772E-02  1.540E-05  233.78 mm     8.78 mm     2.31 mm  
   8.00 MeV   1.591E-02  1.367E-05  293.31 mm    12.19 mm     2.82 mm  
   9.00 MeV   1.458E-02  1.231E-05  358.93 mm    15.35 mm     3.38 mm  
  10.00 MeV   1.334E-02  1.120E-05  430.61 mm    18.43 mm     3.99 mm  
  11.00 MeV   1.236E-02  1.029E-05  508.44 mm    21.50 mm     4.66 mm  
  12.00 MeV   1.153E-02  9.513E-06  592.15 mm    24.57 mm     5.37 mm  
  13.00 MeV   1.081E-02  8.854E-06  681.66 mm    27.68 mm     6.14 mm  
  14.00 MeV   1.018E-02  8.283E-06  776.90 mm    30.82 mm     6.95 mm  
  15.00 MeV   9.630E-03  7.785E-06  877.82 mm    34.01 mm     7.80 mm  
  16.00 MeV   9.139E-03  7.346E-06  984.35 mm    37.24 mm     8.71 mm  
  17.00 MeV   8.698E-03  6.956E-06    1.10 m     40.52 mm     9.65 mm  
  18.00 MeV   8.302E-03  6.607E-06    1.21 m     43.86 mm    10.65 mm  
  20.00 MeV   7.616E-03  6.008E-06    1.47 m     56.56 mm    12.76 mm  
  22.50 MeV   6.913E-03  5.402E-06    1.81 m     74.77 mm    15.65 mm  
  25.00 MeV   6.338E-03  4.911E-06    2.19 m     92.01 mm    18.81 mm  
  27.50 MeV   5.857E-03  4.505E-06    2.60 m    108.91 mm    22.23 mm  
  30.00 MeV   5.450E-03  4.164E-06    3.04 m    125.75 mm    25.90 mm  
  32.50 MeV   5.099E-03  3.872E-06    3.51 m    142.67 mm    29.82 mm  
  35.00 MeV   4.794E-03  3.620E-06    4.02 m    159.74 mm    34.00 mm  
  37.50 MeV   4.527E-03  3.401E-06    4.56 m    177.03 mm    38.41 mm  
  40.00 MeV   4.290E-03  3.207E-06    5.12 m    194.55 mm    43.07 mm  
  45.00 MeV   3.888E-03  2.881E-06    6.35 m    260.81 mm    53.11 mm  
  50.00 MeV   3.560E-03  2.618E-06    7.69 m    323.09 mm    64.09 mm  
  55.00 MeV   3.288E-03  2.400E-06    9.15 m    383.95 mm    75.99 mm  
  60.00 MeV   3.057E-03  2.217E-06   10.73 m    444.47 mm    88.79 mm  
  65.00 MeV   2.859E-03  2.061E-06   12.42 m    505.22 mm   102.48 mm  
  70.00 MeV   2.687E-03  1.926E-06   14.22 m    566.48 mm   117.04 mm  
  80.00 MeV   2.403E-03  1.705E-06   18.15 m    795.15 mm   148.74 mm  
  90.00 MeV   2.178E-03  1.531E-06   22.52 m      1.01 m    183.78 mm  
 100.00 MeV   1.995E-03  1.390E-06   27.32 m      1.22 m    222.10 mm  
 110.00 MeV   1.843E-03  1.274E-06   32.53 m      1.42 m    263.60 mm  
 120.00 MeV   1.715E-03  1.176E-06   38.15 m      1.63 m    308.22 mm  
 130.00 MeV   1.605E-03  1.093E-06   44.18 m      1.84 m    355.89 mm  
 140.00 MeV   1.509E-03  1.021E-06   50.60 m      2.06 m    406.55 mm  
 150.00 MeV   1.426E-03  9.584E-07   57.42 m      2.27 m    460.13 mm  
 160.00 MeV   1.352E-03  9.032E-07   64.61 m      2.49 m    516.60 mm  
 170.00 MeV   1.287E-03  8.543E-07   72.19 m      2.71 m    575.88 mm  
 180.00 MeV   1.228E-03  8.105E-07   80.14 m      2.94 m    637.94 mm  
 200.00 MeV   1.127E-03  7.356E-07   97.13 m      3.80 m    770.25 mm  
 225.00 MeV   1.025E-03  6.600E-07  120.38 m      5.03 m    950.45 mm  
 250.00 MeV   9.423E-04  5.989E-07  145.80 m      6.19 m      1.15 m   
 275.00 MeV   8.737E-04  5.485E-07  173.35 m      7.32 m      1.36 m   
 300.00 MeV   8.159E-04  5.062E-07  202.95 m      8.44 m      1.58 m   
 325.00 MeV   7.665E-04  4.702E-07  234.55 m      9.56 m      1.82 m   
 350.00 MeV   7.238E-04  4.391E-07  268.10 m     10.68 m      2.08 m   
 375.00 MeV   6.866E-04  4.119E-07  303.55 m     11.81 m      2.34 m   
 400.00 MeV   6.537E-04  3.881E-07  340.86 m     12.94 m      2.62 m   
 450.00 MeV   5.985E-04  3.480E-07  420.78 m     17.20 m      3.22 m   
 500.00 MeV   5.539E-04  3.157E-07  507.60 m     21.15 m      3.86 m   
 550.00 MeV   5.170E-04  2.890E-07  601.01 m     24.96 m      4.55 m   
 600.00 MeV   4.861E-04  2.666E-07  700.72 m     28.68 m      5.27 m   
 650.00 MeV   4.597E-04  2.476E-07  806.46 m     32.37 m      6.04 m   
 700.00 MeV   4.370E-04  2.311E-07  917.97 m     36.03 m      6.84 m   
 800.00 MeV   3.999E-04  2.042E-07    1.16 km    49.46 m      8.54 m   
 900.00 MeV   3.708E-04  1.830E-07    1.42 km    61.65 m     10.36 m   
   1.00 GeV   3.475E-04  1.659E-07    1.70 km    73.20 m     12.29 m   
   1.10 GeV   3.283E-04  1.519E-07    1.99 km    84.37 m     14.31 m   
   1.20 GeV   3.123E-04  1.401E-07    2.30 km    95.28 m     16.42 m   
   1.30 GeV   2.988E-04  1.300E-07    2.63 km   105.97 m     18.60 m   
   1.40 GeV   2.872E-04  1.213E-07    2.97 km   116.50 m     20.84 m   
   1.50 GeV   2.772E-04  1.138E-07    3.33 km   126.88 m     23.15 m   
   1.60 GeV   2.684E-04  1.071E-07    3.69 km   137.11 m     25.50 m   
   1.70 GeV   2.607E-04  1.013E-07    4.07 km   147.22 m     27.91 m   
   1.80 GeV   2.539E-04  9.601E-08    4.46 km   157.20 m     30.35 m   
   2.00 GeV   2.425E-04  8.702E-08    5.27 km   194.28 m     35.34 m   
   2.25 GeV   2.311E-04  7.796E-08    6.32 km   245.17 m     41.72 m   
   2.50 GeV   2.223E-04  7.066E-08    7.42 km   290.70 m     48.22 m   
   2.75 GeV   2.152E-04  6.464E-08    8.57 km   332.74 m     54.80 m   
   3.00 GeV   2.094E-04  5.959E-08    9.74 km   372.21 m     61.41 m   
   3.25 GeV   2.046E-04  5.530E-08   10.95 km   409.64 m     68.05 m   
   3.50 GeV   2.007E-04  5.159E-08   12.19 km   445.35 m     74.67 m   
   3.75 GeV   1.974E-04  4.837E-08   13.44 km   479.59 m     81.28 m   
   4.00 GeV   1.946E-04  4.554E-08   14.72 km   512.51 m     87.86 m   
   4.50 GeV   1.901E-04  4.078E-08   17.32 km   630.92 m    100.87 m   
   5.00 GeV   1.869E-04  3.695E-08   19.97 km   734.16 m    113.66 m   
   5.50 GeV   1.845E-04  3.379E-08   22.66 km   827.19 m    126.19 m   
   6.00 GeV   1.827E-04  3.115E-08   25.38 km   912.60 m    138.44 m   
   6.50 GeV   1.814E-04  2.889E-08   28.13 km   991.96 m    150.41 m   
   7.00 GeV   1.804E-04  2.695E-08   30.89 km     1.07 km   162.09 m   
   8.00 GeV   1.792E-04  2.378E-08   36.45 km     1.33 km   184.62 m   
   9.00 GeV   1.787E-04  2.129E-08   42.04 km     1.54 km   206.07 m   
  10.00 GeV   1.787E-04  1.928E-08   47.63 km     1.73 km   226.53 m   
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  1.0000E-01                 eV / Angstrom 
  1.0000E+00                keV / micron   
  1.0000E+00                MeV / mm       
  6.6536E+01                keV / (ug/cm2) 
  6.6536E+01                MeV / (mg/cm2) 
  6.6536E+04                keV / (mg/cm2) 
  2.0485E+02                 eV / (1E15 atoms/cm2)
  2.1518E+01                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
