 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> August 17, 2025 
 ==================================================================

 Disk File Name = SRIM Outputs\17F_H2-iC4H10_95-5_650mbar.txt

 Ion = Fluorine [9] , Mass = 17 amu

 Target Density =  1.2900E-04 g/cm3 = 4.1898E+19 atoms/cm3
 Target is a GAS 
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      H      1    019.23    010.45   
      C      6    007.69    049.82   
      H      1    073.08    039.73   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / mm       
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  37.50 keV   3.607E-02  2.976E-02  594.56 um    89.66 um    75.69 um  
  40.00 keV   3.805E-02  2.896E-02  630.66 um    93.47 um    79.59 um  
  45.00 keV   4.029E-02  2.750E-02  701.96 um   100.88 um    87.14 um  
  50.00 keV   4.126E-02  2.620E-02  773.20 um   107.91 um    94.41 um  
  55.00 keV   4.164E-02  2.504E-02  845.17 um   114.74 um   101.49 um  
  60.00 keV   4.180E-02  2.400E-02  918.19 um   121.43 um   108.45 um  
  65.00 keV   4.193E-02  2.305E-02  992.26 um   128.01 um   115.32 um  
  70.00 keV   4.212E-02  2.219E-02    1.07 mm   134.49 um   122.12 um  
  80.00 keV   4.285E-02  2.067E-02    1.22 mm   147.81 um   135.53 um  
  90.00 keV   4.405E-02  1.938E-02    1.37 mm   160.47 um   148.69 um  
 100.00 keV   4.566E-02  1.826E-02    1.53 mm   172.38 um   161.54 um  
 110.00 keV   4.759E-02  1.728E-02    1.68 mm   183.50 um   174.03 um  
 120.00 keV   4.975E-02  1.642E-02    1.83 mm   193.85 um   186.10 um  
 130.00 keV   5.205E-02  1.565E-02    1.97 mm   203.43 um   197.71 um  
 140.00 keV   5.444E-02  1.496E-02    2.12 mm   212.31 um   208.84 um  
 150.00 keV   5.686E-02  1.434E-02    2.25 mm   220.53 um   219.50 um  
 160.00 keV   5.929E-02  1.378E-02    2.39 mm   228.16 um   229.68 um  
 170.00 keV   6.170E-02  1.326E-02    2.52 mm   235.25 um   239.41 um  
 180.00 keV   6.406E-02  1.278E-02    2.65 mm   241.85 um   248.70 um  
 200.00 keV   6.862E-02  1.194E-02    2.90 mm   254.98 um   266.07 um  
 225.00 keV   7.392E-02  1.106E-02    3.20 mm   269.80 um   285.75 um  
 250.00 keV   7.876E-02  1.031E-02    3.48 mm   282.61 um   303.51 um  
 275.00 keV   8.317E-02  9.662E-03    3.75 mm   293.86 um   319.66 um  
 300.00 keV   8.719E-02  9.104E-03    4.02 mm   303.88 um   334.45 um  
 325.00 keV   9.087E-02  8.614E-03    4.27 mm   312.91 um   348.10 um  
 350.00 keV   9.425E-02  8.180E-03    4.51 mm   321.12 um   360.75 um  
 375.00 keV   9.737E-02  7.792E-03    4.75 mm   328.66 um   372.55 um  
 400.00 keV   1.003E-01  7.444E-03    4.99 mm   335.63 um   383.61 um  
 450.00 keV   1.055E-01  6.843E-03    5.44 mm   351.00 um   403.85 um  
 500.00 keV   1.103E-01  6.341E-03    5.87 mm   364.47 um   422.02 um  
 550.00 keV   1.146E-01  5.915E-03    6.29 mm   376.46 um   438.50 um  
 600.00 keV   1.188E-01  5.548E-03    6.69 mm   387.26 um   453.58 um  
 650.00 keV   1.227E-01  5.228E-03    7.09 mm   397.06 um   467.48 um  
 700.00 keV   1.266E-01  4.947E-03    7.47 mm   406.02 um   480.34 um  
 800.00 keV   1.344E-01  4.474E-03    8.21 mm   428.14 um   503.45 um  
 900.00 keV   1.423E-01  4.092E-03    8.90 mm   446.89 um   523.67 um  
   1.00 MeV   1.505E-01  3.775E-03    9.57 mm   462.98 um   541.51 um  
   1.10 MeV   1.590E-01  3.507E-03   10.20 mm   476.92 um   557.35 um  
   1.20 MeV   1.678E-01  3.279E-03   10.79 mm   489.05 um   571.49 um  
   1.30 MeV   1.769E-01  3.080E-03   11.36 mm   499.69 um   584.16 um  
   1.40 MeV   1.863E-01  2.907E-03   11.90 mm   509.07 um   595.56 um  
   1.50 MeV   1.959E-01  2.753E-03   12.42 mm   517.39 um   605.87 um  
   1.60 MeV   2.056E-01  2.617E-03   12.91 mm   524.79 um   615.21 um  
   1.70 MeV   2.153E-01  2.494E-03   13.38 mm   531.42 um   623.71 um  
   1.80 MeV   2.251E-01  2.383E-03   13.82 mm   537.40 um   631.47 um  
   2.00 MeV   2.444E-01  2.191E-03   14.67 mm   554.12 um   645.12 um  
   2.25 MeV   2.677E-01  1.994E-03   15.63 mm   574.39 um   659.39 um  
   2.50 MeV   2.894E-01  1.831E-03   16.52 mm   590.91 um   671.31 um  
   2.75 MeV   3.093E-01  1.695E-03   17.35 mm   604.81 um   681.46 um  
   3.00 MeV   3.271E-01  1.580E-03   18.13 mm   616.79 um   690.25 um  
   3.25 MeV   3.428E-01  1.480E-03   18.87 mm   627.36 um   697.99 um  
   3.50 MeV   3.565E-01  1.393E-03   19.59 mm   636.87 um   704.89 um  
   3.75 MeV   3.683E-01  1.316E-03   20.27 mm   645.55 um   711.13 um  
   4.00 MeV   3.783E-01  1.248E-03   20.94 mm   653.58 um   716.81 um  
   4.50 MeV   3.940E-01  1.132E-03   22.23 mm   680.56 um   726.91 um  
   5.00 MeV   4.048E-01  1.037E-03   23.48 mm   704.75 um   735.73 um  
   5.50 MeV   4.118E-01  9.583E-04   24.70 mm   727.07 um   743.61 um  
   6.00 MeV   4.160E-01  8.912E-04   25.90 mm   748.08 um   750.80 um  
   6.50 MeV   4.180E-01  8.334E-04   27.10 mm   768.16 um   757.45 um  
   7.00 MeV   4.184E-01  7.832E-04   28.29 mm   787.57 um   763.68 um  
   8.00 MeV   4.157E-01  6.999E-04   30.68 mm   859.08 um   775.19 um  
   9.00 MeV   4.100E-01  6.336E-04   33.10 mm   926.29 um   785.80 um  
  10.00 MeV   4.025E-01  5.795E-04   35.56 mm   990.84 um   795.82 um  
  11.00 MeV   3.941E-01  5.344E-04   38.07 mm     1.05 mm   805.44 um  
  12.00 MeV   3.852E-01  4.962E-04   40.63 mm     1.12 mm   814.80 um  
  13.00 MeV   3.760E-01  4.634E-04   43.25 mm     1.18 mm   824.00 um  
  14.00 MeV   3.668E-01  4.349E-04   45.94 mm     1.24 mm   833.11 um  
  15.00 MeV   3.577E-01  4.100E-04   48.70 mm     1.30 mm   842.20 um  
  16.00 MeV   3.487E-01  3.879E-04   51.53 mm     1.36 mm   851.32 um  
  17.00 MeV   3.400E-01  3.682E-04   54.43 mm     1.42 mm   860.50 um  
  18.00 MeV   3.315E-01  3.505E-04   57.41 mm     1.48 mm   869.78 um  
  20.00 MeV   3.155E-01  3.200E-04   63.59 mm     1.72 mm   888.76 um  
  22.50 MeV   2.971E-01  2.890E-04   71.75 mm     2.08 mm   913.47 um  
  25.00 MeV   2.804E-01  2.638E-04   80.40 mm     2.41 mm   939.55 um  
  27.50 MeV   2.654E-01  2.429E-04   89.56 mm     2.74 mm   967.21 um  
  30.00 MeV   2.519E-01  2.251E-04   99.22 mm     3.06 mm   996.60 um  
  32.50 MeV   2.397E-01  2.100E-04  109.39 mm     3.39 mm     1.03 mm  
  35.00 MeV   2.295E-01  1.968E-04  120.05 mm     3.71 mm     1.06 mm  
  37.50 MeV   2.206E-01  1.853E-04  131.15 mm     4.03 mm     1.10 mm  
  40.00 MeV   2.112E-01  1.751E-04  142.72 mm     4.35 mm     1.13 mm  
  45.00 MeV   1.955E-01  1.579E-04  167.32 mm     5.58 mm     1.21 mm  
  50.00 MeV   1.827E-01  1.440E-04  193.76 mm     6.72 mm     1.30 mm  
  55.00 MeV   1.718E-01  1.324E-04  221.96 mm     7.82 mm     1.40 mm  
  60.00 MeV   1.624E-01  1.226E-04  251.88 mm     8.89 mm     1.50 mm  
  65.00 MeV   1.542E-01  1.143E-04  283.46 mm     9.96 mm     1.61 mm  
  70.00 MeV   1.470E-01  1.070E-04  316.65 mm    11.01 mm     1.73 mm  
  80.00 MeV   1.348E-01  9.510E-05  387.66 mm    14.91 mm     1.99 mm  
  90.00 MeV   1.248E-01  8.567E-05  464.73 mm    18.48 mm     2.27 mm  
 100.00 MeV   1.163E-01  7.802E-05  547.70 mm    21.90 mm     2.58 mm  
 110.00 MeV   1.090E-01  7.168E-05  636.46 mm    25.25 mm     2.90 mm  
 120.00 MeV   1.026E-01  6.633E-05  731.00 mm    28.58 mm     3.25 mm  
 130.00 MeV   9.681E-02  6.177E-05  831.32 mm    31.92 mm     3.62 mm  
 140.00 MeV   9.159E-02  5.781E-05  937.49 mm    35.28 mm     4.01 mm  
 150.00 MeV   8.684E-02  5.436E-05    1.05 m     38.69 mm     4.42 mm  
 160.00 MeV   8.249E-02  5.131E-05    1.17 m     42.16 mm     4.86 mm  
 170.00 MeV   7.848E-02  4.860E-05    1.29 m     45.68 mm     5.31 mm  
 180.00 MeV   7.477E-02  4.618E-05    1.42 m     49.28 mm     5.78 mm  
 200.00 MeV   6.816E-02  4.202E-05    1.70 m     63.26 mm     6.80 mm  
 225.00 MeV   6.114E-02  3.780E-05    2.09 m     83.72 mm     8.21 mm  
 250.00 MeV   5.526E-02  3.439E-05    2.52 m    103.52 mm     9.76 mm  
 275.00 MeV   5.033E-02  3.156E-05    2.99 m    123.38 mm    11.48 mm  
 300.00 MeV   4.618E-02  2.918E-05    3.51 m    143.57 mm    13.36 mm  
 325.00 MeV   4.269E-02  2.715E-05    4.08 m    164.22 mm    15.40 mm  
 350.00 MeV   3.976E-02  2.539E-05    4.68 m    185.33 mm    17.61 mm  
 375.00 MeV   3.731E-02  2.386E-05    5.33 m    206.87 mm    19.98 mm  
 400.00 MeV   3.527E-02  2.251E-05    6.02 m    228.72 mm    22.50 mm  
 450.00 MeV   3.221E-02  2.023E-05    7.50 m    310.49 mm    27.95 mm  
 500.00 MeV   3.021E-02  1.839E-05    9.11 m    384.53 mm    33.85 mm  
 550.00 MeV   2.809E-02  1.687E-05   10.82 m    454.84 mm    40.14 mm  
 600.00 MeV   2.614E-02  1.559E-05   12.67 m    524.49 mm    46.88 mm  
 650.00 MeV   2.447E-02  1.450E-05   14.64 m    594.49 mm    54.06 mm  
 700.00 MeV   2.302E-02  1.355E-05   16.75 m    665.11 mm    61.68 mm  
 800.00 MeV   2.063E-02  1.200E-05   21.34 m    929.80 mm    78.22 mm  
 900.00 MeV   1.874E-02  1.078E-05   26.43 m      1.18 m     96.45 mm  
   1.00 GeV   1.720E-02  9.796E-06   32.00 m      1.42 m    116.31 mm  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  1.0000E-01                 eV / Angstrom 
  1.0000E+00                keV / micron   
  1.0000E+00                MeV / mm       
  7.7522E+01                keV / (ug/cm2) 
  7.7522E+01                MeV / (mg/cm2) 
  7.7522E+04                keV / (mg/cm2) 
  2.3868E+02                 eV / (1E15 atoms/cm2)
  5.9246E+00                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
