 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> August 17, 2025 
 ==================================================================

 Disk File Name = SRIM Outputs\17O_H2-iC4H10_95-5_600mbar.txt

 Ion = Oxygen [8] , Mass = 17 amu

 Target Density =  1.1900E-04 g/cm3 = 3.8650E+19 atoms/cm3
 Target is a GAS 
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      H      1    019.23    010.45   
      C      6    007.69    049.82   
      H      1    073.08    039.73   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / mm       
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  37.50 keV   3.324E-02  2.342E-02  677.55 um    96.73 um    83.31 um  
  40.00 keV   3.391E-02  2.275E-02  720.07 um   100.94 um    87.56 um  
  45.00 keV   3.505E-02  2.155E-02  805.32 um   109.38 um    95.88 um  
  50.00 keV   3.602E-02  2.048E-02  890.85 um   117.43 um   104.01 um  
  55.00 keV   3.690E-02  1.954E-02  976.65 um   125.14 um   111.95 um  
  60.00 keV   3.774E-02  1.869E-02    1.06 mm   132.55 um   119.74 um  
  65.00 keV   3.854E-02  1.792E-02    1.15 mm   139.68 um   127.37 um  
  70.00 keV   3.934E-02  1.722E-02    1.23 mm   146.55 um   134.87 um  
  80.00 keV   4.091E-02  1.601E-02    1.41 mm   160.42 um   149.46 um  
  90.00 keV   4.249E-02  1.497E-02    1.58 mm   173.26 um   163.53 um  
 100.00 keV   4.405E-02  1.408E-02    1.75 mm   185.18 um   177.07 um  
 110.00 keV   4.561E-02  1.331E-02    1.91 mm   196.27 um   190.10 um  
 120.00 keV   4.715E-02  1.263E-02    2.08 mm   206.63 um   202.64 um  
 130.00 keV   4.865E-02  1.202E-02    2.24 mm   216.32 um   214.70 um  
 140.00 keV   5.013E-02  1.148E-02    2.40 mm   225.41 um   226.30 um  
 150.00 keV   5.156E-02  1.099E-02    2.56 mm   233.96 um   237.47 um  
 160.00 keV   5.296E-02  1.054E-02    2.72 mm   242.02 um   248.22 um  
 170.00 keV   5.432E-02  1.014E-02    2.87 mm   249.64 um   258.58 um  
 180.00 keV   5.564E-02  9.770E-03    3.02 mm   256.85 um   268.58 um  
 200.00 keV   5.816E-02  9.115E-03    3.32 mm   271.78 um   287.54 um  
 225.00 keV   6.111E-02  8.424E-03    3.68 mm   289.30 um   309.50 um  
 250.00 keV   6.388E-02  7.843E-03    4.03 mm   304.86 um   329.79 um  
 275.00 keV   6.650E-02  7.345E-03    4.37 mm   318.84 um   348.60 um  
 300.00 keV   6.900E-02  6.914E-03    4.70 mm   331.50 um   366.12 um  
 325.00 keV   7.140E-02  6.536E-03    5.02 mm   343.06 um   382.50 um  
 350.00 keV   7.371E-02  6.202E-03    5.34 mm   353.66 um   397.87 um  
 375.00 keV   7.595E-02  5.904E-03    5.64 mm   363.45 um   412.32 um  
 400.00 keV   7.813E-02  5.637E-03    5.94 mm   372.52 um   425.96 um  
 450.00 keV   8.231E-02  5.175E-03    6.52 mm   393.07 um   451.07 um  
 500.00 keV   8.631E-02  4.791E-03    7.08 mm   410.97 um   473.72 um  
 550.00 keV   9.018E-02  4.465E-03    7.61 mm   426.75 um   494.28 um  
 600.00 keV   9.396E-02  4.185E-03    8.13 mm   440.82 um   513.08 um  
 650.00 keV   9.766E-02  3.942E-03    8.63 mm   453.46 um   530.34 um  
 700.00 keV   1.013E-01  3.728E-03    9.11 mm   464.90 um   546.26 um  
 800.00 keV   1.086E-01  3.368E-03   10.02 mm   493.32 um   574.68 um  
 900.00 keV   1.159E-01  3.077E-03   10.89 mm   516.96 um   599.33 um  
   1.00 MeV   1.232E-01  2.837E-03   11.70 mm   536.96 um   620.90 um  
   1.10 MeV   1.307E-01  2.634E-03   12.47 mm   554.09 um   639.94 um  
   1.20 MeV   1.382E-01  2.461E-03   13.20 mm   568.92 um   656.84 um  
   1.30 MeV   1.459E-01  2.311E-03   13.89 mm   581.87 um   671.93 um  
   1.40 MeV   1.537E-01  2.180E-03   14.54 mm   593.26 um   685.47 um  
   1.50 MeV   1.615E-01  2.064E-03   15.17 mm   603.35 um   697.69 um  
   1.60 MeV   1.693E-01  1.961E-03   15.76 mm   612.34 um   708.75 um  
   1.70 MeV   1.770E-01  1.868E-03   16.33 mm   620.42 um   718.82 um  
   1.80 MeV   1.847E-01  1.785E-03   16.88 mm   627.70 um   728.02 um  
   2.00 MeV   1.998E-01  1.640E-03   17.91 mm   648.55 um   744.21 um  
   2.25 MeV   2.176E-01  1.491E-03   19.10 mm   674.08 um   761.19 um  
   2.50 MeV   2.341E-01  1.369E-03   20.20 mm   695.06 um   775.44 um  
   2.75 MeV   2.490E-01  1.267E-03   21.22 mm   712.84 um   787.63 um  
   3.00 MeV   2.622E-01  1.180E-03   22.20 mm   728.29 um   798.23 um  
   3.25 MeV   2.738E-01  1.105E-03   23.12 mm   741.99 um   807.61 um  
   3.50 MeV   2.839E-01  1.040E-03   24.02 mm   754.38 um   816.00 um  
   3.75 MeV   2.926E-01  9.820E-04   24.88 mm   765.75 um   823.60 um  
   4.00 MeV   3.000E-01  9.310E-04   25.72 mm   776.31 um   830.56 um  
   4.50 MeV   3.116E-01  8.443E-04   27.35 mm   812.14 um   842.96 um  
   5.00 MeV   3.196E-01  7.733E-04   28.93 mm   844.28 um   853.84 um  
   5.50 MeV   3.249E-01  7.141E-04   30.47 mm   873.91 um   863.59 um  
   6.00 MeV   3.282E-01  6.638E-04   32.00 mm   901.75 um   872.50 um  
   6.50 MeV   3.300E-01  6.206E-04   33.52 mm   928.28 um   880.75 um  
   7.00 MeV   3.305E-01  5.831E-04   35.03 mm   953.85 um   888.48 um  
   8.00 MeV   3.290E-01  5.208E-04   38.06 mm     1.05 mm   902.78 um  
   9.00 MeV   3.251E-01  4.713E-04   41.11 mm     1.14 mm   915.97 um  
  10.00 MeV   3.198E-01  4.309E-04   44.20 mm     1.22 mm   928.40 um  
  11.00 MeV   3.136E-01  3.973E-04   47.36 mm     1.30 mm   940.34 um  
  12.00 MeV   3.069E-01  3.688E-04   50.58 mm     1.38 mm   951.93 um  
  13.00 MeV   2.998E-01  3.443E-04   53.87 mm     1.46 mm   963.32 um  
  14.00 MeV   2.926E-01  3.231E-04   57.24 mm     1.53 mm   974.60 um  
  15.00 MeV   2.853E-01  3.045E-04   60.70 mm     1.61 mm   985.85 um  
  16.00 MeV   2.781E-01  2.880E-04   64.25 mm     1.69 mm   997.14 um  
  17.00 MeV   2.710E-01  2.734E-04   67.89 mm     1.77 mm     1.01 mm  
  18.00 MeV   2.640E-01  2.602E-04   71.62 mm     1.84 mm     1.02 mm  
  20.00 MeV   2.507E-01  2.375E-04   79.39 mm     2.15 mm     1.04 mm  
  22.50 MeV   2.351E-01  2.145E-04   89.68 mm     2.60 mm     1.07 mm  
  25.00 MeV   2.210E-01  1.957E-04  100.64 mm     3.03 mm     1.11 mm  
  27.50 MeV   2.081E-01  1.801E-04  112.29 mm     3.45 mm     1.14 mm  
  30.00 MeV   1.965E-01  1.669E-04  124.65 mm     3.87 mm     1.18 mm  
  32.50 MeV   1.861E-01  1.557E-04  137.72 mm     4.29 mm     1.22 mm  
  35.00 MeV   1.773E-01  1.459E-04  151.47 mm     4.71 mm     1.26 mm  
  37.50 MeV   1.696E-01  1.373E-04  165.89 mm     5.14 mm     1.31 mm  
  40.00 MeV   1.616E-01  1.298E-04  180.98 mm     5.57 mm     1.35 mm  
  45.00 MeV   1.482E-01  1.170E-04  213.28 mm     7.21 mm     1.46 mm  
  50.00 MeV   1.374E-01  1.066E-04  248.30 mm     8.75 mm     1.58 mm  
  55.00 MeV   1.283E-01  9.805E-05  285.95 mm    10.25 mm     1.71 mm  
  60.00 MeV   1.205E-01  9.080E-05  326.15 mm    11.72 mm     1.85 mm  
  65.00 MeV   1.138E-01  8.459E-05  368.83 mm    13.19 mm     2.00 mm  
  70.00 MeV   1.080E-01  7.922E-05  413.92 mm    14.66 mm     2.16 mm  
  80.00 MeV   9.827E-02  7.038E-05  510.99 mm    20.10 mm     2.52 mm  
  90.00 MeV   9.052E-02  6.339E-05  616.99 mm    25.08 mm     2.91 mm  
 100.00 MeV   8.412E-02  5.771E-05  731.56 mm    29.87 mm     3.34 mm  
 110.00 MeV   7.871E-02  5.302E-05  854.42 mm    34.57 mm     3.80 mm  
 120.00 MeV   7.403E-02  4.906E-05  985.39 mm    39.23 mm     4.29 mm  
 130.00 MeV   6.992E-02  4.567E-05    1.12 m     43.89 mm     4.81 mm  
 140.00 MeV   6.625E-02  4.274E-05    1.27 m     48.57 mm     5.36 mm  
 150.00 MeV   6.294E-02  4.019E-05    1.43 m     53.30 mm     5.94 mm  
 160.00 MeV   5.994E-02  3.793E-05    1.59 m     58.07 mm     6.54 mm  
 170.00 MeV   5.719E-02  3.592E-05    1.76 m     62.91 mm     7.18 mm  
 180.00 MeV   5.465E-02  3.413E-05    1.94 m     67.82 mm     7.84 mm  
 200.00 MeV   5.013E-02  3.105E-05    2.32 m     86.75 mm     9.24 mm  
 225.00 MeV   4.531E-02  2.793E-05    2.84 m    114.20 mm    11.17 mm  
 250.00 MeV   4.122E-02  2.540E-05    3.42 m    140.52 mm    13.28 mm  
 275.00 MeV   3.773E-02  2.331E-05    4.06 m    166.73 mm    15.58 mm  
 300.00 MeV   3.474E-02  2.155E-05    4.75 m    193.28 mm    18.09 mm  
 325.00 MeV   3.217E-02  2.005E-05    5.50 m    220.38 mm    20.80 mm  
 350.00 MeV   2.996E-02  1.875E-05    6.30 m    248.13 mm    23.73 mm  
 375.00 MeV   2.806E-02  1.762E-05    7.16 m    276.53 mm    26.86 mm  
 400.00 MeV   2.644E-02  1.662E-05    8.08 m    305.55 mm    30.20 mm  
 450.00 MeV   2.388E-02  1.494E-05   10.07 m    415.58 mm    37.46 mm  
 500.00 MeV   2.206E-02  1.358E-05   12.25 m    517.46 mm    45.42 mm  
 550.00 MeV   2.045E-02  1.245E-05   14.60 m    615.43 mm    54.03 mm  
 600.00 MeV   1.903E-02  1.150E-05   17.13 m    712.36 mm    63.27 mm  
 650.00 MeV   1.782E-02  1.070E-05   19.85 m    809.44 mm    73.14 mm  
 700.00 MeV   1.676E-02  1.000E-05   22.74 m    907.17 mm    83.63 mm  
 800.00 MeV   1.502E-02  8.855E-06   29.04 m      1.27 m    106.44 mm  
 900.00 MeV   1.365E-02  7.954E-06   36.03 m      1.61 m    131.59 mm  
   1.00 GeV   1.254E-02  7.225E-06   43.67 m      1.94 m    159.00 mm  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  1.0000E-01                 eV / Angstrom 
  1.0000E+00                keV / micron   
  1.0000E+00                MeV / mm       
  8.4036E+01                keV / (ug/cm2) 
  8.4036E+01                MeV / (mg/cm2) 
  8.4036E+04                keV / (mg/cm2) 
  2.5873E+02                 eV / (1E15 atoms/cm2)
  7.0101E+00                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
