============================== SRIM-2013.00 ==============================
==============================================================================
=================  TRANSMIT.txt : File of Transmitted Ions  ==================
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom, B= Backscattered Ion, T= Transmitted Ion.   =
=  Col.#2: Ion Number, Col.#3: Z of atom leaving, Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target, Y,Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.=  F(76.5 MeV) ==> Mylar_IC+Carbon Tetraflu( 36.0 mm) =======
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T  507  9 .6126407E+08   3601150E+02 -.2826E+07 -.2165E+07   .9999471 -.0071993 -.0073428
T  508  9 .6147662E+08   3601150E+02  .1555E+06  .3230E+06   .9999999  .0002622  .0002493
T  509  9 .6133596E+08   3601150E+02 -.1342E+07 -.1343E+07   .9999910 -.0035973 -.0022486
T  510  9 .6138025E+08   3601150E+02  .1992E+07 -.2710E+07   .9999410  .0091181 -.0059032
T  511  9 .6110846E+08   3601150E+02 -.6929E+06 -.3829E+06   .9999946 -.0030676 -.0011396
T  512  9 .6115920E+08   3601150E+02 -.1379E+07 -.2958E+06   .9999990 -.0013733 -.0001817
T  513  9 .6122817E+08   3601150E+02  .3025E+07  .8034E+07   .9996810  .0094116  .0234362
T  514  9 .6128172E+08   3601150E+02 -.5903E+06  .1143E+07   .9999886 -.0006244  .0047235
T  515  9 .6123679E+08   3601150E+02 -.7359E+06  .4053E+06   .9999881 -.0047148  .0012821
T  516  9 .6135998E+08   3601150E+02  .2850E+07 -.4604E+06   .9999742  .0071350 -.0007946
T  517  9 .6143087E+08   3601150E+02 -.9075E+06 -.1350E+07   .9999809 -.0043558 -.0043786
T  518  9 .6143194E+08   3601150E+02  .2620E+07 -.8369E+07   .9995948  .0070636 -.0275758
T  519  9 .6109494E+08   3601150E+02 -.1258E+07 -.8918E+07   .9996900 -.0017511 -.0248379
T  520  9 .6123549E+08   3601150E+02 -.1331E+06  .1001E+07   .9999640 -.0082304  .0020409
T  521  9 .6125639E+08   3601150E+02  .3289E+06 -.1679E+07   .9999906 -.0001826 -.0043207
T  522  9 .6126365E+08   3601150E+02  .4939E+06 -.1025E+07   .9999965  .0015360 -.0021638
T  523  9 .6125058E+08   3601150E+02  .1560E+07  .1966E+07   .9999839  .0039611  .0040589
T  524  9 .6136722E+08   3601150E+02 -.1707E+07  .4338E+06   .9999924 -.0038932  .0000119
T  525  9 .6124474E+08   3601150E+02 -.2323E+07 -.1611E+06   .9999255 -.0118572  .0029110
T  526  9 .6132091E+08   3601150E+02 -.2670E+07  .7411E+06   .9999486 -.0089053  .0048417
T  527  9 .6129117E+08   3601150E+02  .3041E+07 -.1167E+07   .9998467  .0167028 -.0052514
T  528  9 .6136138E+08   3601150E+02 -.4963E+06  .4131E+07   .9999225 -.0000288  .0124462
T  529  9 .6136126E+08   3601150E+02 -.5229E+06 -.2242E+06   .9999930 -.0021102 -.0030913
T  530  9 .6148667E+08   3601150E+02 -.2283E+05 -.1323E+07   .9999970 -.0004364 -.0024080
T  531  9 .6117032E+08   3601150E+02  .1054E+07 -.1590E+07   .9999734 -.0007175 -.0072617
T  532  9 .6137870E+08   3601150E+02  .8790E+06  .1205E+06   .9999998  .0002592  .0006295
T  533  9 .6125556E+08   3601150E+02  .1499E+06 -.2820E+07   .9996633  .0149872 -.0211817
T  534  9 .6117791E+08   3601150E+02 -.7796E+06  .1043E+06   .9999973 -.0020921 -.0010298
T  535  9 .6136315E+08   3601150E+02 -.7937E+06 -.8468E+05   .9999999  .0002651 -.0001481
T  536  9 .6132888E+08   3601150E+02 -.3512E+06  .2270E+06   .9999974 -.0003719 -.0022578
T  537  9 .6152882E+08   3601150E+02 -.1021E+07  .2142E+07   .9999281 -.0040068  .0112991
T  538  9 .6124837E+08   3601150E+02  .5215E+06 -.1929E+07   .9999809  .0026329 -.0055932
T  539  9 .6112609E+08   3601150E+02  .1581E+07 -.5426E+05   .9999942  .0033860  .0003638
T  540  9 .6124378E+08   3601150E+02 -.5303E+07  .5714E+05   .9998985 -.0141013  .0020254
T  541  9 .6122092E+08   3601150E+02 -.4063E+07 -.4686E+07   .9997857 -.0139056 -.0153380
T  542  9 .6140707E+08   3601150E+02  .7353E+06  .1093E+06   .9999964  .0026601  .0001684
T  543  9 .6142251E+08   3601150E+02  .4562E+06  .2067E+07   .9999908  .0004479  .0042763
T  544  9 .6138785E+08   3601150E+02 -.6258E+06  .3775E+06   .9999999 -.0002065  .0001211
T  545  9 .6108499E+08   3601150E+02  .1750E+07  .2166E+06   .9999789  .0064002  .0010977
T  546  9 .6133956E+08   3601150E+02 -.2226E+07  .1782E+07   .9999703 -.0061417  .0046531
T  547  9 .6124750E+08   3601150E+02 -.4155E+07  .8920E+06   .9998976 -.0136152  .0044028
T  548  9 .6120508E+08   3601150E+02  .6033E+06 -.6052E+06   .9999953  .0019328 -.0023946
T  549  9 .6137752E+08   3601150E+02 -.5218E+06  .3177E+06   .9999952 -.0026437  .0016324
T  550  9 .6145902E+08   3601150E+02 -.1707E+07  .3217E+07   .9999443 -.0031449  .0100730
T  551  9 .6146268E+08   3601150E+02 -.2157E+07  .2321E+06   .9999908 -.0041930 -.0009146
T  552  9 .6132847E+08   3601150E+02 -.2290E+06 -.3282E+06   .9999960  .0015319 -.0023709
T  553  9 .6123178E+08   3601150E+02  .7024E+06 -.2011E+07   .9999748  .0038934 -.0059410
T  554  9 .6116679E+08   3601150E+02 -.1960E+06  .7077E+06   .9999918 -.0006549  .0039875
T  555  9 .6126304E+08   3601150E+02  .1362E+07 -.1128E+07   .9999880  .0029456 -.0039197
T  556  9 .6126477E+08   3601150E+02 -.2169E+07  .1941E+06   .9999637 -.0084474  .0011395
T  557  9 .6127883E+08   3601150E+02 -.5700E+06 -.3634E+07   .9999221 -.0031537 -.0120762
T  558  9 .6135800E+08   3601150E+02 -.2622E+07  .9244E+06   .9999759 -.0066378  .0020466
T  559  9 .6132578E+08   3601150E+02 -.3718E+06  .4090E+05   .9999971 -.0024027  .0003349
T  560  9 .6129268E+08   3601150E+02  .2383E+05  .9701E+05   .9999992 -.0011766  .0004262
T  561  9 .6124483E+08   3601150E+02 -.1993E+07  .2680E+07   .9999296 -.0075692  .0091368
T  562  9 .6095980E+08   3601150E+02  .3689E+06 -.1183E+07   .9999864  .0028666 -.0043643
T  563  9 .6141005E+08   3601150E+02 -.4233E+06  .1305E+07   .9999920 -.0021506  .0033607
T  564  9 .6128150E+08   3601150E+02 -.1266E+06  .1305E+07   .9999823  .0019625  .0056113
T  565  9 .6138785E+08   3601150E+02  .7526E+05 -.1563E+07   .9999673 -.0018573 -.0078727
T  566  9 .6127367E+08   3601150E+02  .3246E+03  .7503E+06   .9999989  .0014957 -.0000267
T  567  9 .6124317E+08   3601150E+02  .1948E+06 -.2361E+06   .9999979 -.0015355  .0013359
T  568  9 .6140576E+08   3601150E+02  .1344E+07 -.4164E+06   .9999766  .0062003 -.0029077
T  569  9 .6140656E+08   3601150E+02 -.1892E+07  .4603E+06   .9999698 -.0065939  .0041100
T  570  9 .6126088E+08   3601150E+02 -.2226E+07 -.3034E+06   .9999778 -.0064221 -.0018015
T  571  9 .6124570E+08   3601150E+02  .2777E+06  .5873E+06   .9999943  .0022002  .0025496
T  572  9 .6156563E+08   3601150E+02 -.2901E+06 -.3230E+07   .9999482 -.0038131 -.0094412
T  573  9 .6130391E+08   3601150E+02 -.7471E+06  .3535E+06   .9999986 -.0013251  .0010691
T  574  9 .6129390E+08   3601150E+02 -.2393E+06  .7047E+06   .9999959 -.0020290  .0020290
T  575  9 .6142097E+08   3601150E+02  .1346E+07 -.9624E+06   .9999540  .0090215  .0032608
T  576  9 .6113126E+08   3601150E+02 -.3168E+06  .8117E+06   .9999845 -.0004251  .0055526
T  577  9 .6126874E+08   3601150E+02  .6119E+06 -.5181E+06   .9999898  .0038608 -.0023324
T  578  9 .6117938E+08   3601150E+02 -.1212E+07 -.4973E+06   .9999950 -.0031508 -.0002643
T  579  9 .6133462E+08   3601150E+02 -.8957E+06 -.1705E+07   .9999938 -.0017342 -.0030615
T  580  9 .6135541E+08   3601150E+02 -.1182E+07 -.4184E+06   .9999944 -.0033406 -.0002382
T  581  9 .6111075E+08   3601150E+02 -.1261E+07 -.3444E+06   .9999969 -.0021447  .0012484
T  582  9 .6120074E+08   3601150E+02 -.8767E+06  .2470E+06   .9999963 -.0020527  .0017974
T  583  9 .6120294E+08   3601150E+02 -.8774E+06 -.1066E+07   .9999824 -.0039179 -.0044586
T  584  9 .6131823E+08   3601150E+02 -.1962E+07 -.2552E+06   .9999979 -.0020233 -.0004456
T  585  9 .6121468E+08   3601150E+02 -.1562E+07 -.9258E+06   .9999694 -.0065009 -.0043421
T  586  9 .6120662E+08   3601150E+02 -.1476E+06  .7684E+06   .9999783 -.0065231  .0009693
T  587  9 .6131114E+08   3601150E+02 -.5826E+06  .1051E+06   .9999954 -.0029470 -.0007121
T  588  9 .6135524E+08   3601150E+02 -.1142E+07 -.1613E+05   .9999927 -.0034879 -.0015611
T  589  9 .6128971E+08   3601150E+02  .9806E+06  .2999E+06   .9999964  .0017269  .0020504
T  590  9 .6126206E+08   3601150E+02  .2773E+07 -.8553E+06   .9999566  .0091656 -.0016558
T  591  9 .6134801E+08   3601150E+02  .2404E+07 -.2022E+06   .9999735  .0065552 -.0031571
T  592  9 .6127850E+08   3601150E+02 -.2691E+07 -.1602E+06   .9998868 -.0149680  .0015125
T  593  9 .6138242E+08   3601150E+02 -.1353E+07  .1953E+07   .9999581 -.0045610  .0079309
T  594  9 .6130239E+08   3601150E+02  .3586E+05  .2701E+07   .9999919 -.0005942  .0039788
T  595  9 .6135205E+08   3601150E+02  .7102E+06  .2579E+07   .9999731  .0024254  .0069160
T  596  9 .6134504E+08   3601150E+02  .1528E+07  .8038E+06   .9999654  .0073804  .0038403
T  597  9 .6146789E+08   3601150E+02  .1439E+07  .9360E+06   .9999851  .0036019  .0041018
T  598  9 .6130589E+08   3601150E+02 -.1576E+07 -.1043E+07   .9999840 -.0053617 -.0018063
T  599  9 .6147076E+08   3601150E+02  .2272E+07  .9357E+06   .9999546  .0076198  .0057268
T  600  9 .6140650E+08   3601150E+02 -.1435E+07 -.5694E+06   .9999944 -.0028562 -.0017435
T  601  9 .6121423E+08   3601150E+02  .8191E+06  .1308E+06   .9999987  .0015066  .0005145
T  602  9 .6129893E+08   3601150E+02 -.1342E+07  .1174E+06   .9999960 -.0024585  .0013772
T  603  9 .6121448E+08   3601150E+02 -.3735E+07 -.9081E+06   .9999277 -.0118306 -.0021418
T  604  9 .6127469E+08   3601150E+02  .1583E+07 -.6321E+06   .9999745  .0063356 -.0032902
T  605  9 .6099602E+08   3601150E+02 -.5404E+06  .3948E+06   .9999989 -.0011765 -.0008848
T  606  9 .6153833E+08   3601150E+02 -.6881E+06  .4499E+06   .9999981 -.0014447  .0012929
T  607  9 .6122967E+08   3601150E+02  .3639E+06  .1826E+07   .9999830 -.0009767  .0057464
T  608  9 .6134934E+08   3601150E+02 -.9930E+06 -.3715E+06   .9999820 -.0033777 -.0049507
T  609  9 .6109087E+08   3601150E+02  .3114E+06 -.3172E+06   .9999988  .0004972  .0014397
T  610  9 .6117643E+08   3601150E+02  .1770E+06  .2419E+05   .9999982 -.0011388 -.0015233
T  611  9 .6122062E+08   3601150E+02 -.5841E+06  .1581E+07   .9999784 -.0022574  .0061760
T  612  9 .6147464E+08   3601150E+02 -.7730E+04 -.1603E+07   .9999956  .0016848 -.0024468
T  613  9 .6149854E+08   3601150E+02 -.2129E+06  .2110E+07   .9999913 -.0013938  .0039381
T  614  9 .6117851E+08   3601150E+02  .1818E+07  .1249E+07   .9999699  .0055218  .0054493
T  615  9 .6117136E+08   3601150E+02 -.1498E+07 -.3014E+06   .9999871 -.0045428 -.0022886
T  616  9 .6131997E+08   3601150E+02  .1847E+07  .1505E+07   .9999733  .0064782  .0033762
T  617  9 .6147213E+08   3601150E+02  .2726E+06 -.5160E+06   .9999856  .0036481 -.0039357
T  618  9 .6125645E+08   3601150E+02  .1630E+07 -.2498E+06   .9999694  .0075002  .0022167
T  619  9 .6137680E+08   3601150E+02  .5393E+06  .2677E+06   .9999989 -.0013622  .0006534
T  620  9 .6113110E+08   3601150E+02  .1109E+05  .1528E+06   .9999983  .0002293  .0018285
T  621  9 .6120143E+08   3601150E+02 -.2386E+07 -.1058E+07   .9999877 -.0041767 -.0026787
T  622  9 .6108664E+08   3601150E+02  .1120E+07 -.4722E+06   .9999917  .0038468 -.0013396
T  623  9 .6133748E+08   3601150E+02 -.1701E+07  .1268E+06   .9999885 -.0046754 -.0010802
T  624  9 .6135673E+08   3601150E+02 -.6645E+06 -.1996E+07   .9999877 -.0023163 -.0043884
T  625  9 .6116729E+08   3601150E+02  .3431E+06  .1740E+06   .9999893  .0016931  .0043084
T  626  9 .6115265E+08   3601150E+02 -.2234E+06 -.2628E+07   .9999572 -.0017969 -.0090735
T  627  9 .6109088E+08   3601150E+02  .1302E+07  .9507E+06   .9999905  .0037672  .0021980
T  628  9 .6115778E+08   3601150E+02  .1480E+07 -.4560E+06   .9999891  .0046640 -.0003136
T  629  9 .6105593E+08   3601150E+02  .6491E+06  .4538E+06   .9999937  .0020400  .0029044
T  630  9 .6127003E+08   3601150E+02  .5645E+06 -.9831E+06   .9999909  .0029153 -.0031028
T  631  9 .6133184E+08   3601150E+02 -.1303E+07  .2314E+06   .9999927 -.0035415  .0014065
T  632  9 .6116437E+08   3601150E+02 -.1229E+07  .4555E+06   .9999929 -.0036670  .0008331
T  633  9 .6147118E+08   3601150E+02 -.9703E+05 -.1155E+06   .9999998 -.0002476 -.0005041
T  634  9 .6129239E+08   3601150E+02 -.2075E+07  .1173E+06   .9999785 -.0064201 -.0013399
T  635  9 .6142701E+08   3601150E+02  .2889E+06  .8369E+06   .9999996  .0009153  .0001681
T  636  9 .6143733E+08   3601150E+02  .8374E+06  .7099E+06   .9999863  .0048605  .0019245
T  637  9 .6119678E+08   3601150E+02  .1754E+07  .8672E+06   .9999897  .0045336 -.0001140
T  638  9 .6111163E+08   3601150E+02  .5254E+06  .1088E+07   .9999980  .0001798  .0019695
T  639  9 .6113177E+08   3601150E+02  .5284E+05  .8035E+06   .9999876  .0009722  .0048871
T  640  9 .6111668E+08   3601150E+02 -.3315E+06 -.2499E+06   .9999970 -.0022319 -.0010403
T  641  9 .6106808E+08   3601150E+02  .4150E+06 -.2164E+06   .9999937 -.0019609 -.0029731
T  642  9 .6127105E+08   3601150E+02  .8335E+06  .1342E+06   .9999996  .0005511  .0007173
T  643  9 .6111510E+08   3601150E+02 -.2453E+07  .1525E+07   .9999481 -.0084901  .0056335
T  644  9 .6138676E+08   3601150E+02 -.2896E+07 -.1548E+06   .9999528 -.0095979 -.0015345
T  645  9 .6112666E+08   3601150E+02 -.2136E+07  .1285E+07   .9999794 -.0054033  .0034652
T  646  9 .6135146E+08   3601150E+02  .1051E+06  .1651E+07   .9999812  .0026478  .0055220
T  647  9 .6136619E+08   3601150E+02 -.4617E+06 -.2857E+06   .9999982 -.0007325 -.0017744
T  648  9 .6134759E+08   3601150E+02  .1938E+07 -.8352E+06   .9999870  .0050890 -.0001377
T  649  9 .6134390E+08   3601150E+02 -.9362E+06  .1044E+07   .9999913 -.0021685  .0035679
T  650  9 .6123093E+08   3601150E+02  .1135E+07 -.1662E+07   .9999815  .0032305 -.0051578
T  651  9 .6109843E+08   3601150E+02  .7338E+06  .8146E+06   .9999882  .0024747  .0041905
T  652  9 .6141309E+08   3601150E+02 -.8722E+06  .4998E+06   .9999941 -.0031868 -.0012927
T  653  9 .6126005E+08   3601150E+02  .2535E+07 -.4182E+06   .9999736  .0072279  .0007041
T  654  9 .6119279E+08   3601150E+02  .1053E+07 -.1843E+06   .9999931  .0034772 -.0013365
T  655  9 .6141005E+08   3601150E+02  .1178E+06 -.3523E+05   .9999948  .0011520 -.0030061
T  656  9 .6113225E+08   3601150E+02  .2972E+07 -.2551E+07   .9998480  .0120471 -.0126009
T  657  9 .6135530E+08   3601150E+02 -.1633E+07 -.1933E+07   .9999809 -.0040329 -.0046807
T  658  9 .6111854E+08   3601150E+02 -.1236E+07 -.4045E+06   .9999867 -.0045602 -.0024069
T  659  9 .6115245E+08   3601150E+02  .8368E+05  .5300E+06   .9999973 -.0007958  .0021815
T  660  9 .6127951E+08   3601150E+02  .3750E+06  .2044E+07   .9999794  .0016972  .0061846
T  661  9 .6139090E+08   3601150E+02  .1619E+06 -.2732E+06   .9999971  .0023427 -.0005937
T  662  9 .6125112E+08   3601150E+02  .1066E+08 -.4650E+06   .9995710  .0291435 -.0029205
T  663  9 .6116199E+08   3601150E+02  .2404E+06 -.3082E+06   .9999984  .0005362 -.0016849
T  664  9 .6113961E+08   3601150E+02  .2369E+07 -.1098E+07   .9999494  .0099451 -.0015011
T  665  9 .6117321E+08   3601150E+02  .7500E+06 -.7085E+06   .9999993  .0010335 -.0004828
T  666  9 .6140183E+08   3601150E+02  .7448E+06  .1511E+07   .9999839  .0028306  .0049167
T  667  9 .6124872E+08   3601150E+02 -.1474E+07  .1207E+07   .9999787 -.0051824  .0039725
T  668  9 .6131107E+08   3601150E+02  .1800E+07  .5813E+06   .9999830  .0056098 -.0016006
T  669  9 .6150327E+08   3601150E+02 -.3688E+07 -.2524E+07   .9999521 -.0097663 -.0006463
T  670  9 .6163012E+08   3601150E+02 -.3074E+06 -.1416E+07   .9999831 -.0032298 -.0048388
T  671  9 .6111986E+08   3601150E+02  .1079E+07 -.2315E+07   .9999827  .0039356 -.0043702
T  672  9 .6135964E+08   3601150E+02 -.9465E+06 -.1784E+07   .9999802 -.0018897 -.0059949
T  673  9 .6134935E+08   3601150E+02  .2386E+06  .2077E+07   .9999846  .0007596  .0054901
T  674  9 .6091034E+08   3601150E+02 -.1575E+06  .3235E+06   .9999954  .0005483  .0029794
T  675  9 .6084641E+08   3601150E+02  .1559E+07 -.8928E+06   .9999927  .0027308 -.0026663
T  676  9 .6136538E+08   3601150E+02  .6569E+05  .3768E+06   .9999974 -.0009705  .0020613
T  677  9 .6105249E+08   3601150E+02  .1649E+06  .9678E+06   .9999960  .0017293  .0022212
T  678  9 .6093194E+08   3601150E+02  .9454E+06  .1067E+07   .9999898  .0039337  .0022149
T  679  9 .6126741E+08   3601150E+02  .1125E+06 -.1319E+07   .9999912  .0007950 -.0041105
T  680  9 .6111725E+08   3601150E+02  .2248E+06  .3062E+06   .9999985  .0017379  .0001509
T  681  9 .6104726E+08   3601150E+02 -.1792E+05 -.1620E+07   .9999818  .0005000 -.0060072
T  682  9 .6112825E+08   3601150E+02  .1487E+07  .9991E+06   .9999849  .0035578  .0041969
T  683  9 .6137182E+08   3601150E+02 -.3564E+06  .4827E+06   .9999998  .0003604  .0005114
T  684  9 .6128284E+08   3601150E+02 -.2263E+06  .1256E+07   .9999920 -.0010822  .0038506
T  685  9 .6145908E+08   3601150E+02 -.4729E+05  .1089E+07   .9999952 -.0009960  .0029486
T  686  9 .6121539E+08   3601150E+02  .6574E+06 -.5543E+06   .9999876  .0048215  .0012128
T  687  9 .6135691E+08   3601150E+02 -.3330E+06  .3493E+06   .9999994 -.0003877  .0010045
T  688  9 .6126305E+08   3601150E+02  .5649E+06  .5863E+06   .9999879 -.0012107  .0047658
T  689  9 .6143061E+08   3601150E+02  .8102E+06 -.9484E+06   .9999953  .0023972 -.0019317
T  690  9 .6125093E+08   3601150E+02  .6142E+06  .4455E+06   .9999926  .0030902  .0022840
T  691  9 .6127033E+08   3601150E+02 -.1057E+07  .2162E+07   .9999640 -.0061943  .0058035
T  692  9 .6133961E+08   3601150E+02 -.1090E+07  .2553E+07   .9998757 -.0067630  .0142424
T  693  9 .6123129E+08   3601150E+02  .4914E+06 -.2057E+06   .9999997  .0007259 -.0003401
T  694  9 .6139720E+08   3601150E+02  .6362E+06  .2043E+07   .9999405  .0052964  .0095352
T  695  9 .6127563E+08   3601150E+02 -.2677E+07 -.1261E+07   .9999484 -.0091324 -.0044595
T  696  9 .6109496E+08   3601150E+02  .1642E+07  .1492E+07   .9999821  .0056202  .0020576
T  697  9 .6116899E+08   3601150E+02  .1751E+06  .9482E+06   .9999919  .0016305  .0036693
T  698  9 .6136450E+08   3601150E+02  .7132E+06  .4874E+06   .9999971  .0010601  .0021484
T  699  9 .6126811E+08   3601150E+02  .4097E+06  .2248E+07   .9999956  .0001282 -.0029653
T  700  9 .6109164E+08   3601150E+02 -.8457E+05  .4356E+06   .9999965  .0007559  .0025341
T  701  9 .6121041E+08   3601150E+02  .8319E+06  .9479E+06   .9999824  .0055026  .0022259
T  702  9 .6111202E+08   3601150E+02  .7791E+06 -.2025E+07   .9999825  .0015346 -.0057110
T  703  9 .6138162E+08   3601150E+02 -.7788E+06  .2578E+06   .9999905 -.0033173  .0028279
T  704  9 .6141288E+08   3601150E+02  .7109E+06  .1886E+06   .9999994 -.0001381 -.0010758
T  705  9 .6117772E+08   3601150E+02 -.1811E+07  .8441E+06   .9999856 -.0050214  .0019175
T  706  9 .6117843E+08   3601150E+02 -.3278E+06 -.1630E+07   .9999959 -.0018145 -.0021934
T  707  9 .6122380E+08   3601150E+02 -.9291E+06  .3462E+06   .9999993 -.0007598  .0009459
T  708  9 .6127916E+08   3601150E+02  .1060E+07 -.1238E+07   .9999928  .0032742 -.0019140
T  709  9 .6125306E+08   3601150E+02  .2302E+06  .7483E+06   .9999866 -.0020552  .0047444
T  710  9 .6109058E+08   3601150E+02  .6229E+06 -.2424E+06   .9999875  .0049839  .0002682
T  711  9 .6111391E+08   3601150E+02 -.4056E+07 -.4081E+07   .9998975 -.0108225 -.0093702
T  712  9 .6143152E+08   3601150E+02  .5132E+06  .1697E+06   .9999992  .0010102  .0007327
T  713  9 .6118636E+08   3601150E+02  .5619E+06  .1297E+07   .9999924  .0010344  .0037623
T  714  9 .6127288E+08   3601150E+02 -.7480E+05  .1413E+07   .9999728 -.0008221  .0073333
T  715  9 .6140202E+08   3601150E+02 -.4987E+06 -.1768E+07   .9999680 -.0037353 -.0070696
T  716  9 .6127345E+08   3601150E+02 -.3028E+07  .2946E+07   .9999036 -.0125882  .0058521
T  717  9 .6116972E+08   3601150E+02  .2021E+07  .6171E+06   .9999822  .0059353  .0005919
T  718  9 .6114080E+08   3601150E+02  .1892E+07 -.2236E+07   .9999713  .0050578 -.0056420
T  719  9 .6113013E+08   3601150E+02  .5045E+06  .8693E+06   .9999923  .0005820  .0038772
T  720  9 .6111125E+08   3601150E+02 -.3280E+07 -.6103E+06   .9999356 -.0113466  .0001075
T  721  9 .6130192E+08   3601150E+02  .1104E+07 -.5144E+06   .9999958  .0027018 -.0010410
T  722  9 .6130093E+08   3601150E+02  .2972E+07  .7233E+04   .9999503  .0099358  .0008768
T  723  9 .6134031E+08   3601150E+02 -.1753E+07 -.1395E+06   .9999927 -.0028204 -.0025642
T  724  9 .6125707E+08   3601150E+02 -.1402E+07 -.1187E+07   .9999559 -.0039821 -.0085080
T  725  9 .6127276E+08   3601150E+02 -.7061E+07  .2007E+05   .9998143 -.0191405  .0022232
T  726  9 .6138893E+08   3601150E+02 -.5706E+06 -.5284E+06   .9999861 -.0040824 -.0033347
T  727  9 .6120577E+08   3601150E+02  .9463E+06 -.5782E+06   .9999963  .0026821 -.0004691
T  728  9 .6126746E+08   3601150E+02  .7281E+06  .4728E+06   .9999936  .0034072 -.0011224
T  729  9 .6117416E+08   3601150E+02 -.1989E+07  .2569E+07   .9999358 -.0073937  .0085887
T  730  9 .6112522E+08   3601150E+02  .5497E+06 -.1379E+07   .9999793  .0042811 -.0048034
T  731  9 .6116264E+08   3601150E+02  .6681E+06 -.3990E+06   .9999990  .0014089 -.0000890
T  732  9 .6136172E+08   3601150E+02 -.4192E+06  .1225E+07   .9999955 -.0004693  .0029544
T  733  9 .6122644E+08   3601150E+02 -.2170E+07  .1447E+07   .9999722 -.0066861  .0033021
T  734  9 .6133316E+08   3601150E+02  .6322E+06 -.9980E+06   .9999981  .0015125 -.0012061
T  735  9 .6113483E+08   3601150E+02  .2359E+06 -.1830E+07   .9999730 -.0021061 -.0070354
T  736  9 .6127169E+08   3601150E+02  .4137E+06 -.1128E+07   .9999825  .0046151 -.0036947
T  737  9 .6135440E+08   3601150E+02 -.5625E+06  .2144E+07   .9999566 -.0028902  .0088585
T  738  9 .6117166E+08   3601150E+02 -.1321E+07  .1574E+06   .9999825 -.0058061 -.0011203
T  739  9 .6139729E+08   3601150E+02 -.4625E+06  .7677E+06   .9999974  .0007660  .0021672
T  740  9 .6145497E+08   3601150E+02 -.7678E+06  .1227E+07   .9999883 -.0042411  .0023323
T  741  9 .6091665E+08   3601150E+02 -.1013E+08 -.9226E+07   .9991837 -.0277136 -.0293935
T  742  9 .6117594E+08   3601150E+02  .1598E+07 -.2438E+07   .9999501  .0044808 -.0089307
T  743  9 .6120838E+08   3601150E+02  .4064E+06  .1084E+07   .9999925  .0009101  .0037632
T  744  9 .6129960E+08   3601150E+02 -.5951E+06 -.2177E+04   .9999987  .0013254  .0009155
T  745  9 .6135064E+08   3601150E+02  .6091E+06 -.6705E+06   .9999946  .0022568 -.0023893
T  746  9 .6109970E+08   3601150E+02  .9948E+06 -.1856E+07   .9999715  .0040814 -.0063506
T  747  9 .6116537E+08   3601150E+02  .2877E+06 -.1786E+07   .9999877  .0005257 -.0049318
T  748  9 .6105978E+08   3601150E+02 -.5010E+06  .2238E+06   .9999952 -.0028641  .0012173
T  749  9 .6112916E+08   3601150E+02  .1263E+06  .1417E+07   .9999934 -.0006660  .0035696
T  750  9 .6125181E+08   3601150E+02  .5488E+06 -.2616E+07   .9999807  .0005580 -.0061890
T  751  9 .6125893E+08   3601150E+02 -.1037E+07  .9997E+05   .9999819 -.0037082  .0047366
T  752  9 .6140243E+08   3601150E+02  .6178E+06  .1417E+07   .9999684  .0030031  .0073613
T  753  9 .6123880E+08   3601150E+02  .1005E+07 -.7504E+06   .9999976  .0009116 -.0019953
T  754  9 .6136322E+08   3601150E+02  .5235E+06 -.3099E+06   .9999671  .0055748 -.0058905
T  755  9 .6137957E+08   3601150E+02  .1815E+06  .1070E+07   .9999881  .0008797  .0047936
T  756  9 .6148708E+08   3601150E+02  .2289E+07  .1311E+07   .9999699  .0070071  .0033304
T  757  9 .6139466E+08   3601150E+02  .3558E+07 -.1910E+07   .9999249  .0117442 -.0035107
T  758  9 .6153909E+08   3601150E+02  .1165E+07  .5625E+06   .9999991  .0013027  .0002267
T  759  9 .6139683E+08   3601150E+02 -.1152E+07  .6388E+06   .9999986 -.0008785  .0014399
T  760  9 .6125716E+08   3601150E+02  .1050E+07 -.5488E+06   .9999866  .0036865 -.0036363
T  761  9 .6102449E+08   3601150E+02 -.5504E+06 -.1056E+07   .9999956 -.0023094 -.0018590
T  762  9 .6122963E+08   3601150E+02 -.8983E+06 -.1201E+07   .9999806 -.0014799 -.0060561
T  763  9 .6144848E+08   3601150E+02 -.1175E+07 -.1646E+05   .9999988 -.0012097  .0009366
T  764  9 .6129211E+08   3601150E+02 -.8655E+07 -.1021E+07   .9996618 -.0257044 -.0039555
T  765  9 .6117195E+08   3601150E+02  .1965E+07  .1203E+07   .9999593  .0080528  .0040778
T  766  9 .6124732E+08   3601150E+02  .1576E+07  .1079E+07   .9999605  .0046732  .0075636
T  767  9 .6152808E+08   3601150E+02  .1044E+07 -.2056E+05   .9999930  .0031320 -.0020484
