============================== SRIM-2013.00 ==============================
==============================================================================
=================  TRANSMIT.txt : File of Transmitted Ions  ==================
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom, B= Backscattered Ion, T= Transmitted Ion.   =
=  Col.#2: Ion Number, Col.#3: Z of atom leaving, Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target, Y,Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.=  F(76.5 MeV) ==> Mylar_IC+Carbon Tetraflu( 36.0 mm) =======
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T  246  9 .6131928E+08   3601150E+02  .9610E+06  .8879E+06   .9999751  .0055958  .0043015
T  247  9 .6118103E+08   3601150E+02  .1822E+06  .9891E+06   .9999830 -.0034289  .0047219
T  248  9 .6146068E+08   3601150E+02 -.2060E+07  .4645E+06   .9999799 -.0063004  .0006935
T  249  9 .6122204E+08   3601150E+02  .2336E+07  .2618E+07   .9999735  .0053494  .0049345
T  250  9 .6137789E+08   3601150E+02 -.1195E+07  .1080E+07   .9999851 -.0042635  .0034112
T  251  9 .6128368E+08   3601150E+02  .7974E+06  .1337E+07   .9999735  .0052374  .0050556
T  252  9 .6145337E+08   3601150E+02  .3212E+06  .1784E+07   .9999692 -.0004865  .0078357
T  253  9 .6126339E+08   3601150E+02 -.1638E+07 -.1115E+07   .9999873 -.0035411 -.0035789
T  254  9 .6115673E+08   3601150E+02  .1459E+07  .1284E+07   .9999645  .0073091  .0041870
T  255  9 .6129091E+08   3601150E+02  .5576E+06  .2582E+06   .9999967  .0024857  .0005719
T  256  9 .6146974E+08   3601150E+02 -.2288E+07  .2225E+07   .9999556 -.0078182  .0052685
T  257  9 .6118783E+08   3601150E+02 -.4226E+07  .1348E+07   .9998599 -.0159835  .0049709
T  258  9 .6124193E+08   3601150E+02 -.1192E+06  .2768E+06   .9999972 -.0022974 -.0005340
T  259  9 .6153770E+08   3601150E+02 -.2544E+06 -.1966E+07   .9999813  .0003437 -.0061036
T  260  9 .6135323E+08   3601150E+02 -.2676E+07  .6895E+07   .9998127 -.0052995  .0186152
T  261  9 .6118810E+08   3601150E+02  .1105E+07  .8606E+05   .9999984 -.0016664  .0005909
T  262  9 .6114677E+08   3601150E+02  .1228E+07  .1114E+06   .9999968  .0024769 -.0004071
T  263  9 .6103441E+08   3601150E+02  .1713E+07  .1330E+06   .9999890  .0046769  .0001978
T  264  9 .6118265E+08   3601150E+02 -.3252E+06  .4522E+06   .9999979  .0002983  .0020510
T  265  9 .6128206E+08   3601150E+02 -.4460E+06 -.6652E+06   .9999990  .0010732 -.0008698
T  266  9 .6139282E+08   3601150E+02 -.1895E+07  .2844E+07   .9999565 -.0058398  .0072673
T  267  9 .6110014E+08   3601150E+02  .8822E+06 -.7792E+06   .9999905  .0008637 -.0042672
T  268  9 .6136422E+08   3601150E+02  .2068E+07 -.1302E+07   .9999771  .0048567 -.0047059
T  269  9 .6133633E+08   3601150E+02 -.4166E+05 -.1898E+07   .9999910  .0006739 -.0041860
T  270  9 .6137625E+08   3601150E+02  .3020E+06 -.1311E+07   .9999946  .0004156 -.0032615
T  271  9 .6128018E+08   3601150E+02  .6033E+05  .9344E+06   .9999772 -.0010987  .0066648
T  272  9 .6155331E+08   3601150E+02 -.2655E+06  .1266E+07   .9999978  .0001011  .0020803
T  273  9 .6127515E+08   3601150E+02  .3089E+06 -.8019E+05   .9999956  .0029649 -.0002136
T  274  9 .6147832E+08   3601150E+02 -.1638E+07 -.6113E+06   .9999863 -.0041877 -.0031265
T  275  9 .6124607E+08   3601150E+02 -.1949E+07  .9193E+06   .9999877 -.0046305  .0017942
T  276  9 .6131598E+08   3601150E+02 -.9202E+06  .1262E+07   .9999858 -.0042657  .0032041
T  277  9 .6130996E+08   3601150E+02 -.4243E+06 -.6635E+06   .9999941 -.0013627 -.0031457
T  278  9 .6136661E+08   3601150E+02  .7285E+06 -.2944E+07   .9999670 -.0002259 -.0081223
T  279  9 .6131858E+08   3601150E+02 -.1120E+07 -.6916E+06   .9999826 -.0048528 -.0033682
T  280  9 .6123715E+08   3601150E+02 -.8064E+06 -.1151E+06   .9999961 -.0027892 -.0001251
T  281  9 .6132608E+08   3601150E+02 -.2398E+07  .1510E+07   .9999424 -.0097322  .0045240
T  282  9 .6129247E+08   3601150E+02  .2981E+07  .7555E+05   .9999568  .0091777  .0015022
T  283  9 .6114683E+08   3601150E+02  .7847E+06 -.8179E+06   .9999919  .0032750 -.0023281
T  284  9 .6103674E+08   3601150E+02  .9190E+06  .1008E+07   .9999875  .0034315  .0036256
T  285  9 .6127095E+08   3601150E+02 -.4050E+06 -.5928E+06   .9999958 -.0017453 -.0022933
T  286  9 .6124768E+08   3601150E+02  .3652E+06  .1076E+07   .9999905  .0006391  .0043020
T  287  9 .6134372E+08   3601150E+02  .1786E+07  .3610E+07   .9999552  .0038791  .0086365
T  288  9 .6138469E+08   3601150E+02 -.1205E+07  .5616E+06   .9999906 -.0039942  .0016777
T  289  9 .6136843E+08   3601150E+02 -.9281E+06  .5347E+06   .9999973 -.0022028  .0007545
T  290  9 .6134234E+08   3601150E+02  .8310E+06  .9962E+06   .9999858  .0028703  .0044893
T  291  9 .6115740E+08   3601150E+02  .2717E+06  .1948E+07   .9999923  .0012644  .0037025
T  292  9 .6129099E+08   3601150E+02  .7718E+06 -.6299E+06   .9999904  .0040611 -.0016524
T  293  9 .6109322E+08   3601150E+02  .1813E+06  .1376E+06   .9999982  .0007173  .0017552
T  294  9 .6149495E+08   3601150E+02  .4038E+06 -.1594E+07   .9999894  .0020322 -.0041251
T  295  9 .6115738E+08   3601150E+02 -.1407E+07  .1022E+07   .9999777 -.0057984  .0033201
T  296  9 .6109476E+08   3601150E+02  .8481E+06  .6640E+06   .9999975  .0015417  .0016231
T  297  9 .6116224E+08   3601150E+02  .2199E+07 -.1811E+06   .9999639  .0082566 -.0019895
T  298  9 .6126745E+08   3601150E+02  .2644E+07  .7297E+06   .9999562  .0092714  .0012452
T  299  9 .6131146E+08   3601150E+02 -.5868E+06  .1086E+07   .9999927 -.0032688  .0019814
T  300  9 .6141906E+08   3601150E+02 -.2428E+06  .2711E+07   .9999606 -.0022669  .0085785
T  301  9 .6139739E+08   3601150E+02  .2133E+06  .1622E+07   .9999724  .0026511  .0069396
T  302  9 .6123261E+08   3601150E+02  .8631E+06 -.1100E+07   .9999910 -.0000243 -.0042356
T  303  9 .6135674E+08   3601150E+02  .4261E+06  .4655E+06   .9999971  .0006408  .0023329
T  304  9 .6112527E+08   3601150E+02  .1795E+07  .1361E+07   .9999388  .0104943  .0035037
T  305  9 .6117891E+08   3601150E+02 -.1782E+06  .9664E+06   .9999875 -.0008926  .0049275
T  306  9 .6130048E+08   3601150E+02 -.4286E+06  .9703E+06   .9999970 -.0004344  .0023904
T  307  9 .6144737E+08   3601150E+02  .1350E+07  .1005E+07   .9999901  .0033433  .0029233
T  308  9 .6120253E+08   3601150E+02 -.7720E+06  .9020E+06   .9999976 -.0019555 -.0009467
T  309  9 .6142782E+08   3601150E+02  .1015E+07  .6760E+05   .9999984  .0007682  .0016024
T  310  9 .6135280E+08   3601150E+02  .1521E+06  .8240E+06   .9999948  .0003966  .0032066
T  311  9 .6127290E+08   3601150E+02  .2444E+06  .1213E+07   .9999928  .0036378  .0011221
T  312  9 .6137362E+08   3601150E+02 -.3686E+06  .1629E+07   .9999434 -.0010837  .0105839
T  313  9 .6141717E+08   3601150E+02 -.1014E+07 -.2467E+07   .9999686 -.0039713 -.0068594
T  314  9 .6110124E+08   3601150E+02  .1359E+06 -.7592E+06   .9999990 -.0010494 -.0009964
T  315  9 .6125926E+08   3601150E+02  .4084E+07  .1368E+07   .9999399  .0098542  .0048105
T  316  9 .6129940E+08   3601150E+02 -.1582E+07  .9870E+06   .9999694 -.0077044  .0013237
T  317  9 .6115722E+08   3601150E+02  .3620E+06  .3125E+06   .9999821  .0059497  .0006580
T  318  9 .6104104E+08   3601150E+02 -.1294E+07 -.1350E+07   .9999498 -.0072002 -.0069626
T  319  9 .6130787E+08   3601150E+02  .1920E+06  .1270E+06   .9999992  .0006142  .0010958
T  320  9 .6112914E+08   3601150E+02 -.1153E+07  .5294E+06   .9999946 -.0031423  .0009231
T  321  9 .6136595E+08   3601150E+02 -.2462E+07 -.5516E+06   .9999677 -.0078227 -.0018560
T  322  9 .6112206E+08   3601150E+02 -.7186E+06 -.5124E+06   .9999962 -.0026633 -.0007036
T  323  9 .6118534E+08   3601150E+02 -.3766E+06 -.3288E+06   .9999989 -.0003074 -.0014688
T  324  9 .6138180E+08   3601150E+02  .7734E+06  .1748E+06   .9999998  .0005193  .0002444
T  325  9 .6156349E+08   3601150E+02 -.4680E+05  .4764E+05   .9999932  .0031463 -.0019022
T  326  9 .6112335E+08   3601150E+02 -.5325E+06  .6788E+06   .9999669 -.0065727  .0047859
T  327  9 .6128566E+08   3601150E+02 -.9445E+05  .6038E+06   .9999995 -.0002775  .0009802
T  328  9 .6120543E+08   3601150E+02  .1226E+07  .4723E+06   .9999941  .0022208  .0026085
T  329  9 .6124944E+08   3601150E+02 -.1586E+06 -.1648E+07   .9999715 -.0029978 -.0069220
T  330  9 .6123881E+08   3601150E+02 -.2845E+07  .2851E+06   .9999621 -.0086705 -.0008429
T  331  9 .6122963E+08   3601150E+02  .1793E+06  .3705E+06   .9999978  .0019960 -.0006158
T  332  9 .6150204E+08   3601150E+02 -.8401E+06 -.1580E+06   .9999996 -.0005431  .0007515
T  333  9 .6127687E+08   3601150E+02  .1809E+07  .3369E+07   .9999410  .0001250  .0108649
T  334  9 .6134925E+08   3601150E+02  .3529E+06 -.1251E+07   .9999759 -.0008193 -.0068934
T  335  9 .6147679E+08   3601150E+02 -.3140E+07 -.6981E+06   .9999728 -.0073015  .0010728
T  336  9 .6138661E+08   3601150E+02 -.1235E+05 -.1435E+06   .9999995  .0009361  .0001665
T  337  9 .6132754E+08   3601150E+02 -.5628E+06  .1320E+07   .9999931 -.0005444  .0036806
T  338  9 .6113110E+08   3601150E+02  .6179E+06 -.1868E+07   .9999850  .0009949 -.0053858
T  339  9 .6120935E+08   3601150E+02 -.2011E+06 -.2206E+07   .9999961  .0014764 -.0023601
T  340  9 .6130737E+08   3601150E+02  .2801E+07  .3817E+06   .9999067  .0124495  .0056143
T  341  9 .6113611E+08   3601150E+02  .2221E+07  .7370E+06   .9999659  .0075403  .0033568
T  342  9 .6131997E+08   3601150E+02  .3590E+06  .1650E+06   .9999985  .0014568  .0009748
T  343  9 .6147087E+08   3601150E+02 -.5087E+06 -.1474E+07   .9999921 -.0024897 -.0030906
T  344  9 .6135946E+08   3601150E+02 -.2885E+07 -.3684E+07   .9998753 -.0099864 -.0122326
T  345  9 .6134874E+08   3601150E+02 -.1035E+07 -.1370E+07   .9999823 -.0045593 -.0038220
T  346  9 .6119066E+08   3601150E+02 -.3890E+06 -.5748E+04   .9999889  .0003137 -.0046994
T  347  9 .6125801E+08   3601150E+02  .1405E+07  .9703E+06   .9999877  .0049582  .0001946
T  348  9 .6145172E+08   3601150E+02  .2325E+06  .1893E+07   .9999949 -.0000016  .0031934
T  349  9 .6138488E+08   3601150E+02 -.1574E+07 -.3052E+07   .9999211 -.0073541 -.0101831
T  350  9 .6141637E+08   3601150E+02 -.7255E+06  .4001E+05   .9999984 -.0017633  .0002541
T  351  9 .6109581E+08   3601150E+02  .1003E+07 -.2271E+07   .9999884  .0027920 -.0039275
T  352  9 .6111702E+08   3601150E+02 -.9637E+06 -.1301E+07   .9999874 -.0030424 -.0040016
T  353  9 .6110941E+08   3601150E+02 -.4595E+06  .6344E+04   .9999986  .0006882  .0015024
T  354  9 .6109719E+08   3601150E+02 -.5438E+06  .2357E+07   .9999110 -.0052393  .0122724
T  355  9 .6115356E+08   3601150E+02 -.2307E+07  .2720E+07   .9999291 -.0092758  .0074636
T  356  9 .6132000E+08   3601150E+02  .7886E+06  .4372E+06   .9999932  .0036806  .0001780
T  357  9 .6122461E+08   3601150E+02 -.2397E+06  .1398E+07   .9999891 -.0004131  .0046492
T  358  9 .6150339E+08   3601150E+02 -.1411E+07 -.6776E+04   .9999954 -.0030403  .0000428
T  359  9 .6136798E+08   3601150E+02 -.5936E+05 -.1154E+07   .9999949 -.0016841 -.0027005
T  360  9 .6119718E+08   3601150E+02 -.3151E+07  .2179E+07   .9999426 -.0084146  .0066293
T  361  9 .6138830E+08   3601150E+02 -.4724E+06 -.7599E+06   .9999905 -.0029932 -.0031773
T  362  9 .6115343E+08   3601150E+02  .1109E+06  .2278E+06   .9999977 -.0016841 -.0013471
T  363  9 .6120505E+08   3601150E+02 -.8484E+06  .2880E+06   .9999995 -.0004026 -.0008984
T  364  9 .6115587E+08   3601150E+02 -.1699E+07  .3745E+05   .9999858 -.0052594 -.0008079
T  365  9 .6117781E+08   3601150E+02  .3404E+07 -.1188E+07   .9999498  .0090647 -.0042633
T  366  9 .6134504E+08   3601150E+02  .3093E+06 -.3942E+06   .9999930  .0006136 -.0036824
T  367  9 .6122506E+08   3601150E+02  .1057E+07  .9034E+06   .9999868  .0048973  .0015739
T  368  9 .6136866E+08   3601150E+02  .8781E+06 -.2003E+05   .9999959  .0027037 -.0008984
T  369  9 .6129134E+08   3601150E+02  .1334E+06 -.4110E+06   .9999997  .0005503  .0005811
T  370  9 .6155933E+08   3601150E+02 -.4573E+06  .2570E+06   .9999935 -.0016820  .0031761
T  371  9 .6151306E+08   3601150E+02  .1815E+07 -.2288E+06   .9999919  .0040080 -.0003834
T  372  9 .6110398E+08   3601150E+02  .1184E+06  .2683E+07   .9999694  .0014239  .0076936
T  373  9 .6126718E+08   3601150E+02 -.7649E+06  .1144E+07   .9999769 -.0030247  .0060906
T  374  9 .6121972E+08   3601150E+02  .1298E+07 -.1171E+07   .9999890  .0038371 -.0026965
T  375  9 .6111635E+08   3601150E+02 -.1523E+07  .9189E+06   .9999862 -.0048367  .0020702
T  376  9 .6136687E+08   3601150E+02 -.4785E+06 -.2420E+07   .9999834 -.0013765 -.0055999
T  377  9 .6136709E+08   3601150E+02  .1201E+07  .6129E+03   .9999906  .0043297  .0003293
T  378  9 .6131092E+08   3601150E+02  .1526E+07  .1944E+07   .9999668  .0011281  .0080645
T  379  9 .6131515E+08   3601150E+02  .9315E+06 -.7570E+06   .9999964  .0026718 -.0003945
T  380  9 .6116087E+08   3601150E+02 -.5280E+06  .1660E+07   .9999928 -.0020095  .0032122
T  381  9 .6105504E+08   3601150E+02  .5769E+06  .2777E+06   .9999954  .0003312  .0030104
T  382  9 .6118816E+08   3601150E+02 -.4617E+06 -.8580E+06   .9999996 -.0006632 -.0006106
T  383  9 .6135978E+08   3601150E+02  .3557E+07 -.2880E+07   .9999226  .0111513 -.0055086
T  384  9 .6126950E+08   3601150E+02 -.3601E+06  .2321E+07   .9999796 -.0028303  .0057311
T  385  9 .6129211E+08   3601150E+02 -.1377E+06 -.4257E+06   .9999930  .0030029 -.0022206
T  386  9 .6127624E+08   3601150E+02 -.6187E+06 -.1050E+07   .9999995 -.0000732 -.0009870
T  387  9 .6117457E+08   3601150E+02 -.3788E+06 -.1458E+07   .9999718 -.0023840 -.0071184
T  388  9 .6142290E+08   3601150E+02  .4218E+06  .1211E+07   .9999959  .0017866  .0022427
T  389  9 .6153340E+08   3601150E+02  .1837E+07 -.1169E+07   .9999658  .0070212 -.0043618
T  390  9 .6116927E+08   3601150E+02  .8755E+06  .7814E+06   .9999928  .0028494  .0025031
T  391  9 .6128379E+08   3601150E+02 -.8268E+06  .7722E+06   .9999930 -.0020529  .0031203
T  392  9 .6133491E+08   3601150E+02 -.2621E+07 -.1079E+07   .9999581 -.0085351 -.0032961
T  393  9 .6134780E+08   3601150E+02 -.7059E+06 -.1290E+07   .9999955 -.0012900 -.0027088
T  394  9 .6125777E+08   3601150E+02  .9762E+06 -.9954E+06   .9999904  .0020326 -.0038704
T  395  9 .6122878E+08   3601150E+02  .7345E+06  .1236E+07   .9999965 -.0020653  .0016491
T  396  9 .6112631E+08   3601150E+02  .1251E+06 -.3208E+07   .9999474  .0018139 -.0100914
T  397  9 .6149270E+08   3601150E+02  .2928E+07  .2213E+07   .9999478  .0088098  .0051689
T  398  9 .6137843E+08   3601150E+02 -.8378E+06 -.3720E+06   .9999977 -.0013114 -.0017124
T  399  9 .6136983E+08   3601150E+02  .2502E+07 -.1692E+06   .9999794 -.0023932 -.0059624
T  400  9 .6104436E+08   3601150E+02  .4692E+06 -.5613E+06   .9999957 -.0007234 -.0028570
T  401  9 .6121743E+08   3601150E+02 -.3051E+07  .1514E+07   .9999226 -.0109052  .0059813
T  402  9 .6146419E+08   3601150E+02 -.1271E+07 -.1558E+05   .9999975 -.0021477  .0006467
T  403  9 .6116464E+08   3601150E+02  .1304E+07 -.2725E+06   .9999928  .0027361 -.0026292
T  404  9 .6117520E+08   3601150E+02 -.2353E+07 -.1120E+06   .9999779 -.0066068 -.0006957
T  405  9 .6101542E+08   3601150E+02 -.8903E+06 -.2090E+07   .9999631 -.0042764 -.0074494
T  406  9 .6127465E+08   3601150E+02 -.1814E+07 -.1879E+06   .9999587 -.0090860 -.0000789
T  407  9 .6122427E+08   3601150E+02  .7919E+06  .1016E+07   .9999875  .0033345  .0037241
T  408  9 .6133543E+08   3601150E+02 -.3882E+06 -.1113E+07   .9999897 -.0024431 -.0038289
T  409  9 .6105695E+08   3601150E+02  .2031E+07 -.3389E+07   .9999044  .0044090 -.0131081
T  410  9 .6115526E+08   3601150E+02  .1751E+07 -.1145E+07   .9999703  .0065104 -.0041223
T  411  9 .6110942E+08   3601150E+02 -.1098E+07  .2470E+06   .9999938 -.0032904 -.0012437
T  412  9 .6126177E+08   3601150E+02  .4638E+06 -.5751E+06   .9999958  .0006598 -.0028294
T  413  9 .6140081E+08   3601150E+02  .8440E+06  .8384E+06   .9999905 -.0003620  .0043473
T  414  9 .6139665E+08   3601150E+02 -.1833E+07 -.2592E+06   .9999917 -.0039643 -.0009482
T  415  9 .6130612E+08   3601150E+02  .1717E+07  .3814E+06   .9999600  .0088785  .0010538
T  416  9 .6132567E+08   3601150E+02  .1341E+07 -.1464E+07   .9999867  .0023600 -.0045865
T  417  9 .6137052E+08   3601150E+02  .7849E+07 -.5531E+07   .9996762  .0207078 -.0147846
T  418  9 .6126983E+08   3601150E+02 -.1322E+07 -.1413E+07   .9999891 -.0043434 -.0016947
T  419  9 .6135176E+08   3601150E+02  .1095E+07  .6172E+06   .9999915  .0027365  .0030905
T  420  9 .6114122E+08   3601150E+02  .4893E+06  .7099E+06   .9999998 -.0005162  .0002281
T  421  9 .6131920E+08   3601150E+02  .2586E+07  .2846E+07   .9999610  .0057729  .0066822
T  422  9 .6132141E+08   3601150E+02  .3829E+06  .6428E+06   .9999980  .0014337  .0013925
T  423  9 .6130098E+08   3601150E+02 -.3476E+06  .3507E+06   .9999982  .0011487  .0015136
T  424  9 .6139504E+08   3601150E+02 -.1125E+07 -.1156E+07   .9999912 -.0030527 -.0028686
T  425  9 .6139997E+08   3601150E+02  .1363E+07 -.6156E+06   .9999943  .0031980 -.0011278
T  426  9 .6168821E+08   3601150E+02  .7205E+06 -.1773E+07   .9999864  .0011928 -.0050856
T  427  9 .6147999E+08   3601150E+02 -.5318E+06  .1075E+07   .9999867 -.0035788  .0037018
T  428  9 .6133230E+08   3601150E+02 -.6700E+06 -.4438E+06   .9999997 -.0006006  .0004524
T  429  9 .6145674E+08   3601150E+02  .4750E+06  .4453E+06   .9999993 -.0005065  .0010571
T  430  9 .6136036E+08   3601150E+02  .1154E+07  .7275E+06   .9999897  .0042117  .0016731
T  431  9 .6132839E+08   3601150E+02 -.1963E+07  .8795E+06   .9999870 -.0049224  .0013437
T  432  9 .6122379E+08   3601150E+02  .1344E+07 -.1439E+07   .9999798  .0050694 -.0038416
T  433  9 .6134294E+08   3601150E+02  .2590E+07  .1156E+07   .9999672  .0079539  .0015124
T  434  9 .6145081E+08   3601150E+02  .1112E+07 -.6608E+06   .9999910  .0024592 -.0034699
T  435  9 .6117977E+08   3601150E+02  .2665E+07 -.1142E+07   .9999582  .0086958 -.0028133
T  436  9 .6139758E+08   3601150E+02 -.1188E+07 -.2651E+07   .9999684 -.0027529 -.0074558
T  437  9 .6121942E+08   3601150E+02 -.3882E+07  .3349E+07   .9998944 -.0109746  .0095256
T  438  9 .6108092E+08   3601150E+02 -.1582E+07 -.1106E+07   .9999878 -.0024303 -.0043005
T  439  9 .6121856E+08   3601150E+02 -.1417E+06 -.3027E+06   .9999879 -.0043845 -.0022146
T  440  9 .6116990E+08   3601150E+02  .1113E+07 -.8778E+05   .9999860  .0052809 -.0002443
T  441  9 .6101696E+08   3601150E+02  .2335E+06  .1531E+07   .9999823  .0005649  .0059264
T  442  9 .6116335E+08   3601150E+02  .7734E+06 -.8094E+06   .9999918  .0030085 -.0027153
T  443  9 .6116559E+08   3601150E+02 -.5469E+05 -.1080E+07   .9999606 -.0060098 -.0065382
T  444  9 .6109812E+08   3601150E+02  .7696E+06 -.3104E+06   .9999980  .0018619 -.0007433
T  445  9 .6118652E+08   3601150E+02 -.4026E+06  .9405E+06   .9999839 -.0048201  .0029826
T  446  9 .6128037E+08   3601150E+02  .5173E+06 -.6829E+06   .9999834  .0057582 -.0001724
T  447  9 .6146661E+08   3601150E+02 -.4664E+06 -.1535E+07   .9999739 -.0049468 -.0052603
T  448  9 .6140516E+08   3601150E+02  .1638E+07  .2117E+07   .9999658  .0034715  .0075008
T  449  9 .6133164E+08   3601150E+02 -.3763E+06 -.3439E+05   .9999999  .0003669  .0003224
T  450  9 .6123519E+08   3601150E+02 -.7468E+06  .1631E+07   .9999900 -.0012943  .0042833
T  451  9 .6118972E+08   3601150E+02  .5660E+06 -.4729E+06   .9999896  .0036980 -.0026652
T  452  9 .6137679E+08   3601150E+02  .1918E+07 -.8756E+06   .9999949  .0031765  .0002460
T  453  9 .6113641E+08   3601150E+02  .1033E+06 -.3142E+05   .9999965  .0000565 -.0026297
T  454  9 .6132048E+08   3601150E+02  .5662E+06 -.9137E+06   .9999981 -.0006088 -.0018270
T  455  9 .6123889E+08   3601150E+02 -.2562E+07  .1334E+07   .9999721 -.0064910  .0036961
T  456  9 .6123226E+08   3601150E+02  .1838E+07  .1988E+07   .9999515  .0076835  .0061574
T  457  9 .6131663E+08   3601150E+02  .2915E+07  .1107E+07   .9999591  .0085339  .0029913
T  458  9 .6134721E+08   3601150E+02 -.2131E+07  .2775E+07   .9998764 -.0111093  .0111230
T  459  9 .6139947E+08   3601150E+02  .3828E+06  .9451E+06   .9999966 -.0001250  .0026160
T  460  9 .6117337E+08   3601150E+02  .1684E+07 -.3032E+07   .9999547  .0036452 -.0087920
T  461  9 .6142031E+08   3601150E+02  .6790E+06  .1471E+06   .9999895  .0045455  .0006088
T  462  9 .6127712E+08   3601150E+02 -.5998E+05  .4395E+06   .9999849 -.0036872 -.0040858
T  463  9 .6125747E+08   3601150E+02  .2227E+07 -.6039E+07   .9998682  .0056707 -.0152138
T  464  9 .6129315E+08   3601150E+02  .5800E+05 -.2242E+06   .9999958  .0012311 -.0026080
T  465  9 .6118931E+08   3601150E+02  .9479E+06  .2498E+06   .9999908  .0035842  .0023543
T  466  9 .6149328E+08   3601150E+02  .4794E+06 -.7966E+06   .9999819  .0003055 -.0060082
T  467  9 .6123667E+08   3601150E+02 -.8871E+06  .1517E+07   .9999952 -.0007547  .0029975
T  468  9 .6120719E+08   3601150E+02 -.1401E+07  .1735E+06   .9999948 -.0032272 -.0002200
T  469  9 .6145998E+08   3601150E+02 -.1145E+07 -.3730E+04   .9999559 -.0087813 -.0033295
T  470  9 .6128468E+08   3601150E+02  .4355E+07 -.2575E+06   .9999360  .0112750 -.0008868
T  471  9 .6102621E+08   3601150E+02  .4362E+06 -.4632E+06   .9999860  .0047896 -.0022532
T  472  9 .6113690E+08   3601150E+02 -.6035E+06 -.1097E+07   .9999957 -.0022411 -.0018752
T  473  9 .6143612E+08   3601150E+02 -.1165E+07 -.9946E+06   .9999763 -.0048224 -.0049177
T  474  9 .6105152E+08   3601150E+02  .2097E+07  .3170E+07   .9998946  .0119325  .0082747
T  475  9 .6134067E+08   3601150E+02 -.7654E+06  .1313E+07   .9999884 -.0041072  .0025308
T  476  9 .6146272E+08   3601150E+02  .7727E+06 -.1204E+06   .9999993  .0009931 -.0006984
T  477  9 .6126768E+08   3601150E+02 -.1106E+06 -.1486E+06   .9999841 -.0050472 -.0025244
T  478  9 .6125725E+08   3601150E+02 -.1958E+07  .5754E+06   .9999707 -.0075661  .0011286
T  479  9 .6119862E+08   3601150E+02 -.8652E+05  .4135E+07   .9999111  .0017340  .0132182
T  480  9 .6142623E+08   3601150E+02 -.2459E+06  .1700E+07   .9999919 -.0000015  .0040270
T  481  9 .6104752E+08   3601150E+02  .8172E+06 -.5338E+06   .9999943  .0015738 -.0030008
T  482  9 .6121640E+08   3601150E+02  .2635E+06 -.6833E+06   .9999958  .0009563 -.0027421
T  483  9 .6158998E+08   3601150E+02  .3884E+07 -.6034E+07   .9997826  .0060048 -.0199685
T  484  9 .6125302E+08   3601150E+02  .1644E+07  .1165E+07   .9999927  .0038069  .0001281
T  485  9 .6134359E+08   3601150E+02  .2868E+06 -.1723E+07   .9999760  .0019234 -.0066550
T  486  9 .6136233E+08   3601150E+02 -.1742E+06 -.1708E+07   .9999868 -.0028254 -.0042963
T  487  9 .6134129E+08   3601150E+02 -.1248E+06 -.2191E+07   .9999542 -.0004961 -.0095582
T  488  9 .6129899E+08   3601150E+02 -.2391E+06 -.6247E+06   .9999991  .0000275 -.0013131
T  489  9 .6134358E+08   3601150E+02  .1580E+06  .5299E+06   .9999986  .0003831  .0016424
T  490  9 .6119924E+08   3601150E+02 -.6434E+06  .7177E+05   .9999994 -.0008172 -.0007355
T  491  9 .6133499E+08   3601150E+02 -.4406E+05 -.1439E+06   .9999984 -.0017677 -.0001622
T  492  9 .6111667E+08   3601150E+02 -.1979E+07 -.5439E+06   .9999847 -.0050272 -.0023227
T  493  9 .6108073E+08   3601150E+02  .2712E+06 -.6759E+05   .9999988  .0011080  .0011132
T  494  9 .6111173E+08   3601150E+02 -.1468E+07  .1591E+06   .9999970 -.0024275 -.0003305
T  495  9 .6125421E+08   3601150E+02  .1111E+07  .3410E+06   .9999983  .0015956 -.0008954
T  496  9 .6140419E+08   3601150E+02  .1604E+07 -.5544E+06   .9999974 -.0002343 -.0022698
T  497  9 .6140264E+08   3601150E+02  .1063E+07  .1613E+07   .9999781  .0040978  .0051977
T  498  9 .6122166E+08   3601150E+02  .4959E+07  .5256E+07   .9994748  .0176990  .0271440
T  499  9 .6140682E+08   3601150E+02 -.3008E+07 -.1784E+07   .9999589 -.0060548 -.0067543
T  500  9 .6123595E+08   3601150E+02 -.9219E+06 -.2751E+07   .9999782 -.0021304 -.0062538
T  501  9 .6139821E+08   3601150E+02 -.1500E+07 -.4998E+05   .9999768 -.0064428 -.0022161
T  502  9 .6129526E+08   3601150E+02  .6910E+06 -.1434E+07   .9999850  .0027696 -.0047268
T  503  9 .6126241E+08   3601150E+02  .2083E+07  .1392E+08   .9992122  .0050833  .0393581
T  504  9 .6133207E+08   3601150E+02  .7110E+06 -.1362E+07   .9999956  .0001418 -.0029546
T  505  9 .6138508E+08   3601150E+02 -.8962E+06  .1031E+07   .9999876 -.0022884  .0044134
T  506  9 .6131345E+08   3601150E+02 -.3323E+07  .1145E+07   .9999548 -.0089309  .0032706
