 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> August 18, 2025 
 ==================================================================

 Disk File Name = SRIM Outputs\17F_H2-iC4H10_95-5_740mbar.txt

 Ion = Fluorine [9] , Mass = 17 amu

 Target Density =  1.4630E-04 g/cm3 = 4.7517E+19 atoms/cm3
 Target is a GAS 
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      H      1    019.23    010.45   
      C      6    007.69    049.82   
      H      1    073.08    039.73   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / mm       
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  37.50 keV   4.090E-02  3.375E-02  524.26 um    79.06 um    66.74 um  
  40.00 keV   4.315E-02  3.284E-02  556.09 um    82.41 um    70.18 um  
  45.00 keV   4.570E-02  3.119E-02  618.96 um    88.95 um    76.83 um  
  50.00 keV   4.679E-02  2.972E-02  681.77 um    95.15 um    83.24 um  
  55.00 keV   4.722E-02  2.840E-02  745.23 um   101.17 um    89.49 um  
  60.00 keV   4.740E-02  2.722E-02  809.61 um   107.07 um    95.63 um  
  65.00 keV   4.755E-02  2.614E-02  874.92 um   112.88 um   101.68 um  
  70.00 keV   4.777E-02  2.516E-02  941.07 um   118.59 um   107.68 um  
  80.00 keV   4.859E-02  2.344E-02    1.08 mm   130.33 um   119.51 um  
  90.00 keV   4.996E-02  2.198E-02    1.21 mm   141.49 um   131.11 um  
 100.00 keV   5.179E-02  2.071E-02    1.35 mm   151.99 um   142.44 um  
 110.00 keV   5.398E-02  1.960E-02    1.48 mm   161.80 um   153.45 um  
 120.00 keV   5.642E-02  1.862E-02    1.61 mm   170.92 um   164.09 um  
 130.00 keV   5.903E-02  1.775E-02    1.74 mm   179.38 um   174.33 um  
 140.00 keV   6.174E-02  1.697E-02    1.87 mm   187.20 um   184.15 um  
 150.00 keV   6.449E-02  1.626E-02    1.99 mm   194.45 um   193.54 um  
 160.00 keV   6.724E-02  1.562E-02    2.11 mm   201.18 um   202.52 um  
 170.00 keV   6.997E-02  1.504E-02    2.23 mm   207.43 um   211.10 um  
 180.00 keV   7.266E-02  1.450E-02    2.34 mm   213.25 um   219.29 um  
 200.00 keV   7.782E-02  1.355E-02    2.56 mm   224.82 um   234.60 um  
 225.00 keV   8.383E-02  1.254E-02    2.82 mm   237.90 um   251.96 um  
 250.00 keV   8.932E-02  1.169E-02    3.07 mm   249.19 um   267.62 um  
 275.00 keV   9.432E-02  1.096E-02    3.31 mm   259.11 um   281.86 um  
 300.00 keV   9.888E-02  1.032E-02    3.54 mm   267.95 um   294.91 um  
 325.00 keV   1.031E-01  9.769E-03    3.76 mm   275.91 um   306.93 um  
 350.00 keV   1.069E-01  9.277E-03    3.98 mm   283.15 um   318.09 um  
 375.00 keV   1.104E-01  8.837E-03    4.19 mm   289.80 um   328.50 um  
 400.00 keV   1.137E-01  8.442E-03    4.40 mm   295.94 um   338.25 um  
 450.00 keV   1.197E-01  7.760E-03    4.79 mm   309.49 um   356.09 um  
 500.00 keV   1.251E-01  7.191E-03    5.17 mm   321.37 um   372.11 um  
 550.00 keV   1.300E-01  6.708E-03    5.54 mm   331.95 um   386.65 um  
 600.00 keV   1.347E-01  6.292E-03    5.90 mm   341.47 um   399.95 um  
 650.00 keV   1.392E-01  5.929E-03    6.25 mm   350.11 um   412.20 um  
 700.00 keV   1.436E-01  5.610E-03    6.59 mm   358.01 um   423.54 um  
 800.00 keV   1.524E-01  5.074E-03    7.24 mm   377.51 um   443.92 um  
 900.00 keV   1.614E-01  4.640E-03    7.85 mm   394.05 um   461.74 um  
   1.00 MeV   1.707E-01  4.281E-03    8.44 mm   408.24 um   477.47 um  
   1.10 MeV   1.803E-01  3.978E-03    8.99 mm   420.52 um   491.44 um  
   1.20 MeV   1.903E-01  3.718E-03    9.52 mm   431.22 um   503.91 um  
   1.30 MeV   2.007E-01  3.494E-03   10.02 mm   440.61 um   515.08 um  
   1.40 MeV   2.113E-01  3.297E-03   10.49 mm   448.88 um   525.14 um  
   1.50 MeV   2.222E-01  3.123E-03   10.95 mm   456.21 um   534.22 um  
   1.60 MeV   2.331E-01  2.968E-03   11.38 mm   462.73 um   542.46 um  
   1.70 MeV   2.442E-01  2.829E-03   11.79 mm   468.58 um   549.95 um  
   1.80 MeV   2.553E-01  2.703E-03   12.19 mm   473.85 um   556.80 um  
   2.00 MeV   2.772E-01  2.485E-03   12.93 mm   488.60 um   568.83 um  
   2.25 MeV   3.036E-01  2.261E-03   13.78 mm   506.47 um   581.41 um  
   2.50 MeV   3.283E-01  2.077E-03   14.57 mm   521.04 um   591.92 um  
   2.75 MeV   3.508E-01  1.923E-03   15.30 mm   533.29 um   600.87 um  
   3.00 MeV   3.710E-01  1.791E-03   15.99 mm   543.86 um   608.63 um  
   3.25 MeV   3.888E-01  1.678E-03   16.64 mm   553.18 um   615.45 um  
   3.50 MeV   4.043E-01  1.579E-03   17.27 mm   561.56 um   621.54 um  
   3.75 MeV   4.177E-01  1.492E-03   17.87 mm   569.21 um   627.04 um  
   4.00 MeV   4.291E-01  1.415E-03   18.46 mm   576.30 um   632.05 um  
   4.50 MeV   4.468E-01  1.284E-03   19.60 mm   600.08 um   640.95 um  
   5.00 MeV   4.591E-01  1.177E-03   20.70 mm   621.42 um   648.73 um  
   5.50 MeV   4.670E-01  1.087E-03   21.78 mm   641.09 um   655.68 um  
   6.00 MeV   4.718E-01  1.011E-03   22.84 mm   659.62 um   662.02 um  
   6.50 MeV   4.741E-01  9.452E-04   23.89 mm   677.32 um   667.88 um  
   7.00 MeV   4.745E-01  8.882E-04   24.95 mm   694.44 um   673.37 um  
   8.00 MeV   4.714E-01  7.938E-04   27.06 mm   757.49 um   683.52 um  
   9.00 MeV   4.650E-01  7.186E-04   29.19 mm   816.75 um   692.88 um  
  10.00 MeV   4.565E-01  6.572E-04   31.35 mm   873.67 um   701.72 um  
  11.00 MeV   4.470E-01  6.060E-04   33.57 mm   929.13 um   710.20 um  
  12.00 MeV   4.368E-01  5.627E-04   35.83 mm   983.72 um   718.45 um  
  13.00 MeV   4.264E-01  5.255E-04   38.14 mm     1.04 mm   726.56 um  
  14.00 MeV   4.160E-01  4.933E-04   40.51 mm     1.09 mm   734.60 um  
  15.00 MeV   4.056E-01  4.649E-04   42.94 mm     1.15 mm   742.61 um  
  16.00 MeV   3.955E-01  4.399E-04   45.44 mm     1.20 mm   750.65 um  
  17.00 MeV   3.856E-01  4.175E-04   48.00 mm     1.25 mm   758.75 um  
  18.00 MeV   3.760E-01  3.975E-04   50.62 mm     1.31 mm   766.93 um  
  20.00 MeV   3.578E-01  3.629E-04   56.07 mm     1.52 mm   783.66 um  
  22.50 MeV   3.369E-01  3.278E-04   63.26 mm     1.83 mm   805.46 um  
  25.00 MeV   3.180E-01  2.992E-04   70.90 mm     2.13 mm   828.45 um  
  27.50 MeV   3.010E-01  2.754E-04   78.97 mm     2.42 mm   852.84 um  
  30.00 MeV   2.857E-01  2.553E-04   87.49 mm     2.70 mm   878.75 um  
  32.50 MeV   2.718E-01  2.381E-04   96.46 mm     2.99 mm   906.31 um  
  35.00 MeV   2.603E-01  2.232E-04  105.85 mm     3.27 mm   935.54 um  
  37.50 MeV   2.502E-01  2.102E-04  115.64 mm     3.55 mm   966.42 um  
  40.00 MeV   2.396E-01  1.986E-04  125.85 mm     3.84 mm   999.05 um  
  45.00 MeV   2.218E-01  1.791E-04  147.53 mm     4.92 mm     1.07 mm  
  50.00 MeV   2.072E-01  1.633E-04  170.85 mm     5.92 mm     1.15 mm  
  55.00 MeV   1.949E-01  1.502E-04  195.72 mm     6.89 mm     1.23 mm  
  60.00 MeV   1.842E-01  1.391E-04  222.10 mm     7.84 mm     1.32 mm  
  65.00 MeV   1.749E-01  1.296E-04  249.94 mm     8.78 mm     1.42 mm  
  70.00 MeV   1.667E-01  1.214E-04  279.20 mm     9.71 mm     1.53 mm  
  80.00 MeV   1.529E-01  1.079E-04  341.82 mm    13.15 mm     1.75 mm  
  90.00 MeV   1.415E-01  9.716E-05  409.78 mm    16.29 mm     2.00 mm  
 100.00 MeV   1.319E-01  8.848E-05  482.93 mm    19.31 mm     2.27 mm  
 110.00 MeV   1.236E-01  8.129E-05  561.20 mm    22.26 mm     2.56 mm  
 120.00 MeV   1.163E-01  7.523E-05  644.56 mm    25.20 mm     2.87 mm  
 130.00 MeV   1.098E-01  7.005E-05  733.02 mm    28.14 mm     3.19 mm  
 140.00 MeV   1.039E-01  6.557E-05  826.63 mm    31.11 mm     3.54 mm  
 150.00 MeV   9.849E-02  6.165E-05  925.47 mm    34.12 mm     3.90 mm  
 160.00 MeV   9.355E-02  5.819E-05    1.03 m     37.17 mm     4.28 mm  
 170.00 MeV   8.900E-02  5.512E-05    1.14 m     40.28 mm     4.68 mm  
 180.00 MeV   8.480E-02  5.237E-05    1.25 m     43.46 mm     5.10 mm  
 200.00 MeV   7.730E-02  4.765E-05    1.50 m     55.78 mm     6.00 mm  
 225.00 MeV   6.934E-02  4.287E-05    1.84 m     73.82 mm     7.24 mm  
 250.00 MeV   6.267E-02  3.900E-05    2.22 m     91.28 mm     8.61 mm  
 275.00 MeV   5.708E-02  3.579E-05    2.64 m    108.79 mm    10.12 mm  
 300.00 MeV   5.237E-02  3.310E-05    3.10 m    126.59 mm    11.78 mm  
 325.00 MeV   4.841E-02  3.079E-05    3.59 m    144.80 mm    13.58 mm  
 350.00 MeV   4.509E-02  2.880E-05    4.13 m    163.42 mm    15.53 mm  
 375.00 MeV   4.231E-02  2.706E-05    4.70 m    182.40 mm    17.61 mm  
 400.00 MeV   4.000E-02  2.553E-05    5.31 m    201.67 mm    19.84 mm  
 450.00 MeV   3.653E-02  2.295E-05    6.62 m    273.77 mm    24.64 mm  
 500.00 MeV   3.426E-02  2.086E-05    8.03 m    339.06 mm    29.84 mm  
 550.00 MeV   3.186E-02  1.913E-05    9.54 m    401.05 mm    35.40 mm  
 600.00 MeV   2.965E-02  1.768E-05   11.17 m    462.47 mm    41.33 mm  
 650.00 MeV   2.775E-02  1.644E-05   12.91 m    524.19 mm    47.67 mm  
 700.00 MeV   2.610E-02  1.537E-05   14.77 m    586.46 mm    54.39 mm  
 800.00 MeV   2.339E-02  1.361E-05   18.82 m    819.85 mm    68.97 mm  
 900.00 MeV   2.125E-02  1.223E-05   23.30 m      1.04 m     85.05 mm  
   1.00 GeV   1.951E-02  1.111E-05   28.21 m      1.25 m    102.55 mm  
   1.10 GeV   1.807E-02  1.019E-05   33.54 m      1.46 m    121.45 mm  
   1.20 GeV   1.686E-02  9.408E-06   39.27 m      1.67 m    141.70 mm  
   1.30 GeV   1.582E-02  8.744E-06   45.39 m      1.88 m    163.24 mm  
   1.40 GeV   1.493E-02  8.172E-06   51.89 m      2.09 m    186.05 mm  
   1.50 GeV   1.415E-02  7.672E-06   58.77 m      2.31 m    210.08 mm  
   1.60 GeV   1.346E-02  7.232E-06   66.02 m      2.53 m    235.30 mm  
   1.70 GeV   1.285E-02  6.841E-06   73.62 m      2.75 m    261.67 mm  
   1.80 GeV   1.230E-02  6.492E-06   81.58 m      2.97 m    289.15 mm  
   2.00 GeV   1.137E-02  5.895E-06   98.49 m      3.81 m    347.36 mm  
   2.25 GeV   1.042E-02  5.291E-06  121.46 m      5.01 m    425.86 mm  
   2.50 GeV   9.661E-03  4.803E-06  146.37 m      6.13 m    510.29 mm  
   2.75 GeV   9.033E-03  4.401E-06  173.13 m      7.20 m    600.27 mm  
   3.00 GeV   8.507E-03  4.062E-06  201.64 m      8.26 m    695.39 mm  
   3.25 GeV   8.060E-03  3.774E-06  231.83 m      9.30 m    795.33 mm  
   3.50 GeV   7.675E-03  3.525E-06  263.61 m     10.33 m    899.75 mm  
   3.75 GeV   7.340E-03  3.308E-06  296.92 m     11.35 m      1.01 m   
   4.00 GeV   7.046E-03  3.117E-06  331.67 m     12.37 m      1.12 m   
   4.50 GeV   6.556E-03  2.796E-06  405.24 m     16.17 m      1.36 m   
   5.00 GeV   6.163E-03  2.537E-06  483.90 m     19.63 m      1.61 m   
   5.50 GeV   5.841E-03  2.324E-06  567.23 m     22.90 m      1.87 m   
   6.00 GeV   5.574E-03  2.144E-06  654.85 m     26.04 m      2.13 m   
   6.50 GeV   5.348E-03  1.991E-06  746.41 m     29.09 m      2.41 m   
   7.00 GeV   5.155E-03  1.859E-06  841.62 m     32.06 m      2.70 m   
   8.00 GeV   4.845E-03  1.643E-06    1.04 km    42.77 m      3.29 m   
   9.00 GeV   4.606E-03  1.474E-06    1.25 km    52.21 m      3.89 m   
  10.00 GeV   4.418E-03  1.337E-06    1.48 km    60.91 m      4.52 m   
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  1.0000E-01                 eV / Angstrom 
  1.0000E+00                keV / micron   
  1.0000E+00                MeV / mm       
  6.8355E+01                keV / (ug/cm2) 
  6.8355E+01                MeV / (mg/cm2) 
  6.8355E+04                keV / (mg/cm2) 
  2.1045E+02                 eV / (1E15 atoms/cm2)
  5.2240E+00                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
