 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> August 17, 2025 
 ==================================================================

 Disk File Name = SRIM Outputs\1H_H2-iC4H10_95-5_650mbar.txt

 Ion = Hydrogen [1] , Mass = 1.008 amu

 Target Density =  1.2900E-04 g/cm3 = 4.1898E+19 atoms/cm3
 Target is a GAS 
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      H      1    019.23    010.45   
      C      6    007.69    049.82   
      H      1    073.08    039.73   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / mm       
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  35.00 keV   2.791E-02  9.784E-05    1.83 mm   132.11 um   171.54 um  
  37.50 keV   2.831E-02  9.250E-05    1.92 mm   133.74 um   174.34 um  
  40.00 keV   2.865E-02  8.775E-05    2.01 mm   135.28 um   177.00 um  
  45.00 keV   2.915E-02  7.969E-05    2.18 mm   139.20 um   181.95 um  
  50.00 keV   2.946E-02  7.307E-05    2.35 mm   142.83 um   186.51 um  
  55.00 keV   2.960E-02  6.754E-05    2.52 mm   146.25 um   190.79 um  
  60.00 keV   2.961E-02  6.284E-05    2.68 mm   149.52 um   194.85 um  
  65.00 keV   2.951E-02  5.880E-05    2.85 mm   152.68 um   198.73 um  
  70.00 keV   2.933E-02  5.528E-05    3.02 mm   155.76 um   202.49 um  
  80.00 keV   2.875E-02  4.944E-05    3.36 mm   165.36 um   209.73 um  
  90.00 keV   2.801E-02  4.479E-05    3.72 mm   174.74 um   216.74 um  
 100.00 keV   2.716E-02  4.098E-05    4.08 mm   184.05 um   223.66 um  
 110.00 keV   2.626E-02  3.781E-05    4.45 mm   193.42 um   230.56 um  
 120.00 keV   2.535E-02  3.513E-05    4.84 mm   202.92 um   237.53 um  
 130.00 keV   2.444E-02  3.282E-05    5.24 mm   212.59 um   244.60 um  
 140.00 keV   2.357E-02  3.081E-05    5.65 mm   222.49 um   251.82 um  
 150.00 keV   2.273E-02  2.905E-05    6.08 mm   232.63 um   259.23 um  
 160.00 keV   2.193E-02  2.750E-05    6.53 mm   243.03 um   266.85 um  
 170.00 keV   2.117E-02  2.611E-05    6.99 mm   253.71 um   274.71 um  
 180.00 keV   2.045E-02  2.486E-05    7.47 mm   264.66 um   282.81 um  
 200.00 keV   1.913E-02  2.271E-05    8.48 mm   304.55 um   299.84 um  
 225.00 keV   1.770E-02  2.052E-05    9.84 mm   364.52 um   322.76 um  
 250.00 keV   1.647E-02  1.874E-05   11.30 mm   423.69 um   347.61 um  
 275.00 keV   1.541E-02  1.726E-05   12.86 mm   482.85 um   374.44 um  
 300.00 keV   1.449E-02  1.600E-05   14.53 mm   542.43 um   403.29 um  
 325.00 keV   1.368E-02  1.493E-05   16.31 mm   602.65 um   434.14 um  
 350.00 keV   1.297E-02  1.400E-05   18.18 mm   663.62 um   466.99 um  
 375.00 keV   1.234E-02  1.318E-05   20.15 mm   725.41 um   501.81 um  
 400.00 keV   1.177E-02  1.246E-05   22.22 mm   788.07 um   538.56 um  
 450.00 keV   1.080E-02  1.124E-05   26.65 mm     1.02 mm   617.71 um  
 500.00 keV   9.995E-03  1.025E-05   31.46 mm     1.23 mm   704.13 um  
 550.00 keV   9.319E-03  9.433E-06   36.63 mm     1.45 mm   797.52 um  
 600.00 keV   8.739E-03  8.739E-06   42.17 mm     1.66 mm   897.59 um  
 650.00 keV   8.237E-03  8.145E-06   48.05 mm     1.87 mm     1.00 mm  
 700.00 keV   7.796E-03  7.631E-06   54.28 mm     2.08 mm     1.12 mm  
 800.00 keV   7.056E-03  6.783E-06   67.75 mm     2.84 mm     1.36 mm  
 900.00 keV   6.457E-03  6.113E-06   82.54 mm     3.55 mm     1.63 mm  
   1.00 MeV   5.959E-03  5.569E-06   98.65 mm     4.25 mm     1.92 mm  
   1.10 MeV   5.549E-03  5.118E-06  116.01 mm     4.93 mm     2.23 mm  
   1.20 MeV   5.143E-03  4.737E-06  134.71 mm     5.63 mm     2.56 mm  
   1.30 MeV   4.822E-03  4.412E-06  154.77 mm     6.33 mm     2.92 mm  
   1.40 MeV   4.547E-03  4.130E-06  176.09 mm     7.05 mm     3.30 mm  
   1.50 MeV   4.305E-03  3.884E-06  198.67 mm     7.78 mm     3.70 mm  
   1.60 MeV   4.089E-03  3.667E-06  222.47 mm     8.51 mm     4.12 mm  
   1.70 MeV   3.897E-03  3.474E-06  247.49 mm     9.26 mm     4.56 mm  
   1.80 MeV   3.724E-03  3.301E-06  273.71 mm    10.02 mm     5.02 mm  
   2.00 MeV   3.425E-03  3.005E-06  329.64 mm    12.85 mm     6.00 mm  
   2.25 MeV   3.119E-03  2.704E-06  406.04 mm    16.90 mm     7.34 mm  
   2.50 MeV   2.868E-03  2.460E-06  489.53 mm    20.72 mm     8.79 mm  
   2.75 MeV   2.658E-03  2.259E-06  579.98 mm    24.47 mm    10.36 mm  
   3.00 MeV   2.479E-03  2.089E-06  677.28 mm    28.20 mm    12.04 mm  
   3.25 MeV   2.324E-03  1.944E-06  781.32 mm    31.95 mm    13.83 mm  
   3.50 MeV   2.189E-03  1.818E-06  892.04 mm    35.73 mm    15.74 mm  
   3.75 MeV   2.070E-03  1.709E-06    1.01 m     39.55 mm    17.74 mm  
   4.00 MeV   1.964E-03  1.612E-06    1.13 m     43.42 mm    19.86 mm  
   4.50 MeV   1.785E-03  1.450E-06    1.40 m     57.85 mm    24.40 mm  
   5.00 MeV   1.637E-03  1.318E-06    1.69 m     71.43 mm    29.35 mm  
   5.50 MeV   1.514E-03  1.209E-06    2.01 m     84.71 mm    34.71 mm  
   6.00 MeV   1.409E-03  1.118E-06    2.35 m     97.94 mm    40.46 mm  
   6.50 MeV   1.319E-03  1.040E-06    2.72 m    111.21 mm    46.60 mm  
   7.00 MeV   1.241E-03  9.720E-07    3.11 m    124.62 mm    53.12 mm  
   8.00 MeV   1.111E-03  8.610E-07    3.96 m    174.09 mm    67.31 mm  
   9.00 MeV   1.008E-03  7.737E-07    4.90 m    220.33 mm    82.99 mm  
  10.00 MeV   9.230E-04  7.030E-07    5.94 m    265.59 mm   100.11 mm  
  11.00 MeV   8.525E-04  6.445E-07    7.07 m    310.78 mm   118.66 mm  
  12.00 MeV   7.928E-04  5.954E-07    8.28 m    356.32 mm   138.62 mm  
  13.00 MeV   7.416E-04  5.535E-07    9.58 m    402.43 mm   159.95 mm  
  14.00 MeV   6.971E-04  5.173E-07   10.97 m    449.25 mm   182.63 mm  
  15.00 MeV   6.581E-04  4.858E-07   12.45 m    496.83 mm   206.66 mm  
  16.00 MeV   6.235E-04  4.579E-07   14.01 m    545.23 mm   232.00 mm  
  17.00 MeV   5.928E-04  4.333E-07   15.65 m    594.44 mm   258.65 mm  
  18.00 MeV   5.651E-04  4.112E-07   17.38 m    644.49 mm   286.59 mm  
  20.00 MeV   5.175E-04  3.734E-07   21.07 m    833.30 mm   346.28 mm  
  22.50 MeV   4.691E-04  3.352E-07   26.14 m      1.10 m    427.89 mm  
  25.00 MeV   4.297E-04  3.044E-07   31.71 m      1.36 m    517.09 mm  
  27.50 MeV   3.970E-04  2.789E-07   37.75 m      1.61 m    613.69 mm  
  30.00 MeV   3.694E-04  2.575E-07   44.28 m      1.86 m    717.52 mm  
  32.50 MeV   3.457E-04  2.392E-07   51.27 m      2.11 m    828.43 mm  
  35.00 MeV   3.252E-04  2.235E-07   58.72 m      2.37 m    946.28 mm  
  37.50 MeV   3.073E-04  2.098E-07   66.62 m      2.63 m      1.07 m   
  40.00 MeV   2.914E-04  1.977E-07   74.97 m      2.89 m      1.20 m   
  45.00 MeV   2.647E-04  1.774E-07   92.96 m      3.86 m      1.48 m   
  50.00 MeV   2.430E-04  1.610E-07  112.66 m      4.78 m      1.79 m   
  55.00 MeV   2.250E-04  1.474E-07  134.03 m      5.67 m      2.12 m   
  60.00 MeV   2.098E-04  1.360E-07  157.03 m      6.55 m      2.48 m   
  65.00 MeV   1.969E-04  1.264E-07  181.61 m      7.44 m      2.86 m   
  70.00 MeV   1.856E-04  1.180E-07  207.75 m      8.33 m      3.26 m   
  80.00 MeV   1.672E-04  1.043E-07  264.47 m     11.60 m      4.13 m   
  90.00 MeV   1.527E-04  9.355E-08  327.03 m     14.63 m      5.07 m   
 100.00 MeV   1.409E-04  8.486E-08  395.17 m     17.56 m      6.10 m   
 110.00 MeV   1.312E-04  7.769E-08  468.69 m     20.45 m      7.20 m   
 120.00 MeV   1.230E-04  7.167E-08  547.37 m     23.33 m      8.37 m   
 130.00 MeV   1.160E-04  6.655E-08  631.04 m     26.22 m      9.60 m   
 140.00 MeV   1.100E-04  6.213E-08  719.50 m     29.11 m     10.90 m   
 150.00 MeV   1.047E-04  5.828E-08  812.60 m     32.01 m     12.25 m   
 160.00 MeV   1.001E-04  5.489E-08  910.18 m     34.92 m     13.67 m   
 170.00 MeV   9.604E-05  5.189E-08    1.01 km    37.85 m     15.13 m   
 180.00 MeV   9.239E-05  4.920E-08    1.12 km    40.79 m     16.65 m   
 200.00 MeV   8.616E-05  4.462E-08    1.34 km    51.78 m     19.83 m   
 225.00 MeV   7.988E-05  3.999E-08    1.64 km    67.22 m     24.06 m   
 250.00 MeV   7.484E-05  3.626E-08    1.97 km    81.45 m     28.53 m   
 275.00 MeV   7.071E-05  3.318E-08    2.31 km    95.01 m     33.22 m   
 300.00 MeV   6.725E-05  3.060E-08    2.67 km   108.14 m     38.11 m   
 325.00 MeV   6.433E-05  2.840E-08    3.05 km   120.94 m     43.17 m   
 350.00 MeV   6.183E-05  2.651E-08    3.45 km   133.49 m     48.38 m   
 375.00 MeV   5.966E-05  2.485E-08    3.86 km   145.82 m     53.73 m   
 400.00 MeV   5.778E-05  2.340E-08    4.29 km   157.97 m     59.20 m   
 450.00 MeV   5.465E-05  2.097E-08    5.17 km   202.33 m     70.45 m   
 500.00 MeV   5.217E-05  1.900E-08    6.11 km   242.17 m     82.02 m   
 550.00 MeV   5.016E-05  1.739E-08    7.09 km   279.20 m     93.85 m   
 600.00 MeV   4.852E-05  1.603E-08    8.10 km   314.21 m    105.87 m   
 650.00 MeV   4.715E-05  1.487E-08    9.15 km   347.62 m    118.01 m   
 700.00 MeV   4.599E-05  1.388E-08   10.22 km   379.71 m    130.25 m   
 800.00 MeV   4.418E-05  1.225E-08   12.44 km   493.18 m    154.86 m   
 900.00 MeV   4.283E-05  1.097E-08   14.74 km   591.31 m    179.47 m   
   1.00 GeV   4.180E-05  9.939E-09   17.10 km   679.82 m    203.93 m   
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  1.0000E-01                 eV / Angstrom 
  1.0000E+00                keV / micron   
  1.0000E+00                MeV / mm       
  7.7522E+01                keV / (ug/cm2) 
  7.7522E+01                MeV / (mg/cm2) 
  7.7522E+04                keV / (mg/cm2) 
  2.3868E+02                 eV / (1E15 atoms/cm2)
  8.6619E+01                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
