 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> July 29, 2025 
 ==================================================================

 Disk File Name = SRIM Outputs\17F_CF4_80mbar.txt

 Ion = Fluorine [9] , Mass = 17 amu

 Target Density =  2.9000E-04 g/cm3 = 9.9223E+18 atoms/cm3
 Target is a GAS 
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      C      6    020.00    013.65   
      F      9    080.00    086.35   
 ====================================
 Bragg Correction = -2.62%
 Stopping Units =  MeV / mm       
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  37.50 keV   2.084E-02  2.255E-02  691.97 um   254.51 um   188.10 um  
  40.00 keV   2.179E-02  2.198E-02  738.56 um   267.42 um   199.33 um  
  45.00 keV   2.318E-02  2.094E-02  831.72 um   292.38 um   221.42 um  
  50.00 keV   2.417E-02  2.001E-02  925.33 um   316.52 um   242.98 um  
  55.00 keV   2.492E-02  1.917E-02    1.02 mm   340.09 um   264.10 um  
  60.00 keV   2.552E-02  1.841E-02    1.12 mm   363.18 um   284.90 um  
  65.00 keV   2.604E-02  1.772E-02    1.21 mm   385.84 um   305.44 um  
  70.00 keV   2.653E-02  1.708E-02    1.31 mm   408.10 um   325.77 um  
  80.00 keV   2.746E-02  1.596E-02    1.51 mm   451.56 um   366.04 um  
  90.00 keV   2.843E-02  1.500E-02    1.71 mm   493.30 um   405.73 um  
 100.00 keV   2.946E-02  1.417E-02    1.91 mm   533.23 um   444.82 um  
 110.00 keV   3.054E-02  1.343E-02    2.11 mm   571.31 um   483.25 um  
 120.00 keV   3.165E-02  1.278E-02    2.31 mm   607.55 um   520.92 um  
 130.00 keV   3.279E-02  1.220E-02    2.50 mm   642.00 um   557.76 um  
 140.00 keV   3.393E-02  1.168E-02    2.70 mm   674.74 um   593.71 um  
 150.00 keV   3.507E-02  1.121E-02    2.90 mm   705.86 um   628.74 um  
 160.00 keV   3.620E-02  1.078E-02    3.09 mm   735.45 um   662.82 um  
 170.00 keV   3.732E-02  1.039E-02    3.28 mm   763.61 um   695.96 um  
 180.00 keV   3.842E-02  1.002E-02    3.47 mm   790.45 um   728.16 um  
 200.00 keV   4.058E-02  9.380E-03    3.84 mm   841.01 um   789.86 um  
 225.00 keV   4.322E-02  8.698E-03    4.29 mm   898.34 um   862.08 um  
 250.00 keV   4.579E-02  8.120E-03    4.72 mm   949.70 um   929.23 um  
 275.00 keV   4.835E-02  7.623E-03    5.14 mm   995.91 um   991.71 um  
 300.00 keV   5.090E-02  7.191E-03    5.55 mm     1.04 mm     1.05 mm  
 325.00 keV   5.344E-02  6.811E-03    5.95 mm     1.08 mm     1.10 mm  
 350.00 keV   5.600E-02  6.473E-03    6.33 mm     1.11 mm     1.15 mm  
 375.00 keV   5.857E-02  6.172E-03    6.70 mm     1.14 mm     1.20 mm  
 400.00 keV   6.114E-02  5.901E-03    7.06 mm     1.17 mm     1.25 mm  
 450.00 keV   6.630E-02  5.431E-03    7.74 mm     1.22 mm     1.33 mm  
 500.00 keV   7.146E-02  5.039E-03    8.39 mm     1.27 mm     1.40 mm  
 550.00 keV   7.661E-02  4.705E-03    9.00 mm     1.30 mm     1.46 mm  
 600.00 keV   8.174E-02  4.417E-03    9.57 mm     1.34 mm     1.52 mm  
 650.00 keV   8.684E-02  4.165E-03   10.12 mm     1.36 mm     1.57 mm  
 700.00 keV   9.191E-02  3.944E-03   10.63 mm     1.39 mm     1.62 mm  
 800.00 keV   1.019E-01  3.571E-03   11.60 mm     1.43 mm     1.70 mm  
 900.00 keV   1.117E-01  3.269E-03   12.48 mm     1.47 mm     1.76 mm  
   1.00 MeV   1.213E-01  3.019E-03   13.30 mm     1.50 mm     1.82 mm  
   1.10 MeV   1.307E-01  2.807E-03   14.06 mm     1.52 mm     1.87 mm  
   1.20 MeV   1.398E-01  2.626E-03   14.77 mm     1.54 mm     1.91 mm  
   1.30 MeV   1.486E-01  2.468E-03   15.44 mm     1.56 mm     1.95 mm  
   1.40 MeV   1.571E-01  2.330E-03   16.08 mm     1.58 mm     1.98 mm  
   1.50 MeV   1.653E-01  2.209E-03   16.68 mm     1.59 mm     2.01 mm  
   1.60 MeV   1.732E-01  2.100E-03   17.25 mm     1.60 mm     2.03 mm  
   1.70 MeV   1.808E-01  2.002E-03   17.81 mm     1.61 mm     2.06 mm  
   1.80 MeV   1.880E-01  1.914E-03   18.34 mm     1.62 mm     2.08 mm  
   2.00 MeV   2.015E-01  1.761E-03   19.34 mm     1.64 mm     2.12 mm  
   2.25 MeV   2.166E-01  1.603E-03   20.52 mm     1.66 mm     2.16 mm  
   2.50 MeV   2.298E-01  1.474E-03   21.62 mm     1.68 mm     2.19 mm  
   2.75 MeV   2.412E-01  1.365E-03   22.67 mm     1.70 mm     2.22 mm  
   3.00 MeV   2.510E-01  1.272E-03   23.68 mm     1.71 mm     2.25 mm  
   3.25 MeV   2.594E-01  1.192E-03   24.65 mm     1.72 mm     2.27 mm  
   3.50 MeV   2.666E-01  1.123E-03   25.59 mm     1.74 mm     2.29 mm  
   3.75 MeV   2.726E-01  1.061E-03   26.51 mm     1.75 mm     2.31 mm  
   4.00 MeV   2.777E-01  1.007E-03   27.41 mm     1.76 mm     2.33 mm  
   4.50 MeV   2.853E-01  9.138E-04   29.17 mm     1.78 mm     2.36 mm  
   5.00 MeV   2.905E-01  8.377E-04   30.90 mm     1.81 mm     2.39 mm  
   5.50 MeV   2.937E-01  7.742E-04   32.60 mm     1.83 mm     2.42 mm  
   6.00 MeV   2.955E-01  7.202E-04   34.29 mm     1.85 mm     2.44 mm  
   6.50 MeV   2.962E-01  6.737E-04   35.97 mm     1.87 mm     2.46 mm  
   7.00 MeV   2.962E-01  6.333E-04   37.66 mm     1.90 mm     2.49 mm  
   8.00 MeV   2.945E-01  5.663E-04   41.03 mm     1.97 mm     2.52 mm  
   9.00 MeV   2.917E-01  5.129E-04   44.43 mm     2.03 mm     2.56 mm  
  10.00 MeV   2.882E-01  4.692E-04   47.87 mm     2.10 mm     2.60 mm  
  11.00 MeV   2.844E-01  4.328E-04   51.35 mm     2.16 mm     2.63 mm  
  12.00 MeV   2.805E-01  4.020E-04   54.89 mm     2.23 mm     2.66 mm  
  13.00 MeV   2.766E-01  3.756E-04   58.47 mm     2.29 mm     2.69 mm  
  14.00 MeV   2.728E-01  3.526E-04   62.10 mm     2.36 mm     2.72 mm  
  15.00 MeV   2.691E-01  3.324E-04   65.78 mm     2.42 mm     2.75 mm  
  16.00 MeV   2.655E-01  3.146E-04   69.52 mm     2.49 mm     2.78 mm  
  17.00 MeV   2.620E-01  2.986E-04   73.30 mm     2.55 mm     2.81 mm  
  18.00 MeV   2.587E-01  2.843E-04   77.14 mm     2.62 mm     2.84 mm  
  20.00 MeV   2.522E-01  2.597E-04   84.95 mm     2.85 mm     2.90 mm  
  22.50 MeV   2.446E-01  2.347E-04   95.01 mm     3.20 mm     2.97 mm  
  25.00 MeV   2.375E-01  2.142E-04  105.37 mm     3.54 mm     3.05 mm  
  27.50 MeV   2.308E-01  1.973E-04  116.03 mm     3.86 mm     3.12 mm  
  30.00 MeV   2.245E-01  1.829E-04  127.00 mm     4.17 mm     3.20 mm  
  32.50 MeV   2.184E-01  1.706E-04  138.28 mm     4.48 mm     3.28 mm  
  35.00 MeV   2.133E-01  1.600E-04  149.85 mm     4.78 mm     3.36 mm  
  37.50 MeV   2.085E-01  1.506E-04  161.69 mm     5.08 mm     3.44 mm  
  40.00 MeV   2.028E-01  1.424E-04  173.84 mm     5.38 mm     3.53 mm  
  45.00 MeV   1.930E-01  1.285E-04  199.10 mm     6.48 mm     3.70 mm  
  50.00 MeV   1.842E-01  1.171E-04  225.60 mm     7.50 mm     3.88 mm  
  55.00 MeV   1.761E-01  1.077E-04  253.34 mm     8.49 mm     4.08 mm  
  60.00 MeV   1.686E-01  9.980E-05  282.34 mm     9.45 mm     4.28 mm  
  65.00 MeV   1.616E-01  9.301E-05  312.61 mm    10.40 mm     4.49 mm  
  70.00 MeV   1.551E-01  8.713E-05  344.18 mm    11.34 mm     4.71 mm  
  80.00 MeV   1.434E-01  7.744E-05  411.20 mm    14.82 mm     5.18 mm  
  90.00 MeV   1.333E-01  6.978E-05  483.51 mm    18.04 mm     5.69 mm  
 100.00 MeV   1.245E-01  6.356E-05  561.13 mm    21.16 mm     6.24 mm  
 110.00 MeV   1.167E-01  5.841E-05  644.09 mm    24.23 mm     6.83 mm  
 120.00 MeV   1.098E-01  5.406E-05  732.40 mm    27.30 mm     7.47 mm  
 130.00 MeV   1.037E-01  5.034E-05  826.06 mm    30.39 mm     8.14 mm  
 140.00 MeV   9.829E-02  4.713E-05  925.07 mm    33.51 mm     8.85 mm  
 150.00 MeV   9.338E-02  4.432E-05    1.03 m     36.66 mm     9.60 mm  
 160.00 MeV   8.895E-02  4.184E-05    1.14 m     39.86 mm    10.39 mm  
 170.00 MeV   8.491E-02  3.963E-05    1.25 m     43.11 mm    11.21 mm  
 180.00 MeV   8.123E-02  3.766E-05    1.37 m     46.40 mm    12.08 mm  
 200.00 MeV   7.476E-02  3.427E-05    1.63 m     59.02 mm    13.92 mm  
 225.00 MeV   6.798E-02  3.084E-05    1.98 m     77.23 mm    16.44 mm  
 250.00 MeV   6.235E-02  2.806E-05    2.37 m     94.55 mm    19.20 mm  
 275.00 MeV   5.759E-02  2.576E-05    2.78 m    111.60 mm    22.19 mm  
 300.00 MeV   5.355E-02  2.382E-05    3.23 m    128.64 mm    25.41 mm  
 325.00 MeV   5.009E-02  2.216E-05    3.72 m    145.79 mm    28.86 mm  
 350.00 MeV   4.713E-02  2.073E-05    4.23 m    163.12 mm    32.53 mm  
 375.00 MeV   4.458E-02  1.948E-05    4.78 m    180.63 mm    36.42 mm  
 400.00 MeV   4.239E-02  1.838E-05    5.35 m    198.29 mm    40.52 mm  
 450.00 MeV   3.896E-02  1.653E-05    6.58 m    264.20 mm    49.28 mm  
 500.00 MeV   3.659E-02  1.502E-05    7.90 m    324.24 mm    58.69 mm  
 550.00 MeV   3.409E-02  1.378E-05    9.32 m    381.50 mm    68.68 mm  
 600.00 MeV   3.178E-02  1.274E-05   10.84 m    438.27 mm    79.31 mm  
 650.00 MeV   2.980E-02  1.185E-05   12.46 m    495.32 mm    90.61 mm  
 700.00 MeV   2.808E-02  1.108E-05   14.19 m    552.85 mm   102.56 mm  
 800.00 MeV   2.524E-02  9.812E-06   17.95 m    767.80 mm   128.39 mm  
 900.00 MeV   2.298E-02  8.815E-06   22.10 m    967.71 mm   156.74 mm  
   1.00 GeV   2.115E-02  8.009E-06   26.64 m      1.16 m    187.50 mm  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  1.0000E-01                 eV / Angstrom 
  1.0000E+00                keV / micron   
  1.0000E+00                MeV / mm       
  3.4484E+01                keV / (ug/cm2) 
  3.4484E+01                MeV / (mg/cm2) 
  3.4484E+04                keV / (mg/cm2) 
  1.0078E+03                 eV / (1E15 atoms/cm2)
  9.3262E+00                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
