 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> August 16, 2025 
 ==================================================================

 Disk File Name = SRIM Outputs\4He_H2-iC4H10_95-5_700mbar.txt

 Ion = Helium [2] , Mass = 4.003 amu

 Target Density =  1.3800E-04 g/cm3 = 4.4821E+19 atoms/cm3
 Target is a GAS 
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      H      1    019.23    010.45   
      C      6    007.69    049.82   
      H      1    073.08    039.73   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / mm       
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  35.00 keV   2.110E-02  1.183E-03    2.08 mm   234.87 um   276.78 um  
  37.50 keV   2.189E-02  1.124E-03    2.19 mm   239.69 um   285.05 um  
  40.00 keV   2.264E-02  1.071E-03    2.29 mm   244.10 um   292.76 um  
  45.00 keV   2.409E-02  9.804E-04    2.49 mm   252.67 um   306.72 um  
  50.00 keV   2.546E-02  9.053E-04    2.69 mm   260.04 um   319.08 um  
  55.00 keV   2.676E-02  8.418E-04    2.87 mm   266.48 um   330.14 um  
  60.00 keV   2.800E-02  7.874E-04    3.04 mm   272.16 um   340.10 um  
  65.00 keV   2.920E-02  7.403E-04    3.21 mm   277.22 um   349.16 um  
  70.00 keV   3.036E-02  6.989E-04    3.37 mm   281.77 um   357.44 um  
  80.00 keV   3.260E-02  6.298E-04    3.68 mm   291.22 um   372.06 um  
  90.00 keV   3.473E-02  5.741E-04    3.97 mm   299.13 um   384.64 um  
 100.00 keV   3.676E-02  5.282E-04    4.24 mm   305.89 um   395.60 um  
 110.00 keV   3.870E-02  4.896E-04    4.50 mm   311.74 um   405.27 um  
 120.00 keV   4.057E-02  4.567E-04    4.75 mm   316.89 um   413.89 um  
 130.00 keV   4.235E-02  4.283E-04    4.99 mm   321.45 um   421.64 um  
 140.00 keV   4.406E-02  4.035E-04    5.21 mm   325.55 um   428.67 um  
 150.00 keV   4.570E-02  3.816E-04    5.43 mm   329.25 um   435.08 um  
 160.00 keV   4.727E-02  3.622E-04    5.64 mm   332.63 um   440.96 um  
 170.00 keV   4.878E-02  3.448E-04    5.85 mm   335.72 um   446.39 um  
 180.00 keV   5.022E-02  3.291E-04    6.05 mm   338.57 um   451.42 um  
 200.00 keV   5.293E-02  3.019E-04    6.43 mm   345.80 um   460.48 um  
 225.00 keV   5.599E-02  2.741E-04    6.89 mm   354.77 um   470.30 um  
 250.00 keV   5.871E-02  2.513E-04    7.32 mm   362.56 um   478.84 um  
 275.00 keV   6.112E-02  2.322E-04    7.74 mm   369.46 um   486.39 um  
 300.00 keV   6.324E-02  2.160E-04    8.14 mm   375.69 um   493.16 um  
 325.00 keV   6.507E-02  2.021E-04    8.52 mm   381.38 um   499.30 um  
 350.00 keV   6.664E-02  1.900E-04    8.90 mm   386.65 um   504.93 um  
 375.00 keV   6.796E-02  1.793E-04    9.27 mm   391.58 um   510.14 um  
 400.00 keV   6.906E-02  1.699E-04    9.63 mm   396.24 um   514.99 um  
 450.00 keV   7.062E-02  1.539E-04   10.35 mm   411.16 um   523.88 um  
 500.00 keV   7.146E-02  1.408E-04   11.05 mm   424.96 um   531.91 um  
 550.00 keV   7.172E-02  1.299E-04   11.74 mm   438.03 um   539.34 um  
 600.00 keV   7.149E-02  1.206E-04   12.44 mm   450.64 um   546.31 um  
 650.00 keV   7.090E-02  1.127E-04   13.14 mm   462.97 um   552.95 um  
 700.00 keV   7.002E-02  1.058E-04   13.85 mm   475.17 um   559.34 um  
 800.00 keV   6.772E-02  9.437E-05   15.30 mm   520.16 um   571.67 um  
 900.00 keV   6.502E-02  8.531E-05   16.80 mm   564.48 um   583.68 um  
   1.00 MeV   6.220E-02  7.792E-05   18.37 mm   608.96 um   595.64 um  
   1.10 MeV   5.942E-02  7.178E-05   20.02 mm   654.08 um   607.72 um  
   1.20 MeV   5.676E-02  6.659E-05   21.74 mm   700.11 um   620.06 um  
   1.30 MeV   5.427E-02  6.213E-05   23.54 mm   747.22 um   632.76 um  
   1.40 MeV   5.195E-02  5.827E-05   25.42 mm   795.46 um   645.90 um  
   1.50 MeV   4.981E-02  5.488E-05   27.38 mm   844.87 um   659.54 um  
   1.60 MeV   4.782E-02  5.189E-05   29.43 mm   895.44 um   673.74 um  
   1.70 MeV   4.599E-02  4.923E-05   31.56 mm   947.15 um   688.53 um  
   1.80 MeV   4.430E-02  4.684E-05   33.77 mm   999.98 um   703.95 um  
   2.00 MeV   4.128E-02  4.272E-05   38.44 mm     1.20 mm   736.82 um  
   2.25 MeV   3.807E-02  3.854E-05   44.74 mm     1.50 mm   781.91 um  
   2.50 MeV   3.537E-02  3.515E-05   51.55 mm     1.79 mm   831.67 um  
   2.75 MeV   3.305E-02  3.233E-05   58.86 mm     2.07 mm   886.22 um  
   3.00 MeV   3.105E-02  2.995E-05   66.65 mm     2.35 mm   945.61 um  
   3.25 MeV   2.930E-02  2.791E-05   74.94 mm     2.63 mm     1.01 mm  
   3.50 MeV   2.775E-02  2.614E-05   83.70 mm     2.92 mm     1.08 mm  
   3.75 MeV   2.637E-02  2.460E-05   92.93 mm     3.20 mm     1.15 mm  
   4.00 MeV   2.513E-02  2.324E-05  102.64 mm     3.49 mm     1.23 mm  
   4.50 MeV   2.299E-02  2.094E-05  123.43 mm     4.58 mm     1.40 mm  
   5.00 MeV   2.120E-02  1.907E-05  146.07 mm     5.60 mm     1.59 mm  
   5.50 MeV   1.969E-02  1.753E-05  170.52 mm     6.59 mm     1.80 mm  
   6.00 MeV   1.839E-02  1.622E-05  196.77 mm     7.58 mm     2.02 mm  
   6.50 MeV   1.726E-02  1.511E-05  224.81 mm     8.57 mm     2.26 mm  
   7.00 MeV   1.627E-02  1.414E-05  254.62 mm     9.57 mm     2.51 mm  
   8.00 MeV   1.461E-02  1.256E-05  319.45 mm    13.28 mm     3.07 mm  
   9.00 MeV   1.338E-02  1.130E-05  390.92 mm    16.72 mm     3.68 mm  
  10.00 MeV   1.225E-02  1.028E-05  468.99 mm    20.07 mm     4.35 mm  
  11.00 MeV   1.135E-02  9.443E-06  553.76 mm    23.41 mm     5.07 mm  
  12.00 MeV   1.059E-02  8.735E-06  644.93 mm    26.76 mm     5.85 mm  
  13.00 MeV   9.927E-03  8.129E-06  742.41 mm    30.15 mm     6.68 mm  
  14.00 MeV   9.351E-03  7.606E-06  846.15 mm    33.57 mm     7.57 mm  
  15.00 MeV   8.842E-03  7.148E-06  956.06 mm    37.04 mm     8.50 mm  
  16.00 MeV   8.391E-03  6.745E-06    1.07 m     40.56 mm     9.48 mm  
  17.00 MeV   7.986E-03  6.386E-06    1.19 m     44.14 mm    10.51 mm  
  18.00 MeV   7.622E-03  6.066E-06    1.32 m     47.77 mm    11.59 mm  
  20.00 MeV   6.992E-03  5.516E-06    1.60 m     61.60 mm    13.90 mm  
  22.50 MeV   6.347E-03  4.960E-06    1.97 m     81.44 mm    17.05 mm  
  25.00 MeV   5.819E-03  4.509E-06    2.38 m    100.21 mm    20.49 mm  
  27.50 MeV   5.378E-03  4.136E-06    2.83 m    118.62 mm    24.21 mm  
  30.00 MeV   5.004E-03  3.823E-06    3.31 m    136.96 mm    28.21 mm  
  32.50 MeV   4.682E-03  3.555E-06    3.83 m    155.38 mm    32.48 mm  
  35.00 MeV   4.402E-03  3.324E-06    4.38 m    173.98 mm    37.03 mm  
  37.50 MeV   4.156E-03  3.122E-06    4.96 m    192.81 mm    41.84 mm  
  40.00 MeV   3.939E-03  2.945E-06    5.58 m    211.89 mm    46.91 mm  
  45.00 MeV   3.570E-03  2.646E-06    6.91 m    284.06 mm    57.85 mm  
  50.00 MeV   3.269E-03  2.404E-06    8.38 m    351.89 mm    69.80 mm  
  55.00 MeV   3.019E-03  2.204E-06    9.97 m    418.17 mm    82.76 mm  
  60.00 MeV   2.807E-03  2.036E-06   11.68 m    484.09 mm    96.70 mm  
  65.00 MeV   2.625E-03  1.892E-06   13.52 m    550.25 mm   111.61 mm  
  70.00 MeV   2.467E-03  1.769E-06   15.49 m    616.97 mm   127.47 mm  
  80.00 MeV   2.207E-03  1.565E-06   19.77 m    866.02 mm   161.99 mm  
  90.00 MeV   2.000E-03  1.406E-06   24.53 m      1.10 m    200.17 mm  
 100.00 MeV   1.832E-03  1.276E-06   29.75 m      1.32 m    241.90 mm  
 110.00 MeV   1.692E-03  1.170E-06   35.43 m      1.55 m    287.10 mm  
 120.00 MeV   1.574E-03  1.080E-06   41.56 m      1.78 m    335.69 mm  
 130.00 MeV   1.473E-03  1.004E-06   48.12 m      2.01 m    387.61 mm  
 140.00 MeV   1.386E-03  9.375E-07   55.11 m      2.24 m    442.78 mm  
 150.00 MeV   1.309E-03  8.800E-07   62.53 m      2.48 m    501.14 mm  
 160.00 MeV   1.242E-03  8.293E-07   70.37 m      2.71 m    562.64 mm  
 170.00 MeV   1.182E-03  7.844E-07   78.62 m      2.96 m    627.21 mm  
 180.00 MeV   1.128E-03  7.442E-07   87.28 m      3.20 m    694.80 mm  
 200.00 MeV   1.035E-03  6.754E-07  105.79 m      4.14 m    838.91 mm  
 225.00 MeV   9.413E-04  6.060E-07  131.11 m      5.48 m      1.04 m   
 250.00 MeV   8.652E-04  5.499E-07  158.80 m      6.74 m      1.25 m   
 275.00 MeV   8.022E-04  5.037E-07  188.80 m      7.97 m      1.48 m   
 300.00 MeV   7.491E-04  4.648E-07  221.04 m      9.19 m      1.72 m   
 325.00 MeV   7.038E-04  4.317E-07  255.46 m     10.41 m      1.99 m   
 350.00 MeV   6.646E-04  4.031E-07  292.00 m     11.63 m      2.26 m   
 375.00 MeV   6.304E-04  3.782E-07  330.61 m     12.86 m      2.55 m   
 400.00 MeV   6.002E-04  3.563E-07  371.24 m     14.09 m      2.86 m   
 450.00 MeV   5.495E-04  3.195E-07  458.28 m     18.73 m      3.51 m   
 500.00 MeV   5.085E-04  2.898E-07  552.84 m     23.03 m      4.21 m   
 550.00 MeV   4.747E-04  2.654E-07  654.58 m     27.18 m      4.95 m   
 600.00 MeV   4.463E-04  2.448E-07  763.18 m     31.24 m      5.74 m   
 650.00 MeV   4.221E-04  2.273E-07  878.34 m     35.25 m      6.58 m   
 700.00 MeV   4.013E-04  2.122E-07  999.79 m     39.24 m      7.45 m   
 800.00 MeV   3.672E-04  1.875E-07    1.26 km    53.87 m      9.30 m   
 900.00 MeV   3.405E-04  1.680E-07    1.54 km    67.14 m     11.28 m   
   1.00 GeV   3.190E-04  1.524E-07    1.85 km    79.72 m     13.38 m   
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  1.0000E-01                 eV / Angstrom 
  1.0000E+00                keV / micron   
  1.0000E+00                MeV / mm       
  7.2466E+01                keV / (ug/cm2) 
  7.2466E+01                MeV / (mg/cm2) 
  7.2466E+04                keV / (mg/cm2) 
  2.2311E+02                 eV / (1E15 atoms/cm2)
  2.3436E+01                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
