 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> August 01, 2025 
 ==================================================================

 Disk File Name = SRIM Outputs\17O_H2-iC4H10_95-5_700mbar.txt

 Ion = Oxygen [8] , Mass = 17 amu

 Target Density =  1.4000E-04 g/cm3 = 4.5470E+19 atoms/cm3
 Target is a GAS 
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      H      1    019.23    010.45   
      C      6    007.69    049.82   
      H      1    073.08    039.73   
 ====================================
 Bragg Correction = 35.51%
 Stopping Units =  MeV / mm       
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  37.50 keV   5.293E-02  2.755E-02  507.20 um    68.74 um    60.45 um  
  40.00 keV   5.399E-02  2.677E-02  537.20 um    71.42 um    63.25 um  
  45.00 keV   5.581E-02  2.535E-02  597.07 um    76.77 um    68.68 um  
  50.00 keV   5.736E-02  2.410E-02  656.80 um    81.81 um    73.92 um  
  55.00 keV   5.876E-02  2.298E-02  716.41 um    86.61 um    79.01 um  
  60.00 keV   6.009E-02  2.198E-02  775.88 um    91.18 um    83.95 um  
  65.00 keV   6.137E-02  2.108E-02  835.16 um    95.56 um    88.77 um  
  70.00 keV   6.264E-02  2.026E-02  894.21 um    99.74 um    93.46 um  
  80.00 keV   6.514E-02  1.883E-02    1.01 mm   108.20 um   102.51 um  
  90.00 keV   6.764E-02  1.761E-02    1.13 mm   115.94 um   111.13 um  
 100.00 keV   7.013E-02  1.657E-02    1.24 mm   123.07 um   119.36 um  
 110.00 keV   7.261E-02  1.566E-02    1.35 mm   129.65 um   127.21 um  
 120.00 keV   7.505E-02  1.485E-02    1.46 mm   135.75 um   134.70 um  
 130.00 keV   7.744E-02  1.414E-02    1.57 mm   141.41 um   141.87 um  
 140.00 keV   7.979E-02  1.350E-02    1.68 mm   146.70 um   148.71 um  
 150.00 keV   8.207E-02  1.293E-02    1.78 mm   151.65 um   155.27 um  
 160.00 keV   8.429E-02  1.241E-02    1.89 mm   156.29 um   161.55 um  
 170.00 keV   8.645E-02  1.193E-02    1.99 mm   160.65 um   167.58 um  
 180.00 keV   8.854E-02  1.149E-02    2.09 mm   164.77 um   173.36 um  
 200.00 keV   9.254E-02  1.072E-02    2.28 mm   173.42 um   184.28 um  
 225.00 keV   9.723E-02  9.911E-03    2.52 mm   183.59 um   196.84 um  
 250.00 keV   1.016E-01  9.227E-03    2.74 mm   192.57 um   208.36 um  
 275.00 keV   1.058E-01  8.641E-03    2.96 mm   200.60 um   218.98 um  
 300.00 keV   1.097E-01  8.134E-03    3.18 mm   207.85 um   228.83 um  
 325.00 keV   1.135E-01  7.689E-03    3.38 mm   214.44 um   237.99 um  
 350.00 keV   1.172E-01  7.296E-03    3.59 mm   220.47 um   246.56 um  
 375.00 keV   1.208E-01  6.946E-03    3.78 mm   226.02 um   254.59 um  
 400.00 keV   1.242E-01  6.631E-03    3.98 mm   231.16 um   262.15 um  
 450.00 keV   1.308E-01  6.089E-03    4.35 mm   243.20 um   276.01 um  
 500.00 keV   1.371E-01  5.637E-03    4.70 mm   253.65 um   288.46 um  
 550.00 keV   1.432E-01  5.254E-03    5.04 mm   262.86 um   299.73 um  
 600.00 keV   1.492E-01  4.924E-03    5.37 mm   271.05 um   310.00 um  
 650.00 keV   1.550E-01  4.637E-03    5.69 mm   278.41 um   319.41 um  
 700.00 keV   1.608E-01  4.385E-03    6.00 mm   285.06 um   328.08 um  
 800.00 keV   1.722E-01  3.962E-03    6.58 mm   302.27 um   343.50 um  
 900.00 keV   1.836E-01  3.620E-03    7.13 mm   316.58 um   356.84 um  
   1.00 MeV   1.952E-01  3.337E-03    7.65 mm   328.68 um   368.50 um  
   1.10 MeV   2.068E-01  3.099E-03    8.13 mm   339.05 um   378.78 um  
   1.20 MeV   2.186E-01  2.895E-03    8.60 mm   348.04 um   387.89 um  
   1.30 MeV   2.306E-01  2.719E-03    9.04 mm   355.89 um   396.02 um  
   1.40 MeV   2.426E-01  2.565E-03    9.45 mm   362.80 um   403.32 um  
   1.50 MeV   2.547E-01  2.428E-03    9.85 mm   368.93 um   409.90 um  
   1.60 MeV   2.667E-01  2.307E-03   10.23 mm   374.41 um   415.86 um  
   1.70 MeV   2.786E-01  2.198E-03   10.59 mm   379.34 um   421.28 um  
   1.80 MeV   2.904E-01  2.100E-03   10.94 mm   383.79 um   426.24 um  
   2.00 MeV   3.133E-01  1.930E-03   11.60 mm   397.02 um   434.98 um  
   2.25 MeV   3.402E-01  1.755E-03   12.36 mm   413.41 um   444.17 um  
   2.50 MeV   3.646E-01  1.611E-03   13.06 mm   426.96 um   451.90 um  
   2.75 MeV   3.863E-01  1.491E-03   13.73 mm   438.52 um   458.54 um  
   3.00 MeV   4.050E-01  1.388E-03   14.35 mm   448.63 um   464.34 um  
   3.25 MeV   4.209E-01  1.300E-03   14.96 mm   457.69 um   469.49 um  
   3.50 MeV   4.342E-01  1.223E-03   15.54 mm   465.95 um   474.14 um  
   3.75 MeV   4.449E-01  1.155E-03   16.11 mm   473.60 um   478.37 um  
   4.00 MeV   4.534E-01  1.095E-03   16.66 mm   480.80 um   482.27 um  
   4.50 MeV   4.647E-01  9.932E-04   17.75 mm   505.99 um   489.29 um  
   5.00 MeV   4.698E-01  9.098E-04   18.82 mm   529.11 um   495.56 um  
   5.50 MeV   4.703E-01  8.401E-04   19.88 mm   550.95 um   501.30 um  
   6.00 MeV   4.674E-01  7.810E-04   20.94 mm   572.01 um   506.64 um  
   6.50 MeV   4.622E-01  7.302E-04   22.01 mm   592.64 um   511.69 um  
   7.00 MeV   4.554E-01  6.860E-04   23.10 mm   613.05 um   516.54 um  
   8.00 MeV   4.394E-01  6.128E-04   25.33 mm   690.89 um   525.82 um  
   9.00 MeV   4.225E-01  5.545E-04   27.65 mm   765.93 um   534.76 um  
  10.00 MeV   4.062E-01  5.069E-04   30.06 mm   839.52 um   543.57 um  
  11.00 MeV   3.911E-01  4.674E-04   32.57 mm   912.34 um   552.34 um  
  12.00 MeV   3.773E-01  4.339E-04   35.17 mm   984.69 um   561.16 um  
  13.00 MeV   3.647E-01  4.051E-04   37.86 mm     1.06 mm   570.09 um  
  14.00 MeV   3.530E-01  3.801E-04   40.65 mm     1.13 mm   579.16 um  
  15.00 MeV   3.421E-01  3.582E-04   43.52 mm     1.20 mm   588.41 um  
  16.00 MeV   3.320E-01  3.389E-04   46.49 mm     1.27 mm   597.88 um  
  17.00 MeV   3.224E-01  3.216E-04   49.54 mm     1.34 mm   607.58 um  
  18.00 MeV   3.133E-01  3.061E-04   52.69 mm     1.42 mm   617.54 um  
  20.00 MeV   2.964E-01  2.794E-04   59.24 mm     1.70 mm   638.31 um  
  22.50 MeV   2.774E-01  2.523E-04   67.96 mm     2.10 mm   666.05 um  
  25.00 MeV   2.604E-01  2.302E-04   77.26 mm     2.48 mm   695.95 um  
  27.50 MeV   2.451E-01  2.119E-04   87.15 mm     2.85 mm   728.19 um  
  30.00 MeV   2.313E-01  1.964E-04   97.64 mm     3.21 mm   762.90 um  
  32.50 MeV   2.190E-01  1.831E-04  108.74 mm     3.58 mm   800.19 um  
  35.00 MeV   2.086E-01  1.716E-04  120.43 mm     3.94 mm   840.06 um  
  37.50 MeV   1.995E-01  1.616E-04  132.68 mm     4.31 mm   882.43 um  
  40.00 MeV   1.901E-01  1.527E-04  145.51 mm     4.68 mm   927.39 um  
  45.00 MeV   1.744E-01  1.377E-04  172.96 mm     6.08 mm     1.03 mm  
  50.00 MeV   1.617E-01  1.255E-04  202.73 mm     7.40 mm     1.13 mm  
  55.00 MeV   1.509E-01  1.154E-04  234.73 mm     8.68 mm     1.25 mm  
  60.00 MeV   1.418E-01  1.068E-04  268.90 mm     9.94 mm     1.38 mm  
  65.00 MeV   1.339E-01  9.952E-05  305.18 mm    11.19 mm     1.52 mm  
  70.00 MeV   1.270E-01  9.320E-05  343.51 mm    12.44 mm     1.66 mm  
  80.00 MeV   1.156E-01  8.280E-05  426.02 mm    17.07 mm     1.98 mm  
  90.00 MeV   1.065E-01  7.457E-05  516.12 mm    21.31 mm     2.32 mm  
 100.00 MeV   9.897E-02  6.790E-05  613.50 mm    25.38 mm     2.70 mm  
 110.00 MeV   9.260E-02  6.237E-05  717.94 mm    29.38 mm     3.10 mm  
 120.00 MeV   8.709E-02  5.771E-05  829.26 mm    33.34 mm     3.52 mm  
 130.00 MeV   8.225E-02  5.373E-05  947.37 mm    37.30 mm     3.97 mm  
 140.00 MeV   7.794E-02  5.029E-05    1.07 m     41.28 mm     4.44 mm  
 150.00 MeV   7.405E-02  4.728E-05    1.20 m     45.29 mm     4.93 mm  
 160.00 MeV   7.052E-02  4.462E-05    1.34 m     49.35 mm     5.45 mm  
 170.00 MeV   6.728E-02  4.226E-05    1.49 m     53.46 mm     5.99 mm  
 180.00 MeV   6.430E-02  4.015E-05    1.64 m     57.64 mm     6.56 mm  
 200.00 MeV   5.898E-02  3.653E-05    1.96 m     73.73 mm     7.76 mm  
 225.00 MeV   5.331E-02  3.286E-05    2.41 m     97.06 mm     9.40 mm  
 250.00 MeV   4.850E-02  2.988E-05    2.90 m    119.44 mm    11.20 mm  
 275.00 MeV   4.439E-02  2.743E-05    3.44 m    141.72 mm    13.16 mm  
 300.00 MeV   4.087E-02  2.536E-05    4.03 m    164.28 mm    15.29 mm  
 325.00 MeV   3.784E-02  2.359E-05    4.66 m    187.32 mm    17.60 mm  
 350.00 MeV   3.524E-02  2.206E-05    5.35 m    210.91 mm    20.09 mm  
 375.00 MeV   3.301E-02  2.073E-05    6.08 m    235.05 mm    22.75 mm  
 400.00 MeV   3.110E-02  1.955E-05    6.86 m    259.71 mm    25.59 mm  
 450.00 MeV   2.810E-02  1.757E-05    8.55 m    353.24 mm    31.77 mm  
 500.00 MeV   2.596E-02  1.597E-05   10.40 m    439.84 mm    38.54 mm  
 550.00 MeV   2.406E-02  1.465E-05   12.40 m    523.12 mm    45.85 mm  
 600.00 MeV   2.239E-02  1.354E-05   14.56 m    605.50 mm    53.70 mm  
 650.00 MeV   2.096E-02  1.259E-05   16.86 m    688.02 mm    62.10 mm  
 700.00 MeV   1.972E-02  1.176E-05   19.32 m    771.09 mm    71.02 mm  
 800.00 MeV   1.768E-02  1.042E-05   24.68 m      1.08 m     90.41 mm  
 900.00 MeV   1.606E-02  9.357E-06   30.61 m      1.37 m    111.78 mm  
   1.00 GeV   1.475E-02  8.500E-06   37.11 m      1.65 m    135.08 mm  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  1.0000E-01                 eV / Angstrom 
  1.0000E+00                keV / micron   
  1.0000E+00                MeV / mm       
  7.1431E+01                keV / (ug/cm2) 
  7.1431E+01                MeV / (mg/cm2) 
  7.1431E+04                keV / (mg/cm2) 
  2.1992E+02                 eV / (1E15 atoms/cm2)
  5.9586E+00                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
