============================== SRIM-2013.00 ==============================
==============================================================================
=================  TRANSMIT.txt : File of Transmitted Ions  ==================
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom, B= Backscattered Ion, T= Transmitted Ion.   =
=  Col.#2: Ion Number, Col.#3: Z of atom leaving, Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target, Y,Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.=  O(76.5 MeV) ==> Mylar_IC+Carbon Tetraflu( 36.0 mm) =======
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T  352  8 .6449585E+08   3601150E+02 -.1407E+07  .1074E+07   .9999766 -.0060146  .0032503
T  353  8 .6462450E+08   3601150E+02 -.3254E+06 -.5042E+06   .9999976 -.0021682 -.0000785
T  354  8 .6462622E+08   3601150E+02 -.6433E+06  .4619E+06   .9999930 -.0036032 -.0009590
T  355  8 .6458875E+08   3601150E+02 -.4206E+06 -.9847E+06   .9999427 -.0098369 -.0042336
T  356  8 .6447055E+08   3601150E+02  .7635E+06 -.1047E+07   .9999935  .0030611 -.0019234
T  357  8 .6446721E+08   3601150E+02  .1773E+06  .1674E+07   .9999874 -.0012150  .0048755
T  358  8 .6460348E+08   3601150E+02 -.9176E+06 -.2212E+07   .9999584 -.0036602 -.0083527
T  359  8 .6462079E+08   3601150E+02 -.1020E+06  .1288E+07   .9999929  .0003830  .0037583
T  360  8 .6440420E+08   3601150E+02  .3963E+06 -.5826E+06   .9999987  .0015596  .0003299
T  361  8 .6461862E+08   3601150E+02 -.2665E+07 -.1645E+07   .9999679 -.0063255 -.0049154
T  362  8 .6461100E+08   3601150E+02  .1142E+07  .1066E+07   .9999917  .0034079  .0022290
T  363  8 .6461138E+08   3601150E+02  .1714E+07 -.2640E+07   .9999758  .0030280 -.0062617
T  364  8 .6453986E+08   3601150E+02 -.8998E+06  .6063E+06   .9999916 -.0039802  .0010238
T  365  8 .6452950E+08   3601150E+02  .8647E+06 -.8927E+06   .9999824  .0023905 -.0054309
T  366  8 .6454788E+08   3601150E+02 -.2042E+06  .2015E+07   .9999813  .0009941  .0060362
T  367  8 .6459380E+08   3601150E+02  .9142E+06  .5318E+06   .9998548  .0153117  .0074786
T  368  8 .6432646E+08   3601150E+02  .1563E+07  .7411E+05   .9999921  .0039723 -.0001665
T  369  8 .6459652E+08   3601150E+02 -.4821E+07 -.2544E+07   .9998654 -.0147939 -.0070972
T  370  8 .6472173E+08   3601150E+02 -.9681E+06 -.1236E+07   .9999900 -.0017142 -.0041414
T  371  8 .6454925E+08   3601150E+02 -.2415E+05  .2571E+06   .9999998 -.0005619  .0000633
T  372  8 .6462742E+08   3601150E+02 -.8069E+06 -.1486E+07   .9999768 -.0021834 -.0064583
T  373  8 .6463793E+08   3601150E+02 -.4772E+06 -.7293E+06   .9999939 -.0014716 -.0031724
T  374  8 .6484920E+08   3601150E+02  .9309E+06 -.4427E+06   .9999939  .0023341 -.0026131
T  375  8 .6450014E+08   3601150E+02 -.4204E+06 -.7029E+05   .9999947 -.0032436  .0002331
T  376  8 .6442483E+08   3601150E+02  .1851E+07 -.3627E+06   .9999915  .0031144 -.0026873
T  377  8 .6451407E+08   3601150E+02 -.5939E+06 -.1188E+07   .9999856 -.0019163 -.0050099
T  378  8 .6453311E+08   3601150E+02 -.1850E+07 -.2333E+07   .9999645 -.0072266 -.0043346
T  379  8 .6447833E+08   3601150E+02 -.8476E+06 -.1790E+07   .9999953  .0020723 -.0022737
T  380  8 .6456825E+08   3601150E+02 -.4154E+06 -.1436E+07   .9999868 -.0012769 -.0049837
T  381  8 .6448550E+08   3601150E+02  .5158E+06  .3780E+06   .9999957  .0026447  .0012591
T  382  8 .6433862E+08   3601150E+02 -.2726E+06 -.4231E+06   .9999955 -.0022291 -.0019874
T  383  8 .6437879E+08   3601150E+02  .6074E+06 -.9967E+06   .9999935  .0020567 -.0029560
T  384  8 .6463854E+08   3601150E+02 -.2278E+07 -.3125E+06   .9999700 -.0071045 -.0030816
T  385  8 .6459728E+08   3601150E+02  .1701E+07  .2396E+07   .9999712  .0036982  .0066315
T  386  8 .6435754E+08   3601150E+02  .1077E+06 -.1670E+06   .9999975  .0006000 -.0021574
T  387  8 .6456016E+08   3601150E+02 -.4509E+06 -.5397E+06   .9999975 -.0021480 -.0006880
T  388  8 .6443259E+08   3601150E+02  .2199E+06 -.3208E+06   .9999993  .0007709 -.0009009
T  389  8 .6467815E+08   3601150E+02 -.1575E+07  .6558E+06   .9999836 -.0051119  .0025795
T  390  8 .6468681E+08   3601150E+02 -.1731E+07  .1360E+07   .9999547 -.0065517  .0069044
T  391  8 .6450402E+08   3601150E+02 -.8229E+06 -.6775E+06   .9999968 -.0012036 -.0022436
T  392  8 .6480405E+08   3601150E+02  .1058E+07 -.2769E+07   .9999669  .0034455 -.0073670
T  393  8 .6489752E+08   3601150E+02  .7194E+05  .4556E+06   .9999880 -.0010585  .0047889
T  394  8 .6454451E+08   3601150E+02 -.2297E+06  .8005E+06   .9999969  .0003582  .0024789
T  395  8 .6442619E+08   3601150E+02 -.1164E+07  .1425E+07   .9999934 -.0005136  .0036003
T  396  8 .6460361E+08   3601150E+02 -.1074E+07 -.1049E+07   .9999998  .0000595 -.0006052
T  397  8 .6458232E+08   3601150E+02  .9548E+06 -.1352E+07   .9999786  .0043925 -.0048400
T  398  8 .6449355E+08   3601150E+02  .1757E+07 -.2403E+07   .9999530  .0061354 -.0075107
T  399  8 .6454929E+08   3601150E+02  .1122E+07  .1447E+06   .9999966  .0026126 -.0000263
T  400  8 .6459909E+08   3601150E+02 -.2363E+07 -.2752E+07   .9999530 -.0051722 -.0081966
T  401  8 .6441022E+08   3601150E+02  .3066E+06 -.2079E+07   .9999680 -.0017250 -.0078133
T  402  8 .6485539E+08   3601150E+02 -.7064E+06 -.1327E+06   .9999982 -.0018608 -.0003629
T  403  8 .6465929E+08   3601150E+02  .1483E+07  .1539E+06   .9999898  .0044251  .0009207
T  404  8 .6463284E+08   3601150E+02  .3795E+06  .1950E+07   .9999814 -.0008116  .0060529
T  405  8 .6440748E+08   3601150E+02 -.9383E+06 -.6923E+06   .9999977 -.0014589 -.0015718
T  406  8 .6452522E+08   3601150E+02 -.4681E+07  .2180E+07   .9998831 -.0125973  .0086668
T  407  8 .6468159E+08   3601150E+02  .1541E+07  .1481E+07   .9999791  .0028037  .0058182
T  408  8 .6457376E+08   3601150E+02  .1615E+07  .7863E+06   .9999787  .0063268  .0015719
T  409  8 .6462822E+08   3601150E+02 -.8977E+06 -.2225E+07   .9999210 -.0051329 -.0114718
T  410  8 .6451341E+08   3601150E+02 -.9443E+06  .1486E+07   .9999798 -.0034607  .0053376
T  411  8 .6474070E+08   3601150E+02  .5658E+06  .1532E+07   .9999480  .0029125  .0097781
T  412  8 .6470645E+08   3601150E+02  .7039E+06 -.4662E+06   .9999936  .0019532 -.0029808
T  413  8 .6462092E+08   3601150E+02  .8691E+06 -.1465E+07   .9999935  .0012306 -.0033984
T  414  8 .6447552E+08   3601150E+02  .7849E+06  .5099E+06   .9999923  .0024000  .0030910
T  415  8 .6435772E+08   3601150E+02 -.5143E+07  .2176E+07   .9998388 -.0166124  .0068084
T  416  8 .6459410E+08   3601150E+02 -.1717E+07 -.2245E+07   .9999724 -.0036613 -.0064575
T  417  8 .6432940E+08   3601150E+02 -.7267E+06 -.1503E+07   .9999886 -.0041497 -.0023577
T  418  8 .6471432E+08   3601150E+02 -.2363E+06 -.1658E+07   .9999831 -.0012695 -.0056741
T  419  8 .6473936E+08   3601150E+02  .3154E+06 -.1039E+07   .9999957  .0010141 -.0027512
T  420  8 .6447299E+08   3601150E+02 -.1116E+07  .1299E+06   .9999970 -.0023034  .0007710
T  421  8 .6459849E+08   3601150E+02  .1199E+07 -.3736E+06   .9999906  .0040119 -.0016374
T  422  8 .6451377E+08   3601150E+02 -.9992E+06  .6090E+05   .9999888 -.0033492  .0033316
T  423  8 .6430730E+08   3601150E+02  .1074E+08  .8632E+07   .9993684  .0270209  .0230811
T  424  8 .6462370E+08   3601150E+02 -.5725E+06  .8500E+06   .9999990 -.0008735 -.0011519
T  425  8 .6468047E+08   3601150E+02  .7489E+06  .2718E+06   .9999988  .0010998  .0011342
T  426  8 .6451606E+08   3601150E+02 -.4949E+06  .9558E+06   .9999924 -.0023391  .0031238
T  427  8 .6451686E+08   3601150E+02 -.3742E+06  .1300E+07   .9999960 -.0006681  .0027397
T  428  8 .6452815E+08   3601150E+02 -.9407E+05  .3741E+07   .9999444 -.0001308  .0105421
T  429  8 .6427166E+08   3601150E+02  .6811E+06 -.2497E+06   .9999941  .0021304 -.0026889
T  430  8 .6455939E+08   3601150E+02  .1387E+06  .2570E+06   .9999994 -.0001241 -.0010913
T  431  8 .6442425E+08   3601150E+02  .8709E+06 -.2960E+06   .9999943  .0030554 -.0014544
T  432  8 .6470056E+08   3601150E+02 -.1031E+07 -.1847E+07   .9999845 -.0029219 -.0047391
T  433  8 .6443511E+08   3601150E+02 -.1212E+06 -.2129E+07   .9999881  .0003444 -.0048596
T  434  8 .6436613E+08   3601150E+02 -.1049E+07  .5343E+07   .9998563 -.0039993  .0164710
T  435  8 .6450502E+08   3601150E+02  .2208E+07 -.2975E+06   .9999676  .0079593  .0011662
T  436  8 .6466389E+08   3601150E+02  .5983E+06 -.1627E+07   .9999870  .0031729 -.0039960
T  437  8 .6462638E+08   3601150E+02  .2467E+06  .4224E+07   .9999242  .0005915  .0122941
T  438  8 .6474407E+08   3601150E+02  .4541E+06 -.2668E+07   .9999436  .0042363 -.0097398
T  439  8 .6462509E+08   3601150E+02  .7362E+06  .1590E+07   .9999874  .0012554  .0048532
T  440  8 .6463877E+08   3601150E+02 -.2982E+07 -.4885E+06   .9999518 -.0096968 -.0015686
T  441  8 .6456429E+08   3601150E+02  .1232E+06  .5582E+04   .9999999 -.0001065  .0002067
T  442  8 .6471274E+08   3601150E+02  .3451E+07 -.2877E+07   .9999034  .0112192 -.0082041
T  443  8 .6462081E+08   3601150E+02 -.1127E+07 -.1759E+07   .9999885 -.0023408 -.0041847
T  444  8 .6443683E+08   3601150E+02  .2339E+06  .2282E+06   .9999978  .0008533  .0019332
T  445  8 .6461973E+08   3601150E+02 -.1789E+07  .9396E+06   .9999861 -.0049012  .0019552
T  446  8 .6450881E+08   3601150E+02 -.1905E+05 -.1032E+07   .9999880  .0001788 -.0049006
T  447  8 .6440660E+08   3601150E+02  .1308E+07  .3343E+07   .9999412  .0038239  .0101452
T  448  8 .6447771E+08   3601150E+02 -.8624E+05 -.2767E+06   .9999998 -.0006606  .0000632
T  449  8 .6456141E+08   3601150E+02  .6002E+06  .1251E+07   .9999857  .0029849  .0044479
T  450  8 .6455140E+08   3601150E+02 -.2554E+07  .2540E+07   .9999376 -.0089048  .0067456
T  451  8 .6451598E+08   3601150E+02  .2022E+06  .4345E+06   .9999965  .0017811  .0019783
T  452  8 .6456116E+08   3601150E+02 -.3526E+07  .6524E+06   .9999281 -.0119043  .0014640
T  453  8 .6465934E+08   3601150E+02 -.9261E+06  .1439E+06   .9999917 -.0028858  .0028812
T  454  8 .6457034E+08   3601150E+02  .1600E+07  .6475E+06   .9999782  .0056936  .0033325
T  455  8 .6445684E+08   3601150E+02  .1417E+07 -.4766E+06   .9999886  .0046205 -.0012118
T  456  8 .6442211E+08   3601150E+02  .2736E+06 -.9410E+06   .9999830 -.0014150 -.0056516
T  457  8 .6454360E+08   3601150E+02  .8448E+06 -.1336E+07   .9999682  .0051995 -.0060538
T  458  8 .6460968E+08   3601150E+02  .5700E+05 -.5951E+06   .9999982 -.0016248 -.0009865
T  459  8 .6447610E+08   3601150E+02  .2255E+06  .2773E+07   .9999726  .0006435  .0073809
T  460  8 .6440490E+08   3601150E+02 -.6858E+05  .3478E+06   .9999956 -.0019968  .0021766
T  461  8 .6484975E+08   3601150E+02  .1061E+07  .1568E+07   .9999887  .0029917  .0037013
T  462  8 .6440392E+08   3601150E+02  .1043E+06  .2574E+07   .9999609 -.0005742  .0088248
T  463  8 .6434039E+08   3601150E+02  .4243E+06  .4404E+06   .9999956  .0020481  .0021594
T  464  8 .6451904E+08   3601150E+02  .2215E+06  .1739E+07   .9999888  .0018652  .0043415
T  465  8 .6454474E+08   3601150E+02 -.1614E+07 -.8898E+06   .9999808 -.0057928 -.0021801
T  466  8 .6460135E+08   3601150E+02 -.1398E+06  .2025E+07   .9999751 -.0002766  .0070533
T  467  8 .6458086E+08   3601150E+02  .8638E+06  .8736E+05   .9999965  .0026412  .0000017
T  468  8 .6452237E+08   3601150E+02 -.1470E+06  .3290E+06   .9999904 -.0034982  .0026495
T  469  8 .6439403E+08   3601150E+02 -.1580E+07 -.2217E+07   .9999779 -.0038911 -.0053998
T  470  8 .6447760E+08   3601150E+02  .4606E+06  .1524E+07   .9999948  .0015395  .0028478
T  471  8 .6444627E+08   3601150E+02  .3211E+07  .1019E+06   .9999801  .0063103 -.0001403
T  472  8 .6437343E+08   3601150E+02  .6579E+06 -.1052E+07   .9999865  .0011614 -.0050705
T  473  8 .6488590E+08   3601150E+02  .1692E+06  .1699E+07   .9999848  .0024329  .0049437
T  474  8 .6449332E+08   3601150E+02 -.2478E+06  .2097E+07   .9999788 -.0017905  .0062573
T  475  8 .6460497E+08   3601150E+02 -.2881E+06 -.6405E+06   .9999998 -.0002994 -.0004834
T  476  8 .6456753E+08   3601150E+02  .6749E+06 -.7039E+06   .9999964  .0016721 -.0021096
T  477  8 .6460152E+08   3601150E+02 -.2931E+06  .5141E+06   .9999960  .0003418  .0027992
T  478  8 .6449990E+08   3601150E+02  .2213E+06  .2155E+06   .9999982  .0011306  .0015006
T  479  8 .6463732E+08   3601150E+02 -.2352E+06  .1140E+07   .9999888  .0014612  .0045055
T  480  8 .6435963E+08   3601150E+02  .4165E+06 -.1205E+07   .9999894  .0012961 -.0044152
T  481  8 .6457386E+08   3601150E+02  .7608E+06 -.1719E+07   .9999826  .0031029 -.0050251
T  482  8 .6445843E+08   3601150E+02  .6504E+06  .1812E+07   .9999863  .0046065  .0024779
T  483  8 .6464400E+08   3601150E+02  .1493E+07 -.4034E+06   .9999877  .0048479 -.0010409
T  484  8 .6445558E+08   3601150E+02  .2539E+06 -.1041E+07   .9999976  .0002933 -.0021884
T  485  8 .6464815E+08   3601150E+02  .6461E+06 -.5112E+06   .9999863  .0036817 -.0037239
T  486  8 .6449719E+08   3601150E+02 -.3396E+07 -.2151E+06   .9999519 -.0090812 -.0037112
T  487  8 .6469279E+08   3601150E+02 -.2346E+06  .8247E+06   .9999977 -.0020767  .0005623
T  488  8 .6449759E+08   3601150E+02  .1153E+07  .6837E+06   .9999754  .0069487 -.0009905
T  489  8 .6441562E+08   3601150E+02  .1013E+07 -.2143E+06   .9999855  .0028470  .0045755
T  490  8 .6448602E+08   3601150E+02 -.6098E+07  .4477E+06   .9998487 -.0172274  .0024019
T  491  8 .6462886E+08   3601150E+02 -.2426E+07 -.4115E+07   .9999258 -.0046420 -.0112589
T  492  8 .6473285E+08   3601150E+02  .1246E+07 -.9533E+06   .9999795  .0055393 -.0032216
T  493  8 .6470674E+08   3601150E+02  .4433E+06  .4328E+06   .9999975  .0019673  .0010978
T  494  8 .6442391E+08   3601150E+02 -.5816E+05 -.3462E+06   .9999985  .0013844 -.0010441
T  495  8 .6469437E+08   3601150E+02 -.9728E+06 -.1389E+07   .9999869 -.0039825 -.0032127
T  496  8 .6454404E+08   3601150E+02 -.9232E+06 -.6754E+06   .9999983 -.0012415 -.0013691
T  497  8 .6444373E+08   3601150E+02  .9766E+07  .3899E+07   .9995788  .0264901  .0118515
T  498  8 .6454414E+08   3601150E+02 -.2684E+06  .1902E+06   .9999989 -.0001332  .0015009
T  499  8 .6444025E+08   3601150E+02  .1916E+06  .4648E+06   .9999974  .0001645  .0022765
T  500  8 .6438271E+08   3601150E+02 -.7547E+06  .5254E+06   .9999969 -.0019386  .0015335
T  501  8 .6467776E+08   3601150E+02 -.1020E+07 -.6527E+06   .9999913 -.0039500 -.0013411
T  502  8 .6470662E+08   3601150E+02 -.2758E+07  .7045E+06   .9999672 -.0079916  .0012822
T  503  8 .6448840E+08   3601150E+02  .1369E+07  .7628E+06   .9999890  .0033971  .0032416
T  504  8 .6447702E+08   3601150E+02  .9519E+06 -.1003E+07   .9999834  .0025121 -.0051823
T  505  8 .6457891E+08   3601150E+02 -.2372E+06 -.1787E+07   .9999733  .0001732 -.0073096
T  506  8 .6446013E+08   3601150E+02 -.1660E+06 -.3230E+06   .9999957 -.0017339 -.0023497
T  507  8 .6457440E+08   3601150E+02  .5568E+06  .1380E+07   .9999858 -.0015182  .0051099
T  508  8 .6457634E+08   3601150E+02  .1723E+07  .6604E+06   .9999879  .0046838  .0014920
T  509  8 .6460954E+08   3601150E+02 -.1040E+07  .1297E+07   .9999991 -.0012967 -.0002472
T  510  8 .6450364E+08   3601150E+02 -.1362E+07  .4597E+06   .9999863 -.0052277  .0004096
T  511  8 .6443634E+08   3601150E+02  .2567E+06  .5577E+06   .9999972  .0015836  .0017656
T  512  8 .6453985E+08   3601150E+02  .1120E+07  .1602E+07   .9999760  .0047110  .0050740
T  513  8 .6491096E+08   3601150E+02 -.2351E+07 -.2723E+07   .9999178 -.0080426 -.0099820
T  514  8 .6449785E+08   3601150E+02 -.2615E+07 -.7319E+06   .9999340 -.0113565 -.0017478
T  515  8 .6456945E+08   3601150E+02 -.1046E+07  .5172E+06   .9999878 -.0033732  .0036094
T  516  8 .6461206E+08   3601150E+02  .2319E+06 -.1008E+07   .9999937  .0010139 -.0033926
T  517  8 .6458644E+08   3601150E+02 -.1806E+07 -.6342E+06   .9999770 -.0067760 -.0003027
T  518  8 .6430346E+08   3601150E+02  .8549E+06 -.4237E+06   .9999974  .0020068 -.0010390
T  519  8 .6453028E+08   3601150E+02  .6520E+06 -.1331E+07   .9999869  .0037718 -.0034559
T  520  8 .6455633E+08   3601150E+02 -.1680E+07  .1354E+07   .9999705 -.0052941  .0055650
T  521  8 .6467107E+08   3601150E+02  .3088E+07 -.1362E+07   .9999446  .0094480 -.0046508
T  522  8 .6464528E+08   3601150E+02 -.1573E+07 -.2773E+06   .9999883 -.0047444 -.0009090
T  523  8 .6446355E+08   3601150E+02 -.1338E+07  .2007E+05   .9999959 -.0028796 -.0000334
T  524  8 .6445228E+08   3601150E+02 -.3425E+06  .8117E+06   .9999967 -.0023813  .0009523
T  525  8 .6461970E+08   3601150E+02 -.6540E+06 -.1532E+06   .9999963 -.0025447  .0009868
T  526  8 .6473213E+08   3601150E+02 -.1459E+07  .6181E+06   .9999876 -.0047482  .0014736
T  527  8 .6429710E+08   3601150E+02  .1028E+07  .2657E+07   .9999599  .0034108  .0082849
T  528  8 .6452334E+08   3601150E+02 -.4696E+06  .6002E+06   .9999925 -.0004023  .0038483
T  529  8 .6452216E+08   3601150E+02 -.2396E+07 -.5336E+06   .9999871 -.0050731 -.0000805
T  530  8 .6468254E+08   3601150E+02 -.2567E+07 -.2947E+06   .9999675 -.0079686 -.0011956
T  531  8 .6447010E+08   3601150E+02  .3242E+06  .1035E+07   .9999925  .0006131  .0038188
T  532  8 .6455543E+08   3601150E+02 -.1351E+07 -.4405E+06   .9999975 -.0021799 -.0004028
T  533  8 .6474979E+08   3601150E+02 -.8290E+06  .1044E+06   .9999934 -.0036217  .0000097
T  534  8 .6445539E+08   3601150E+02  .2432E+07  .9816E+06   .9999696  .0075615  .0019033
T  535  8 .6439374E+08   3601150E+02  .1543E+07 -.1459E+07   .9999916  .0035346 -.0020762
T  536  8 .6469000E+08   3601150E+02  .1263E+07 -.8948E+06   .9999939  .0022769 -.0026641
T  537  8 .6439273E+08   3601150E+02 -.6770E+06  .2367E+06   .9999956 -.0001095  .0029590
T  538  8 .6438553E+08   3601150E+02 -.1219E+07 -.1443E+07   .9999840 -.0032798 -.0046058
T  539  8 .6457492E+08   3601150E+02  .2640E+07 -.5181E+07   .9998695  .0082209 -.0139037
T  540  8 .6462970E+08   3601150E+02 -.2987E+07  .1057E+06   .9999474 -.0100062  .0022412
T  541  8 .6465515E+08   3601150E+02 -.2310E+07 -.7306E+06   .9999558 -.0093889  .0005321
T  542  8 .6468554E+08   3601150E+02 -.8146E+06  .8700E+06   .9999911 -.0016393  .0038864
T  543  8 .6459085E+08   3601150E+02  .2119E+07 -.3487E+06   .9999691  .0078311 -.0006158
T  544  8 .6450821E+08   3601150E+02 -.4073E+07  .5204E+07   .9996987 -.0148525  .0195416
T  545  8 .6481974E+08   3601150E+02 -.3182E+06 -.9322E+06   .9999960  .0001498 -.0028184
T  546  8 .6455162E+08   3601150E+02 -.8292E+06  .4631E+06   .9999943 -.0023192  .0024583
T  547  8 .6460173E+08   3601150E+02  .2167E+07  .2342E+06   .9999877  .0049540  .0002093
T  548  8 .6453588E+08   3601150E+02  .1391E+06 -.3314E+06   .9999980 -.0013614  .0014566
T  549  8 .6454458E+08   3601150E+02  .1340E+07 -.2330E+06   .9999922  .0035044 -.0018123
T  550  8 .6432195E+08   3601150E+02 -.2552E+07  .4419E+07   .9999448 -.0062282  .0084645
T  551  8 .6452610E+08   3601150E+02  .1932E+06  .3780E+06   .9999911  .0005247  .0041809
T  552  8 .6463946E+08   3601150E+02 -.1564E+07  .9299E+06   .9999826 -.0053175  .0025718
T  553  8 .6430285E+08   3601150E+02  .7261E+06 -.1101E+06   .9999928  .0029751  .0023759
T  554  8 .6454968E+08   3601150E+02 -.3265E+06 -.8131E+04   .9999988 -.0015078 -.0001884
T  555  8 .6447999E+08   3601150E+02 -.9542E+06  .1491E+07   .9999783 -.0015884  .0063890
T  556  8 .6431384E+08   3601150E+02  .1190E+06 -.1431E+06   .9999992  .0006473  .0010772
T  557  8 .6460732E+08   3601150E+02  .7228E+06  .3200E+07   .9999542  .0011679  .0094970
T  558  8 .6455790E+08   3601150E+02  .4674E+05  .7958E+05   .9999988 -.0015604  .0000357
T  559  8 .6455997E+08   3601150E+02 -.2224E+06  .5763E+05   .9999990 -.0007446  .0011647
T  560  8 .6459132E+08   3601150E+02 -.1413E+05 -.6506E+06   .9999916 -.0012552 -.0038983
T  561  8 .6474979E+08   3601150E+02  .1277E+07  .2089E+07   .9999695  .0040310  .0066856
T  562  8 .6462171E+08   3601150E+02 -.4055E+07  .1325E+07   .9999163 -.0122468  .0041793
T  563  8 .6430719E+08   3601150E+02  .9899E+06 -.1998E+07   .9999768  .0048967 -.0047431
T  564  8 .6439544E+08   3601150E+02  .1313E+07 -.1311E+07   .9999933  .0026058 -.0025549
T  565  8 .6461379E+08   3601150E+02 -.2417E+07 -.5311E+06   .9999648 -.0083842 -.0001370
T  566  8 .6468801E+08   3601150E+02  .3610E+06 -.4387E+06   .9999910  .0001720 -.0042473
T  567  8 .6457644E+08   3601150E+02  .1912E+06  .2814E+05   .9999999 -.0002532  .0000039
T  568  8 .6454342E+08   3601150E+02  .1650E+07 -.8488E+05   .9999848  .0049783 -.0023675
T  569  8 .6469899E+08   3601150E+02 -.1810E+06 -.1146E+07   .9999980 -.0014560 -.0013910
T  570  8 .6465448E+08   3601150E+02 -.1653E+06  .3960E+06   .9999968  .0024997  .0002812
T  571  8 .6460954E+08   3601150E+02  .4370E+07 -.3329E+07   .9998390  .0142274 -.0109377
T  572  8 .6471613E+08   3601150E+02 -.1927E+07  .9581E+06   .9999848 -.0034382  .0043116
T  573  8 .6462811E+08   3601150E+02 -.4882E+06 -.6550E+06   .9999993 -.0009091 -.0008134
T  574  8 .6448860E+08   3601150E+02 -.1709E+07 -.5598E+06   .9999859 -.0044750 -.0028494
T  575  8 .6472097E+08   3601150E+02 -.1889E+06  .8772E+05   .9999973  .0013091  .0019295
T  576  8 .6442536E+08   3601150E+02  .1099E+07 -.2521E+06   .9999962  .0014500  .0023537
T  577  8 .6454310E+08   3601150E+02  .1177E+07 -.2695E+06   .9999883  .0042165 -.0023667
T  578  8 .6441407E+08   3601150E+02 -.1140E+07  .4970E+05   .9999984 -.0016966 -.0006031
T  579  8 .6473004E+08   3601150E+02 -.6131E+07 -.1544E+07   .9998488 -.0171209 -.0030322
T  580  8 .6456292E+08   3601150E+02  .2946E+07 -.5047E+06   .9999634  .0083714 -.0017537
T  581  8 .6442250E+08   3601150E+02  .1877E+06 -.4651E+06   .9999988  .0001640 -.0015661
T  582  8 .6430470E+08   3601150E+02  .7322E+06 -.6007E+06   .9999920  .0033783 -.0021640
T  583  8 .6465925E+08   3601150E+02  .3859E+06  .7198E+06   .9999941  .0007171  .0033708
T  584  8 .6397823E+08   3601150E+02  .6933E+06  .1557E+06   .9972268 -.0097305 -.0737838
T  585  8 .6443333E+08   3601150E+02 -.8545E+06  .1865E+07   .9999683 -.0014085  .0078393
T  586  8 .6472466E+08   3601150E+02 -.2107E+06  .1022E+07   .9999911 -.0013036  .0040198
T  587  8 .6446215E+08   3601150E+02 -.1415E+07 -.7232E+06   .9999842 -.0037527 -.0041832
T  588  8 .6455980E+08   3601150E+02  .2340E+07  .2333E+07   .9999533  .0058918  .0076578
T  589  8 .6472961E+08   3601150E+02  .1654E+07 -.7144E+06   .9999727  .0072590 -.0013854
T  590  8 .6457132E+08   3601150E+02 -.1081E+06 -.1055E+06   .9999993 -.0008032 -.0008931
T  591  8 .6457609E+08   3601150E+02  .7511E+06 -.2080E+07   .9999794  .0024731 -.0059239
T  592  8 .6487655E+08   3601150E+02  .1060E+07  .1466E+07   .9999588  .0038814  .0082110
T  593  8 .6445874E+08   3601150E+02  .9692E+06 -.1908E+07   .9999468  .0056705 -.0086172
T  594  8 .6469770E+08   3601150E+02 -.7853E+05  .6416E+06   .9999943  .0011963  .0031477
T  595  8 .6463574E+08   3601150E+02 -.8691E+06 -.5813E+06   .9999983 -.0018173 -.0003909
T  596  8 .6460895E+08   3601150E+02  .2749E+06  .1517E+07   .9999673  .0009243  .0080297
T  597  8 .6468565E+08   3601150E+02 -.2108E+06  .1072E+07   .9999958 -.0009534  .0027540
T  598  8 .6456336E+08   3601150E+02 -.2231E+07  .1362E+07   .9999712 -.0060861  .0045421
T  599  8 .6477877E+08   3601150E+02  .2476E+07  .1299E+07   .9999905  .0041274  .0013846
T  600  8 .6442237E+08   3601150E+02  .1109E+07  .7569E+06   .9999833  .0035002  .0045941
T  601  8 .6465189E+08   3601150E+02  .1070E+07  .6247E+06   .9999927  .0032971  .0019419
T  602  8 .6451270E+08   3601150E+02 -.7634E+06 -.6034E+06   .9999832 -.0036082 -.0045303
T  603  8 .6484947E+08   3601150E+02  .7618E+06  .9141E+06   .9999749  .0054811  .0044913
T  604  8 .6472566E+08   3601150E+02 -.2240E+07 -.1289E+07   .9999465 -.0093554 -.0044090
T  605  8 .6447651E+08   3601150E+02 -.3688E+07  .2061E+06   .9999222 -.0124310  .0010754
T  606  8 .6463297E+08   3601150E+02 -.1103E+07  .7370E+06   .9999972 -.0012575  .0020236
T  607  8 .6443438E+08   3601150E+02  .1849E+07 -.1180E+07   .9999774  .0059837 -.0030741
T  608  8 .6423275E+08   3601150E+02 -.2932E+06  .4231E+05   .9999998 -.0005327  .0002014
T  609  8 .6445753E+08   3601150E+02 -.5421E+05  .4529E+07   .9998950 -.0020134  .0143493
T  610  8 .6456357E+08   3601150E+02  .8650E+05 -.1925E+07   .9999903 -.0007908 -.0043290
T  611  8 .6475878E+08   3601150E+02  .1758E+07  .1789E+07   .9999840  .0033709  .0045325
T  612  8 .6446064E+08   3601150E+02 -.1065E+06  .1327E+06   .9999979 -.0018810  .0008204
