============================== SRIM-2013.00 ==============================
==============================================================================
=================  TRANSMIT.txt : File of Transmitted Ions  ==================
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom, B= Backscattered Ion, T= Transmitted Ion.   =
=  Col.#2: Ion Number, Col.#3: Z of atom leaving, Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target, Y,Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.=  O(76.5 MeV) ==> Mylar_IC+Carbon Tetraflu( 36.0 mm) =======
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T  613  8 .6452518E+08   3601150E+02 -.1903E+07 -.1041E+07   .9999912 -.0035335  .0022766
T  614  8 .6464844E+08   3601150E+02  .1532E+07  .1481E+07   .9999839  .0036086  .0043701
T  615  8 .6440385E+08   3601150E+02  .6193E+06  .1203E+07   .9999871  .0024906  .0044185
T  616  8 .6454143E+08   3601150E+02 -.1080E+07 -.4163E+06   .9999962 -.0026471 -.0007996
T  617  8 .6455071E+08   3601150E+02  .9255E+06  .2197E+06   .9999942  .0033823 -.0002582
T  618  8 .6451392E+08   3601150E+02 -.2430E+06  .1510E+06   .9999985  .0006337  .0015886
T  619  8 .6472381E+08   3601150E+02 -.5685E+06  .3186E+06   .9999979 -.0018110  .0009513
T  620  8 .6456587E+08   3601150E+02  .2055E+06 -.2399E+07   .9999840  .0009569 -.0055754
T  621  8 .6467022E+08   3601150E+02  .3861E+06  .1796E+06   .9999988 -.0009682  .0012495
T  622  8 .6465534E+08   3601150E+02  .2288E+07 -.1803E+07   .9999637  .0062942 -.0057390
T  623  8 .6474165E+08   3601150E+02 -.7816E+06  .1518E+06   .9999978 -.0012118 -.0017134
T  624  8 .6461191E+08   3601150E+02  .8169E+06  .1447E+07   .9999906  .0016571  .0040052
T  625  8 .6446404E+08   3601150E+02  .4592E+06  .6521E+06   .9999943  .0030707  .0014362
T  626  8 .6448863E+08   3601150E+02  .4920E+06 -.1204E+07   .9999897  .0034634 -.0029228
T  627  8 .6451155E+08   3601150E+02  .4532E+06  .1359E+07   .9999912  .0014675  .0039196
T  628  8 .6449567E+08   3601150E+02 -.9722E+06  .2486E+06   .9999950 -.0030743 -.0007594
T  629  8 .6475489E+08   3601150E+02 -.1349E+07 -.9415E+06   .9999859 -.0041680 -.0032815
T  630  8 .6479380E+08   3601150E+02  .1183E+06 -.1799E+07   .9999755  .0004988 -.0069890
T  631  8 .6445772E+08   3601150E+02 -.8340E+06 -.4873E+06   .9999965 -.0022930  .0013333
T  632  8 .6459183E+08   3601150E+02  .3615E+07 -.2093E+06   .9998790  .0155058 -.0012516
T  633  8 .6447359E+08   3601150E+02  .1878E+07 -.4339E+07   .9998983  .0045300 -.0135205
T  634  8 .6428344E+08   3601150E+02 -.1423E+07 -.1087E+07   .9999722 -.0060676 -.0043260
T  635  8 .6465606E+08   3601150E+02  .8841E+06 -.1254E+06   .9999962  .0027620  .0001279
T  636  8 .6476458E+08   3601150E+02  .6949E+05  .4165E+06   .9999940  .0025603  .0023269
T  637  8 .6453238E+08   3601150E+02  .1314E+06 -.4737E+06   .9999939  .0024151 -.0025329
T  638  8 .6476837E+08   3601150E+02 -.2122E+07  .2485E+07   .9999567 -.0058906  .0072085
T  639  8 .6428343E+08   3601150E+02  .2364E+07  .4075E+05   .9999837  .0057118  .0001316
T  640  8 .6460941E+08   3601150E+02  .4649E+06 -.7070E+06   .9999983 -.0001484 -.0018168
T  641  8 .6450588E+08   3601150E+02  .3924E+07 -.7539E+06   .9999336  .0111339 -.0029736
T  642  8 .6469319E+08   3601150E+02  .1104E+07 -.4568E+06   .9999907  .0029070 -.0031943
T  643  8 .6451653E+08   3601150E+02  .2005E+07  .1217E+07   .9999801  .0051705  .0036211
T  644  8 .6451056E+08   3601150E+02  .6151E+06  .1911E+07   .9999753  .0020159  .0067323
T  645  8 .6449155E+08   3601150E+02 -.2121E+07  .1645E+07   .9999479 -.0083336  .0058903
T  646  8 .6469726E+08   3601150E+02  .1720E+07  .1877E+06   .9999923  .0038385  .0008614
T  647  8 .6457699E+08   3601150E+02 -.3568E+06  .1805E+07   .9999744 -.0014869  .0069925
T  648  8 .6475306E+08   3601150E+02  .1026E+07  .1333E+07   .9999880  .0037811  .0031022
T  649  8 .6451193E+08   3601150E+02 -.1852E+06 -.5400E+06   .9999990 -.0003697 -.0013736
T  650  8 .6439908E+08   3601150E+02 -.7770E+06 -.1968E+07   .9999802 -.0020298 -.0059629
T  651  8 .6444655E+08   3601150E+02  .4497E+06  .2158E+06   .9999989  .0010611  .0010025
T  652  8 .6445653E+08   3601150E+02 -.3548E+06 -.1008E+07   .9999915 -.0012629 -.0039340
T  653  8 .6466010E+08   3601150E+02  .1564E+07 -.1231E+07   .9999868  .0033450 -.0038932
T  654  8 .6462774E+08   3601150E+02  .1187E+07  .6452E+06   .9999929  .0029090  .0024055
T  655  8 .6446539E+08   3601150E+02 -.1236E+07  .7672E+05   .9999995  .0007997  .0005153
T  656  8 .6432123E+08   3601150E+02  .4616E+06  .2072E+06   .9999987  .0013287  .0009527
T  657  8 .6459533E+08   3601150E+02 -.2002E+07  .2195E+06   .9999903 -.0040118  .0018151
T  658  8 .6470031E+08   3601150E+02  .9715E+06 -.4520E+06   .9999955  .0026489 -.0014004
T  659  8 .6448699E+08   3601150E+02  .5034E+06  .9043E+06   .9999908  .0005950  .0042379
T  660  8 .6474863E+08   3601150E+02  .1123E+07  .1636E+07   .9999637  .0044332  .0072814
T  661  8 .6434031E+08   3601150E+02  .2688E+06 -.8699E+06   .9999987 -.0013771 -.0008359
T  662  8 .6460778E+08   3601150E+02 -.3245E+06 -.1310E+06   .9999984 -.0014630  .0010216
T  663  8 .6466447E+08   3601150E+02  .1433E+07  .1041E+07   .9999875  .0046651  .0018006
T  664  8 .6462288E+08   3601150E+02  .1296E+07 -.1236E+06   .9999909  .0042096 -.0007554
T  665  8 .6449354E+08   3601150E+02  .1369E+07 -.3258E+06   .9999621  .0086881  .0006107
T  666  8 .6455963E+08   3601150E+02 -.1322E+07  .5734E+07   .9998448 -.0027230  .0174078
T  667  8 .6456327E+08   3601150E+02 -.1565E+06 -.2755E+05   .9999951  .0026920  .0015786
T  668  8 .6457783E+08   3601150E+02  .1751E+07  .4851E+06   .9999869  .0051136  .0002974
T  669  8 .6460729E+08   3601150E+02  .1176E+07 -.6334E+06   .9999923  .0031637 -.0023295
T  670  8 .6439778E+08   3601150E+02  .5589E+06  .2546E+07   .9999769  .0004450  .0067849
T  671  8 .6465363E+08   3601150E+02  .2349E+07  .4202E+06   .9999794  .0063947  .0005328
T  672  8 .6445538E+08   3601150E+02 -.4201E+06  .7904E+06   .9999963  .0009515  .0025462
T  673  8 .6449380E+08   3601150E+02  .9350E+06  .8345E+06   .9999884  .0036392  .0031674
T  674  8 .6455909E+08   3601150E+02  .3383E+07  .7906E+06   .9999421  .0107212  .0009730
T  675  8 .6458520E+08   3601150E+02  .1849E+06 -.1092E+07   .9999948  .0029265 -.0013637
T  676  8 .6436867E+08   3601150E+02  .4651E+06  .9390E+06   .9999949  .0015892  .0027734
T  677  8 .6460641E+08   3601150E+02  .5120E+06 -.9337E+06   .9999922  .0028013 -.0027936
T  678  8 .6439282E+08   3601150E+02 -.4276E+06  .1738E+07   .9999834  .0007482  .0057205
T  679  8 .6475341E+08   3601150E+02 -.6089E+06  .1193E+07   .9999933 -.0010027  .0035275
T  680  8 .6444317E+08   3601150E+02  .1137E+07 -.4564E+06   .9999881  .0037983  .0030678
T  681  8 .6471630E+08   3601150E+02 -.2010E+06 -.1740E+07   .9999894 -.0017183 -.0042746
T  682  8 .6443336E+08   3601150E+02 -.2895E+07 -.2626E+06   .9999705 -.0075934 -.0011360
T  683  8 .6455482E+08   3601150E+02  .2481E+07  .8926E+06   .9999713  .0073994  .0016129
T  684  8 .6443687E+08   3601150E+02  .1001E+07  .2347E+06   .9999903  .0042293  .0012633
T  685  8 .6449692E+08   3601150E+02 -.1326E+07  .1962E+06   .9999927 -.0016936  .0034156
T  686  8 .6452055E+08   3601150E+02  .7758E+06  .2145E+06   .9999938  .0035102  .0001723
T  687  8 .6459867E+08   3601150E+02  .1140E+06  .2838E+06   .9999988  .0015392 -.0002100
T  688  8 .6474337E+08   3601150E+02  .4574E+06  .8320E+06   .9999976  .0012441  .0017934
T  689  8 .6450958E+08   3601150E+02  .2334E+07  .7373E+05   .9999368  .0112428 -.0002304
T  690  8 .6431768E+08   3601150E+02  .5542E+07 -.3983E+07   .9998085  .0152811 -.0122243
T  691  8 .6446601E+08   3601150E+02 -.8366E+06 -.1331E+07   .9999772 -.0052273 -.0042650
T  692  8 .6443169E+08   3601150E+02 -.3791E+06  .6703E+06   .9999949 -.0012716  .0029161
T  693  8 .6456816E+08   3601150E+02 -.1912E+07  .8683E+06   .9999904 -.0030052  .0032009
T  694  8 .6447285E+08   3601150E+02 -.3042E+06  .1688E+07   .9999839 -.0013234  .0055151
T  695  8 .6457464E+08   3601150E+02 -.8812E+05 -.6729E+07   .9998106 -.0001615 -.0194615
T  696  8 .6467661E+08   3601150E+02 -.1169E+06 -.2485E+06   .9999969  .0000580 -.0024739
T  697  8 .6456493E+08   3601150E+02 -.7784E+06  .1390E+06   .9999837 -.0050259 -.0027201
T  698  8 .6455554E+08   3601150E+02  .7137E+05  .5169E+06   .9999999  .0002917 -.0004283
T  699  8 .6448831E+08   3601150E+02 -.1973E+06 -.6252E+06   .9999979  .0007726 -.0018823
T  700  8 .6459997E+08   3601150E+02 -.2006E+07 -.2566E+07   .9999484 -.0050150 -.0088293
T  701  8 .6455372E+08   3601150E+02  .3748E+05  .3182E+06   .9999997 -.0002396  .0007022
T  702  8 .6452205E+08   3601150E+02 -.1899E+07  .4733E+06   .9999831 -.0053900  .0021571
T  703  8 .6456974E+08   3601150E+02 -.4142E+06  .3596E+06   .9999977 -.0018946  .0010044
T  704  8 .6453519E+08   3601150E+02 -.6590E+06  .4914E+06   .9999943 -.0014605  .0030331
T  705  8 .6434601E+08   3601150E+02 -.3725E+06 -.8013E+06   .9999773 -.0006205 -.0067134
T  706  8 .6445714E+08   3601150E+02 -.2702E+07 -.5703E+06   .9999528 -.0095300 -.0019090
T  707  8 .6440717E+08   3601150E+02 -.9653E+06  .2590E+06   .9999907 -.0039160  .0018020
T  708  8 .6461738E+08   3601150E+02 -.6889E+06  .6268E+06   .9999923 -.0033214  .0020840
T  709  8 .6452540E+08   3601150E+02  .3301E+06  .6403E+06   .9999921  .0020730  .0033966
T  710  8 .6455125E+08   3601150E+02 -.8530E+06  .2815E+06   .9999936 -.0030428  .0018660
T  711  8 .6459793E+08   3601150E+02  .1509E+06 -.2005E+06   .9999986  .0006124  .0015534
T  712  8 .6469140E+08   3601150E+02  .2233E+06  .6069E+06   .9999972  .0007261  .0022454
T  713  8 .6477572E+08   3601150E+02 -.1712E+07  .2843E+07   .9999404 -.0059511  .0091540
T  714  8 .6453984E+08   3601150E+02  .1839E+07 -.2465E+07   .9999460  .0047823 -.0092299
T  715  8 .6452064E+08   3601150E+02  .3056E+06  .1063E+07   .9999965  .0001531  .0026502
T  716  8 .6446179E+08   3601150E+02 -.1640E+07  .1465E+07   .9999827 -.0014578  .0057073
T  717  8 .6451245E+08   3601150E+02  .6235E+06  .9985E+05   .9999999 -.0000097 -.0003282
T  718  8 .6462596E+08   3601150E+02  .6599E+06 -.1030E+07   .9999963  .0021970 -.0016346
T  719  8 .6447421E+08   3601150E+02 -.2362E+07 -.1348E+06   .9999687 -.0071500 -.0033766
T  720  8 .6479734E+08   3601150E+02  .1287E+06 -.4546E+06   .9999985 -.0010960 -.0013065
T  721  8 .6449767E+08   3601150E+02 -.6158E+06  .6178E+06   .9999974 -.0001233  .0022905
T  722  8 .6444505E+08   3601150E+02 -.8439E+06  .5430E+06   .9999835 -.0046873  .0033087
T  723  8 .6440857E+08   3601150E+02  .5291E+07  .1118E+07   .9998965  .0143495  .0010476
T  724  8 .6447071E+08   3601150E+02  .2083E+06 -.4132E+06   .9999966  .0009792 -.0024147
T  725  8 .6469563E+08   3601150E+02  .1453E+06  .5258E+06   .9999951 -.0010142  .0029561
T  726  8 .6469220E+08   3601150E+02 -.5809E+06 -.1372E+07   .9999844 -.0039268 -.0039606
T  727  8 .6467807E+08   3601150E+02  .4084E+07 -.6546E+06   .9999297  .0117822 -.0013395
T  728  8 .6444212E+08   3601150E+02 -.5396E+06 -.2070E+07   .9999870 -.0015195 -.0048586
T  729  8 .6461277E+08   3601150E+02 -.3518E+06  .1521E+07   .9999880  .0004526  .0048868
T  730  8 .6446562E+08   3601150E+02 -.1645E+07  .5929E+06   .9999745 -.0062763  .0033934
T  731  8 .6444356E+08   3601150E+02  .1742E+07 -.1174E+07   .9999937  .0031044 -.0017221
T  732  8 .6465159E+08   3601150E+02 -.3381E+06  .3288E+06   .9999999  .0002164 -.0004104
T  733  8 .6461057E+08   3601150E+02  .8924E+06  .1362E+07   .9999914  .0015406  .0038542
T  734  8 .6430037E+08   3601150E+02 -.2453E+07  .1873E+07   .9999572 -.0086045  .0034091
T  735  8 .6457684E+08   3601150E+02  .6684E+06 -.2880E+06   .9999982  .0014803 -.0011793
T  736  8 .6217070E+08   3601150E+02  .4035E+08 -.3742E+08   .9881673  .1126384 -.1041054
T  737  8 .6460193E+08   3601150E+02 -.7399E+06  .5423E+06   .9999942 -.0027414  .0020195
T  738  8 .6440336E+08   3601150E+02 -.8741E+07 -.1505E+07   .9997548 -.0220156 -.0023830
T  739  8 .6464833E+08   3601150E+02  .2952E+06 -.1749E+07   .9999789  .0031804 -.0056676
T  740  8 .6462768E+08   3601150E+02  .3836E+06  .1207E+06   .9999995  .0007168 -.0007563
T  741  8 .6468602E+08   3601150E+02 -.2297E+06 -.1777E+07   .9999967 -.0007835 -.0024453
T  742  8 .6460722E+08   3601150E+02 -.5634E+05  .6143E+06   .9999978  .0002137  .0020726
T  743  8 .6429159E+08   3601150E+02  .9644E+06  .6101E+06   .9999929  .0035294  .0012976
T  744  8 .6466619E+08   3601150E+02 -.8377E+06 -.9481E+06   .9999914 -.0034281 -.0023493
T  745  8 .6450202E+08   3601150E+02  .2467E+07  .1119E+07   .9999678  .0077751  .0019836
T  746  8 .6459850E+08   3601150E+02  .1186E+07  .2633E+07   .9999656  .0051300  .0065192
T  747  8 .6462022E+08   3601150E+02  .1865E+06 -.1845E+06   .9999977  .0014776  .0015506
T  748  8 .6440418E+08   3601150E+02  .6244E+06  .2056E+06   .9999975  .0011009  .0019221
T  749  8 .6462328E+08   3601150E+02 -.9689E+06  .1853E+07   .9999745 -.0036730  .0061266
T  750  8 .6465933E+08   3601150E+02 -.2095E+07  .1474E+07   .9999781 -.0056187  .0035037
T  751  8 .6446346E+08   3601150E+02 -.4623E+06 -.7815E+06   .9999971  .0008619 -.0022674
T  752  8 .6464282E+08   3601150E+02  .8827E+05  .6854E+06   .9999995  .0005258  .0008331
T  753  8 .6450313E+08   3601150E+02 -.3174E+06 -.2250E+07   .9999796  .0000841 -.0063810
T  754  8 .6473300E+08   3601150E+02 -.1074E+07  .7051E+06   .9999959 -.0024587  .0014801
T  755  8 .6478228E+08   3601150E+02 -.1300E+07 -.9033E+06   .9999891 -.0046610 -.0003487
T  756  8 .6444161E+08   3601150E+02  .6765E+06  .8140E+06   .9999879  .0049077 -.0001934
T  757  8 .6469730E+08   3601150E+02  .5218E+06 -.1765E+07   .9999883  .0016248 -.0045547
T  758  8 .6446588E+08   3601150E+02  .1421E+07 -.5724E+05   .9999840  .0053989 -.0017083
T  759  8 .6469233E+08   3601150E+02  .5770E+06  .1239E+07   .9999963  .0000495  .0027219
T  760  8 .6441917E+08   3601150E+02  .1373E+06 -.2421E+06   .9999999  .0004431  .0002656
T  761  8 .6444054E+08   3601150E+02  .1183E+07  .1330E+07   .9999873  .0029222  .0041058
T  762  8 .6432054E+08   3601150E+02 -.2776E+06  .1550E+07   .9999923 -.0010743  .0037655
T  763  8 .6449732E+08   3601150E+02  .7671E+06  .1809E+07   .9999949  .0014573  .0028538
T  764  8 .6436915E+08   3601150E+02 -.1003E+07 -.1196E+07   .9999919 -.0033174 -.0022879
T  765  8 .6452788E+08   3601150E+02 -.1237E+07  .5606E+06   .9999847 -.0047636  .0028154
T  766  8 .6449354E+08   3601150E+02 -.1140E+07  .1057E+07   .9999833 -.0040513  .0041294
T  767  8 .6448370E+08   3601150E+02 -.3766E+06  .7787E+06   .9999981  .0005728  .0018469
T  768  8 .6433658E+08   3601150E+02  .1630E+07 -.1306E+07   .9999855  .0050699 -.0018351
T  769  8 .6437664E+08   3601150E+02 -.3904E+06  .7607E+06   .9999955 -.0022562  .0019527
T  770  8 .6468545E+08   3601150E+02 -.6539E+06 -.6579E+06   .9999991 -.0012392 -.0004087
T  771  8 .6458995E+08   3601150E+02  .7828E+06  .7528E+05   .9999843  .0054853  .0011099
T  772  8 .6456589E+08   3601150E+02 -.5961E+06 -.1413E+07   .9999841 -.0043607 -.0035730
T  773  8 .6464805E+08   3601150E+02 -.4034E+06  .5409E+07   .9999067 -.0013207  .0135964
T  774  8 .6452657E+08   3601150E+02  .9655E+05 -.1422E+07   .9999936 -.0010390 -.0034232
T  775  8 .6433937E+08   3601150E+02 -.1521E+07 -.6852E+05   .9999900 -.0044802  .0000901
T  776  8 .6448045E+08   3601150E+02  .1159E+07  .8372E+06   .9999921  .0037767  .0012672
T  777  8 .6453760E+08   3601150E+02  .1657E+06 -.4740E+05   .9999997  .0006292 -.0004669
T  778  8 .6451494E+08   3601150E+02 -.4544E+07  .4441E+07   .9998479 -.0116187  .0130091
T  779  8 .6452270E+08   3601150E+02 -.1761E+06 -.8199E+06   .9999963 -.0012607 -.0024124
T  780  8 .6450815E+08   3601150E+02  .3323E+06 -.1495E+06   .9999976  .0016960  .0013530
T  781  8 .6434976E+08   3601150E+02 -.2320E+07  .3114E+07   .9999312 -.0077519  .0088011
T  782  8 .6464363E+08   3601150E+02  .1256E+06  .5332E+06   .9999995 -.0000493  .0009992
T  783  8 .6457924E+08   3601150E+02 -.2487E+07 -.7288E+06   .9999769 -.0067884  .0001851
T  784  8 .6459526E+08   3601150E+02  .3763E+06  .1365E+07   .9999919  .0000716  .0040289
T  785  8 .6447902E+08   3601150E+02  .2854E+07  .4534E+07   .9998009  .0101452  .0171814
T  786  8 .6446084E+08   3601150E+02  .3101E+06  .1805E+07   .9999945  .0012207  .0030830
T  787  8 .6459218E+08   3601150E+02 -.1568E+06 -.1784E+07   .9999898 -.0014311 -.0042742
T  788  8 .6448084E+08   3601150E+02 -.1819E+06 -.3909E+06   .9999971 -.0005442 -.0023276
T  789  8 .6460218E+08   3601150E+02 -.1460E+07 -.3962E+05   .9999964 -.0025749  .0007866
T  790  8 .6449674E+08   3601150E+02 -.1525E+06  .3005E+06   .9999998 -.0005869 -.0002302
T  791  8 .6455763E+08   3601150E+02  .3817E+06  .1861E+06   .9999985  .0004094  .0016593
T  792  8 .6460360E+08   3601150E+02 -.2136E+06  .1534E+06   .9999992 -.0005377  .0011040
T  793  8 .6452779E+08   3601150E+02 -.4696E+05  .1124E+07   .9999567 -.0017712  .0091348
T  794  8 .6460124E+08   3601150E+02  .9700E+05 -.8252E+06   .9999941  .0025049 -.0023331
T  795  8 .6473429E+08   3601150E+02  .4911E+07 -.5209E+06   .9997544  .0221562 -.0004121
T  796  8 .6446807E+08   3601150E+02 -.1424E+07  .3590E+07   .9999153 -.0049604  .0120343
T  797  8 .6457480E+08   3601150E+02  .6185E+06  .8648E+06   .9999956  .0026264  .0013816
T  798  8 .6463808E+08   3601150E+02  .9937E+05 -.6567E+06   .9999972 -.0015716 -.0017510
T  799  8 .6468782E+08   3601150E+02  .2110E+07 -.1155E+06   .9999776  .0065440 -.0013818
T  800  8 .6465148E+08   3601150E+02 -.1379E+07  .8934E+06   .9999867 -.0049798  .0013740
T  801  8 .6454892E+08   3601150E+02  .3910E+07  .1524E+07   .9999490  .0097373  .0026822
T  802  8 .6461331E+08   3601150E+02  .7107E+06 -.1211E+07   .9999986  .0012220 -.0011430
T  803  8 .6446333E+08   3601150E+02  .5471E+06 -.2227E+06   .9999951  .0027121 -.0015804
T  804  8 .6468660E+08   3601150E+02  .2797E+07 -.7622E+06   .9999505  .0087200 -.0047985
T  805  8 .6450220E+08   3601150E+02 -.1218E+06 -.1140E+07   .9999963  .0002233 -.0027173
T  806  8 .6450021E+08   3601150E+02 -.1209E+07  .1464E+07   .9999142 -.0088481  .0096640
T  807  8 .6461165E+08   3601150E+02 -.8094E+05  .9534E+06   .9999847 -.0030907  .0045836
T  808  8 .6426918E+08   3601150E+02  .2283E+07 -.8741E+07   .9987306  .0101719 -.0493331
T  809  8 .6466263E+08   3601150E+02 -.4286E+07  .6434E+06   .9999213 -.0124936  .0011476
T  810  8 .6467676E+08   3601150E+02 -.2073E+05 -.7148E+06   .9999957  .0006353 -.0028559
T  811  8 .6465030E+08   3601150E+02  .8503E+06  .2491E+06   .9999993  .0009646  .0006280
T  812  8 .6446876E+08   3601150E+02 -.1296E+07  .1436E+06   .9999922 -.0031847  .0023381
T  813  8 .6458713E+08   3601150E+02  .9277E+06  .8816E+06   .9999963  .0002081  .0027038
T  814  8 .6461037E+08   3601150E+02 -.1265E+07  .1203E+06   .9999970 -.0023123 -.0008493
T  815  8 .6458495E+08   3601150E+02  .3863E+05  .1269E+07   .9999924  .0021865  .0032243
T  816  8 .6461498E+08   3601150E+02  .2546E+06 -.9250E+06   .9999982 -.0012899 -.0013851
T  817  8 .6456404E+08   3601150E+02  .1261E+06  .1437E+06   .9999954  .0016209  .0025693
T  818  8 .6457216E+08   3601150E+02 -.1874E+06 -.2338E+07   .9999772  .0019548 -.0064646
T  819  8 .6454702E+08   3601150E+02  .1403E+07  .1553E+07   .9999616  .0034387  .0080646
T  820  8 .6443436E+08   3601150E+02  .6404E+05  .2564E+06   .9999992  .0000048 -.0012852
T  821  8 .6448897E+08   3601150E+02  .2059E+07  .9999E+06   .9999722  .0065794  .0035186
T  822  8 .6452670E+08   3601150E+02  .1742E+04 -.7640E+06   .9999990 -.0010322 -.0009895
T  823  8 .6447960E+08   3601150E+02 -.7416E+06 -.4718E+06   .9999846 -.0032297 -.0045164
T  824  8 .6442890E+08   3601150E+02 -.8333E+06  .1297E+06   .9999986 -.0016302  .0003485
T  825  8 .6456378E+08   3601150E+02 -.5701E+06 -.1426E+07   .9999853  .0005501 -.0053855
T  826  8 .6462091E+08   3601150E+02 -.2715E+06 -.9373E+06   .9999924  .0004279 -.0038716
T  827  8 .6470013E+08   3601150E+02 -.4633E+06 -.1990E+06   .9999956 -.0017269 -.0024299
T  828  8 .6453042E+08   3601150E+02  .2586E+06  .2661E+05   .9999985  .0016600 -.0003964
T  829  8 .6449461E+08   3601150E+02 -.6423E+06 -.9727E+06   .9999799 -.0015363 -.0061582
T  830  8 .6462876E+08   3601150E+02  .1574E+07  .2162E+06   .9999838  .0056850  .0002588
T  831  8 .6451754E+08   3601150E+02 -.2184E+07 -.3423E+06   .9999272 -.0120361  .0008148
T  832  8 .6451705E+08   3601150E+02  .2827E+07 -.1294E+07   .9999423  .0099455 -.0040568
T  833  8 .6437848E+08   3601150E+02  .1121E+07 -.1049E+07   .9999867  .0040959 -.0031246
T  834  8 .6466255E+08   3601150E+02 -.1917E+06 -.3700E+06   .9999991  .0004987 -.0012341
T  835  8 .6455815E+08   3601150E+02  .2337E+07 -.9118E+06   .9999655  .0071425 -.0042325
T  836  8 .6451616E+08   3601150E+02  .3497E+07  .2514E+07   .9998888  .0102738  .0108047
T  837  8 .6450617E+08   3601150E+02 -.4533E+05  .2837E+06   .9999993  .0011557 -.0000204
T  838  8 .6447872E+08   3601150E+02 -.8739E+06 -.3938E+06   .9999817 -.0060413  .0001685
T  839  8 .6444843E+08   3601150E+02  .7542E+06 -.5777E+06   .9999949  .0026483 -.0018101
T  840  8 .6422734E+08   3601150E+02 -.1919E+07  .1075E+07   .9999794 -.0063654  .0008379
T  841  8 .6467318E+08   3601150E+02  .1583E+07  .6556E+06   .9999916  .0033941  .0023094
T  842  8 .6453439E+08   3601150E+02 -.1257E+07  .2525E+06   .9999939 -.0034392  .0005232
T  843  8 .6460308E+08   3601150E+02  .1396E+07  .1480E+07   .9999964  .0009330  .0025226
T  844  8 .6452364E+08   3601150E+02  .1741E+07 -.1559E+07   .9999186  .0092954 -.0087456
T  845  8 .6456311E+08   3601150E+02  .5229E+06  .3220E+07   .9999415  .0018768  .0106571
T  846  8 .6452875E+08   3601150E+02  .2175E+06  .1252E+06   .9999986  .0016576 -.0002674
T  847  8 .6463432E+08   3601150E+02  .6441E+06  .8914E+05   .9999974  .0018572  .0013277
T  848  8 .6442974E+08   3601150E+02  .2578E+07  .9895E+06   .9999497  .0089080  .0046113
T  849  8 .6460625E+08   3601150E+02 -.2644E+06 -.2028E+07   .9999774 -.0031337 -.0059559
T  850  8 .6459720E+08   3601150E+02 -.4200E+04 -.1764E+06   .9999971 -.0000054  .0024283
T  851  8 .6446483E+08   3601150E+02  .4473E+06  .5782E+06   .9999962  .0016998  .0021809
T  852  8 .6453414E+08   3601150E+02  .8901E+06 -.7713E+06   .9999866  .0037497 -.0035759
T  853  8 .6461546E+08   3601150E+02  .3213E+06 -.1112E+06   .9999912  .0035415 -.0022506
T  854  8 .6466656E+08   3601150E+02 -.3233E+07 -.2178E+06   .9999712 -.0075602  .0006907
T  855  8 .6436958E+08   3601150E+02  .1308E+07  .1142E+07   .9999888  .0035853  .0030999
T  856  8 .6459846E+08   3601150E+02 -.6537E+06 -.2071E+06   .9999867 -.0050281 -.0011065
T  857  8 .6477854E+08   3601150E+02  .1776E+07  .5987E+06   .9999734  .0072736  .0005914
T  858  8 .6462066E+08   3601150E+02 -.2675E+06  .9979E+06   .9999910  .0000839  .0042515
T  859  8 .6456218E+08   3601150E+02 -.4901E+06  .1680E+07   .9999782  .0005018  .0065773
T  860  8 .6463040E+08   3601150E+02  .1413E+06 -.2084E+06   .9998540 -.0164529  .0046050
T  861  8 .6455955E+08   3601150E+02 -.2059E+06  .2452E+07   .9999793  .0009001  .0063776
T  862  8 .6473516E+08   3601150E+02 -.3121E+06 -.1314E+07   .9999964 -.0002526 -.0026715
T  863  8 .6448204E+08   3601150E+02  .1007E+07 -.2050E+07   .9999757  .0033804 -.0060952
T  864  8 .6479609E+08   3601150E+02  .9096E+06  .1281E+06   .9999950  .0031598 -.0000247
T  865  8 .6445208E+08   3601150E+02  .2190E+07  .1469E+07   .9999616  .0086155  .0015737
T  866  8 .6465968E+08   3601150E+02  .8779E+06  .2032E+07   .9999714  .0039006  .0064741
T  867  8 .6450145E+08   3601150E+02 -.3070E+06  .3022E+07   .9999704 -.0019548  .0074396
T  868  8 .6455291E+08   3601150E+02 -.3051E+06 -.6309E+06   .9999845 -.0041572 -.0036951
T  869  8 .6458060E+08   3601150E+02  .4786E+06 -.6236E+05   .9999963  .0026882  .0004734
T  870  8 .6442052E+08   3601150E+02  .3455E+06  .3245E+06   .9999969  .0002857  .0024737
T  871  8 .6465745E+08   3601150E+02 -.1673E+07  .3558E+07   .9999514 -.0053330  .0082880
T  872  8 .6442145E+08   3601150E+02 -.3008E+07 -.2480E+06   .9999546 -.0094440  .0012455
T  873  8 .6451313E+08   3601150E+02  .8839E+06 -.1368E+07   .9999933  .0010593 -.0035025
T  874  8 .6454728E+08   3601150E+02  .3785E+06  .3987E+06   .9999950  .0009497 -.0030029
