Sil_r0_0_E 37.54 +/- 1.25 % 
Sil_r0_1_E 39.42 +/- 0.97 % 
Sil_r0_2_E 37.37 +/- 1.17 % 
Sil_r0_3_E -1000.00 +/- -1000.00 % 
Sil_r0_4_E 35.09 +/- 0.90 % 
Sil_r0_5_E 34.19 +/- 0.91 % 
Sil_r0_6_E 37.36 +/- 1.39 % 
Sil_r0_7_E 21.73 +/- 0.56 % 
Sil_r0_8_E 32.94 +/- 0.87 % 
Sil_r0_9_E 57.18 +/- 2.42 % 
Sil_r0_10_E 31.79 +/- 0.73 % 
Sil_r0_11_E 34.89 +/- 0.99 % 
