Sil_f0_0_E 0.22097205 0.00206667
Sil_f0_0_P 95.57950844 29.11347901
Sil_f0_1_E -0.10979331 0.00194831
Sil_f0_1_P 136.17688752 7.75080143
Sil_f0_2_E -0.00748776 0.00193477
Sil_f0_2_P 97.35347167 7.42145570
Sil_f0_3_E -0.08883306 0.00201929
Sil_f0_3_P 98.85160175 7.01893972
Sil_f0_4_E -0.01770178 0.00198257
Sil_f0_4_P 94.19277673 8.23461641
Sil_f0_5_E -0.02013371 0.00194660
Sil_f0_5_P 103.36887748 8.58944883
Sil_f0_6_E -0.06587826 0.00199001
Sil_f0_6_P 109.29594534 7.33360217
Sil_f0_7_E -0.09926575 0.00194336
Sil_f0_7_P 101.34981008 7.68572719
Sil_f0_8_E 0.01708477 0.00194406
Sil_f0_8_P 102.33525554 7.78145779
Sil_f0_9_E -0.07641318 0.00195646
Sil_f0_9_P 103.88718542 7.67598276
Sil_f0_10_E -0.01799296 0.00199949
Sil_f0_10_P 96.63664612 7.74208025
Sil_f0_11_E -0.07890630 0.00196452
Sil_f0_11_P 96.97320424 7.48702126
