Sil_f0_0_E 64.74 +/- 0.62 % 
Sil_f0_1_E 20.93 +/- 0.19 % 
Sil_f0_2_E 20.03 +/- 0.21 % 
Sil_f0_3_E 19.62 +/- 0.18 % 
Sil_f0_4_E 22.15 +/- 0.21 % 
Sil_f0_5_E 23.82 +/- 0.21 % 
Sil_f0_6_E 19.88 +/- 0.18 % 
Sil_f0_7_E 19.99 +/- 0.19 % 
Sil_f0_8_E 0. +/- 0. % 
Sil_f0_9_E 24.03 +/- 0.23 % 
Sil_f0_10_E 22.54 +/- 0.55 % 
Sil_f0_11_E 20.40 +/- 0.17 % 
