Sil_l0_0_E -0.06022816 0.00127435
Sil_l0_0_P 258.18093861 36.40906239
Sil_l0_1_E -0.12711839 0.00128247
Sil_l0_1_P 257.14732322 10.38708026
Sil_l0_2_E -0.08122927 0.00130609
Sil_l0_2_P 246.88629599 22.01284181
Sil_l0_3_E -0.13435259 0.00140504
Sil_l0_3_P 246.68080748 20.94319127
Sil_l0_4_E -0.14170964 0.00130809
Sil_l0_4_P 242.28692218 9.44889817
Sil_l0_5_E -0.12182248 0.00124748
Sil_l0_5_P 264.53264869 23.25919933
Sil_l0_6_E -0.14849025 0.00130157
Sil_l0_6_P 259.47877634 19.82075333
Sil_l0_7_E 0.21465484 0.00130240
Sil_l0_7_P 200.94583154 25.42277837
Sil_l0_8_E -0.18423013 0.00136470
Sil_l0_8_P 268.49700681 19.98046335
Sil_l0_9_E -0.13074034 0.00125994
Sil_l0_9_P 274.33778714 22.66781289
Sil_l0_10_E 0.00000000 0.00000000
Sil_l0_10_P 20000 0
Sil_l0_11_E -0.06192028 0.00124347
Sil_l0_11_P 271.02968120 22.49676706
