Sil_l0_0_E 0. +/- 0. % 
Sil_l0_1_E 31.46 +/- 0.47 % 
Sil_l0_2_E 41.76 +/- 0.40 % 
Sil_l0_3_E 0. +/- 0. % 
Sil_l0_4_E 40.15 +/- 0.42 % 
Sil_l0_5_E 41.05 +/- 0.36 % 
Sil_l0_6_E 39.66 +/- 5.00 % 
Sil_l0_7_E 41.88 +/- 0.36 % 
Sil_l0_8_E 39.33 +/- 0.32 % 
Sil_l0_9_E 0. +/- 0. % 
Sil_l0_10_E 41.00 +/- 0.38 % 
Sil_l0_11_E 59.94 +/- 0.52 % 
